Treat_Mediator_Y	ACME.p	prop.mediated
MetaG.M00060_MetaB.MEskyblue1	0.12	0.255
MetaG.map03018_MetaB.MElightgreen	0.12	0.164
MetaG.M00002_MetaB.MEantiquewhite4	0.12	0.357
MetaG.M00222_MetaB.MEfirebrick4	0.12	0.189
MetaG.M00440_MetaB.MElightsteelblue	0.12	0.249
MetaG.map00280_MetaB.MElightpink2	0.12	0.272
MetaG.M00338_MetaB.MElightpink2	0.12	0.303
MetaG.M00360_MetaB.MEskyblue	0.12	0.227
MetaG.map00380_MetaB.MEcyan	0.12	0.342
MetaG.map00280_MetaB.MEfloralwhite	0.12	0.1924
MetaG.M00063_MetaB.MEskyblue3	0.12	0.308
MetaG.M00044_MetaB.MEpink	0.122	0.26
MetaG.map00280_MetaB.MEpink	0.13	0.161
MetaG.M00360_MetaB.MEplum1	0.13	0.4855
MetaG.M00338_MetaB.MEplum1	0.13	0.414
MetaG.map00920_MetaB.MElightsteelblue	0.13	0.337
MetaG.M00063_MetaB.MEdarkslateblue	0.13	0.23
MetaG.map00920_MetaB.MEsalmon	0.13	0.398
MetaG.map00280_MetaB.MEpalevioletred2	0.13	0.353
MetaG.map03018_MetaB.MEmediumpurple3	0.13	0.177
MetaG.M00060_MetaB.MEcyan	0.13	0.31
MetaG.map00380_MetaB.MEsienna4	0.13	0.62
MetaG.M00173_MetaB.MEfloralwhite	0.13	0.224
MetaG.M00002_MetaB.MEfloralwhite	0.13	0.22
MetaG.M00063_MetaB.MEblue	0.13	0.328
MetaG.M00360_MetaB.MEskyblue3	0.13	0.312
MetaG.M00222_MetaB.MEpink	0.136	0.1633
MetaG.map03018_MetaB.MEskyblue1	0.14	0.19
MetaG.M00002_MetaB.MEpink	0.14	0.172
MetaG.M00044_MetaB.MEorangered1	0.14	0.188
MetaG.M00440_MetaB.MEfirebrick4	0.14	0.1553
MetaG.M00432_MetaB.MEfirebrick4	0.14	0.0961
MetaG.map00250_MetaB.MEfirebrick4	0.14	0.169
MetaG.map00280_MetaB.MEplum1	0.14	0.397
MetaG.M00319_MetaB.MEplum1	0.14	0.1632
MetaG.M00338_MetaB.MEcoral4	0.14	0.185
MetaG.map00250_MetaB.MEdarkslateblue	0.14	0.226
MetaG.map00920_MetaB.MEorangered3	0.14	0.318
MetaG.map00920_MetaB.MEslateblue	0.14	0.183
MetaG.M00060_MetaB.MEbrown4	0.14	0.427
MetaG.M00044_MetaB.MEpalevioletred1	0.14	0.35
MetaG.M00001_MetaB.MEpalevioletred1	0.14	0.426
MetaG.map00380_MetaB.MEred	0.14	0.343
MetaG.map00380_MetaB.MEmediumpurple1	0.14	0.601
MetaG.M00319_MetaB.MEmediumpurple1	0.14	0.113
MetaG.M00440_MetaB.MEdarkslateblue	0.148	0.169
MetaG.map00380_MetaB.MEskyblue1	0.15	0.271
MetaG.map03018_MetaB.MEdarkmagenta	0.15	0.336
MetaG.M00155_MetaB.MEpink	0.15	0.169
MetaG.M00533_MetaB.MElightsteelblue	0.15	0.331
MetaG.map00380_MetaB.MEdarkslateblue	0.15	0.251
MetaG.M00338_MetaB.MEdarkslateblue	0.15	0.249
MetaG.M00002_MetaB.MEorangered3	0.15	0.336
MetaG.map00280_MetaB.MEslateblue	0.15	0.1696
MetaG.map00280_MetaB.MEpalevioletred1	0.15	0.438
MetaG.M00060_MetaB.MEhoneydew1	0.15	0.35
MetaG.M00063_MetaB.MEhoneydew1	0.15	0.331
MetaG.map00380_MetaB.MEpalevioletred2	0.15	0.425
MetaG.M00032_MetaB.MEivory	0.15	0.249
MetaG.M00555_MetaB.MEantiquewhite1	0.154	-0.307
MetaG.M00533_MetaB.MEskyblue1	0.16	0.255
MetaG.M00319_MetaB.MEorangered1	0.16	-0.00283
MetaG.M00002_MetaB.MEfirebrick4	0.16	0.162
MetaG.M00539_MetaB.MEfirebrick4	0.16	0.185
MetaG.map00380_MetaB.MEplum1	0.16	0.418
MetaG.M00001_MetaB.MEdarkslateblue	0.16	0.233
MetaG.M00063_MetaB.MEorangered3	0.16	0.319
MetaG.M00319_MetaB.MEsalmon2	0.16	0.0702
MetaG.map00280_MetaB.MEplum	0.16	0.396
MetaG.map00380_MetaB.MEplum	0.16	0.477
MetaG.M00360_MetaB.MEblue	0.16	0.36883
MetaG.map03018_MetaB.MEantiquewhite4	0.164	0.264
MetaG.map03018_MetaB.MEpink	0.17	0.126
MetaG.M00533_MetaB.MEpink	0.17	0.163
MetaG.map00380_MetaB.MEorangered1	0.17	0.205
MetaG.M00001_MetaB.MEorangered3	0.17	0.331
MetaG.M00063_MetaB.MEivory	0.17	0.3
MetaG.M00060_MetaB.MElavenderblush3	0.17	0.352
MetaG.M00338_MetaB.MEpink	0.18	0.193
MetaG.M00044_MetaB.MElightsteelblue	0.18	0.271
MetaG.M00032_MetaB.MEbrown4	0.18	0.277
MetaG.map00380_MetaB.MEhoneydew1	0.18	0.413
MetaG.M00338_MetaB.MElightyellow	0.18	0.208
MetaG.M00063_MetaB.MEnavajowhite	0.18	0.272
MetaG.M00440_MetaB.MEpink	0.182	0.111
MetaG.M00155_MetaB.MEhoneydew	0.19	-0.156
MetaG.M00338_MetaB.MEantiquewhite4	0.19	0.266
MetaG.M00319_MetaB.MEfirebrick4	0.19	-0.0118
MetaG.map00280_MetaB.MEcoral4	0.19	0.172
MetaG.M00533_MetaB.MEorangered3	0.19	0.36
MetaG.M00032_MetaB.MEsienna4	0.19	0.346
MetaG.M00032_MetaB.MEyellow3	0.19	0.246
MetaG.M00319_MetaB.MEhoneydew	0.2	0.131
MetaG.M00060_MetaB.MEcoral4	0.2	0.159
MetaG.map03018_MetaB.MElightpink2	0.2	0.2
MetaG.M00338_MetaB.MEsalmon	0.2	0.403
MetaG.M00360_MetaB.MEpalevioletred2	0.2	0.354
MetaG.M00060_MetaB.MEpalevioletred2	0.2	0.304
MetaG.map03018_MetaB.MElightyellow	0.2	0.158
MetaG.map00280_MetaB.MEbisque4	0.2	0.409
MetaG.M00001_MetaB.MEfloralwhite	0.2	0.183
MetaG.M00063_MetaB.MEfloralwhite	0.2	0.185
MetaG.M00002_MetaB.MEdarkmagenta	0.21	0.354
MetaG.M00002_MetaB.MEsalmon	0.21	0.396
MetaG.M00002_MetaB.MEskyblue	0.21	0.166
MetaG.M00002_MetaB.MEpalevioletred1	0.21	0.398
MetaG.M00063_MetaB.MEpalevioletred2	0.21	0.293
MetaG.M00032_MetaB.MEplum	0.21	0.362
MetaG.M00032_MetaB.MEfloralwhite	0.21	0.096
MetaG.map03018_MetaB.MEantiquewhite1	0.212	0.279
MetaG.M00440_MetaB.MEorangered1	0.216	0.132
MetaG.map00380_MetaB.MEpink	0.22	0.11
MetaG.M00360_MetaB.MEhoneydew	0.22	-0.133
MetaG.M00063_MetaB.MElightpink2	0.22	0.226
MetaG.map00280_MetaB.MEorangered3	0.22	0.324
MetaG.M00001_MetaB.MEskyblue	0.22	0.186
MetaG.M00063_MetaB.MEskyblue	0.22	0.181
MetaG.M00319_MetaB.MEred	0.22	0.0342
MetaG.M00032_MetaB.MEbisque4	0.22	0.337
MetaG.M00063_MetaB.MEbisque4	0.22	0.342
MetaG.M00060_MetaB.MEskyblue3	0.22	0.241
MetaG.M00222_MetaB.MEfloralwhite	0.226	0.13
MetaG.M00539_MetaB.MEpink	0.23	0.143
MetaG.M00063_MetaB.MEpink	0.23	0.112
MetaG.M00028_MetaB.MEorangered1	0.23	0.0293
MetaG.M00173_MetaB.MEdarkslateblue	0.23	0.209
MetaG.M00360_MetaB.MEslateblue	0.23	0.148
MetaG.map00380_MetaB.MEslateblue	0.23	0.154
MetaG.M00155_MetaB.MElightyellow	0.23	0.203
MetaG.M00032_MetaB.MEsalmon2	0.23	0.193
MetaG.M00028_MetaB.MEsalmon2	0.23	0.2048
MetaG.M00060_MetaB.MEmediumpurple1	0.23	0.421
MetaG.M00319_MetaB.MEfloralwhite	0.23	-0.00405
MetaG.M00360_MetaB.MEskyblue1	0.24	0.176
MetaG.M00319_MetaB.MEskyblue1	0.24	0.0429
MetaG.map00920_MetaB.MEfirebrick4	0.24	0.12
MetaG.M00360_MetaB.MEbrown4	0.24	0.4156
MetaG.map00380_MetaB.MEmediumpurple3	0.24	0.155
MetaG.M00063_MetaB.MEsienna4	0.24	0.393
MetaG.M00360_MetaB.MEfirebrick4	0.25	0.128
MetaG.M00060_MetaB.MEdarkslateblue	0.25	0.178
MetaG.map00920_MetaB.MElightyellow	0.25	0.172
MetaG.M00032_MetaB.MEblue	0.25	0.195
MetaG.M00060_MetaB.MEblue	0.25	0.274
MetaG.M00432_MetaB.MEcoral4	0.26	0.0529
MetaG.M00002_MetaB.MElightsteelblue	0.26	0.281
MetaG.map00380_MetaB.MElightpink2	0.26	0.223
MetaG.M00338_MetaB.MEorangered3	0.26	0.269
MetaG.M00555_MetaB.MEorangered3	0.26	-0.2321
MetaG.M00173_MetaB.MEskyblue	0.26	0.154
MetaG.M00096_MetaB.MElightyellow	0.26	0.174
MetaG.M00063_MetaB.MEmediumpurple1	0.26	0.376
MetaG.M00440_MetaB.MEantiquewhite1	0.264	0.1955
MetaG.M00555_MetaB.MEsalmon	0.268	-0.247
MetaG.M00555_MetaB.MEskyblue1	0.27	0.183
MetaG.M00028_MetaB.MEantiquewhite1	0.27	0.144
MetaG.map00280_MetaB.MElightsteelblue	0.27	0.28675
MetaG.M00032_MetaB.MEhoneydew1	0.27	0.179
MetaG.M00044_MetaB.MEfirebrick4	0.278	0.111
MetaG.map00380_MetaB.MEhoneydew	0.28	-0.0888
MetaG.M00360_MetaB.MEantiquewhite4	0.28	0.25
MetaG.M00063_MetaB.MEcoral4	0.28	0.155
MetaG.M00360_MetaB.MEhoneydew1	0.28	0.3
MetaG.M00032_MetaB.MEpalevioletred2	0.28	0.207
MetaG.map00280_MetaB.MElightyellow	0.28	0.1275
MetaG.M00063_MetaB.MElightyellow	0.28	0.15
MetaG.M00060_MetaB.MEbisque4	0.28	0.309
MetaG.M00360_MetaB.MEplum	0.28	0.348
MetaG.M00555_MetaB.MEcoral4	0.29	-0.112
MetaG.M00044_MetaB.MEorangered3	0.29	0.208
MetaG.M00319_MetaB.MEorangered3	0.29	0.0913
MetaG.M00001_MetaB.MEantiquewhite1	0.3	0.272
MetaG.M00155_MetaB.MEnavajowhite	0.3	0.252
MetaG.map00250_MetaB.MEhoneydew	0.31	0.147
MetaG.M00063_MetaB.MEplum1	0.31	0.247
MetaG.M00002_MetaB.MEcoral4	0.31	0.137
MetaG.M00338_MetaB.MEpalevioletred1	0.31	0.321
MetaG.M00319_MetaB.MEpalevioletred1	0.31	0.2042
MetaG.map00920_MetaB.MEpalevioletred1	0.31	0.284
MetaG.M00060_MetaB.MEsienna4	0.31	0.372
MetaG.M00060_MetaB.MEdarkmagenta	0.32	0.263
MetaG.M00319_MetaB.MElightpink2	0.32	0.0564
MetaG.map00380_MetaB.MElightyellow	0.32	0.174
MetaG.M00360_MetaB.MEdarkmagenta	0.33	0.29
MetaG.M00319_MetaB.MEantiquewhite4	0.33	0.0451
MetaG.M00060_MetaB.MEplum1	0.33	0.257
MetaG.M00044_MetaB.MEcoral4	0.33	0.119
MetaG.M00338_MetaB.MEantiquewhite1	0.33	0.277
MetaG.M00338_MetaB.MEslateblue	0.33	0.119
MetaG.M00063_MetaB.MEpalevioletred1	0.33	0.285
MetaG.M00063_MetaB.MEhoneydew	0.336	-0.106
MetaG.M00096_MetaB.MEorangered1	0.34	0.128
MetaG.M00096_MetaB.MEskyblue	0.34	-0.0391
MetaG.map03018_MetaB.MEslateblue	0.34	0.0919
MetaG.M00063_MetaB.MEmediumpurple3	0.34	0.118
MetaG.M00155_MetaB.MElavenderblush3	0.34	0.35
MetaG.M00555_MetaB.MEfirebrick4	0.342	-0.113
MetaG.map00280_MetaB.MEdarkmagenta	0.35	0.2604
MetaG.map00380_MetaB.MEantiquewhite4	0.35	0.203
MetaG.M00063_MetaB.MEantiquewhite4	0.35	0.184
MetaG.map03018_MetaB.MEfirebrick4	0.35	0.0805
MetaG.M00032_MetaB.MEskyblue	0.35	0.0898
MetaG.M00555_MetaB.MEslateblue	0.35	-0.095
MetaG.M00155_MetaB.MEmediumpurple3	0.35	0.11
MetaG.M00155_MetaB.MEsalmon2	0.35	0.3
MetaG.M00032_MetaB.MEcoral4	0.36	0.0146
MetaG.M00360_MetaB.MElightpink2	0.36	0.181
MetaG.M00060_MetaB.MElightpink2	0.36	0.169
MetaG.map00380_MetaB.MEorangered3	0.36	0.275
MetaG.M00432_MetaB.MEmediumpurple3	0.36	0.0635
MetaG.M00032_MetaB.MEcyan	0.36	0.2
MetaG.M00555_MetaB.MElightyellow	0.362	-0.126
MetaG.M00060_MetaB.MElightgreen	0.37	0.105
MetaG.M00032_MetaB.MElightpink2	0.37	0.122
MetaG.M00319_MetaB.MEsalmon	0.37	0.209
MetaG.M00060_MetaB.MEorangered3	0.37	0.178
MetaG.M00155_MetaB.MEbrown4	0.37	0.331
MetaG.M00032_MetaB.MEnavajowhite	0.37	0.185
MetaG.M00360_MetaB.MEbisque4	0.37	0.332
MetaG.M00096_MetaB.MElavenderblush3	0.37	0.339
MetaG.M00063_MetaB.MEfirebrick4	0.38	0.0903
MetaG.M00360_MetaB.MEdarkslateblue	0.38	0.122
MetaG.M00432_MetaB.MEred	0.38	0.169
MetaG.M00155_MetaB.MEplum	0.38	0.339
MetaG.M00539_MetaB.MEskyblue1	0.39	0.15
MetaG.M00533_MetaB.MEfirebrick4	0.39	0.0836
MetaG.M00060_MetaB.MEskyblue	0.39	0.119
MetaG.M00432_MetaB.MEslateblue	0.39	0.0467
MetaG.M00555_MetaB.MElightsteelblue	0.396	-0.136
MetaG.map00380_MetaB.MEsalmon	0.4	0.318
MetaG.M00063_MetaB.MEsalmon	0.4	0.244
MetaG.M00155_MetaB.MEskyblue	0.4	0.107
MetaG.map00380_MetaB.MEpalevioletred1	0.4	0.299
MetaG.M00155_MetaB.MEskyblue3	0.4	0.192
MetaG.M00432_MetaB.MEskyblue1	0.41	0.106
MetaG.M00063_MetaB.MElightgreen	0.41	0.088
MetaG.M00555_MetaB.MEorangered1	0.41	0.113
MetaG.map00920_MetaB.MEhoneydew	0.42	-0.103
MetaG.M00028_MetaB.MElightsteelblue	0.42	0.0861
MetaG.M00032_MetaB.MEdarkslateblue	0.42	0.104
MetaG.M00060_MetaB.MElightyellow	0.42	0.114
MetaG.M00360_MetaB.MEmediumpurple1	0.42	0.39
MetaG.M00032_MetaB.MEmediumpurple1	0.42	0.339
MetaG.M00155_MetaB.MElightgreen	0.43	0.109
MetaG.M00338_MetaB.MElightsteelblue	0.43	0.192
MetaG.M00060_MetaB.MEsalmon	0.43	0.235
MetaG.M00032_MetaB.MEslateblue	0.43	0.06132
MetaG.M00432_MetaB.MEbisque4	0.43	0.241
MetaG.M00155_MetaB.MEyellow3	0.43	0.237
MetaG.M00432_MetaB.MEhoneydew	0.44	0.0708
MetaG.M00360_MetaB.MElightsteelblue	0.44	0.218
MetaG.M00028_MetaB.MEmediumpurple3	0.44	0.0419
MetaG.M00032_MetaB.MEred	0.45	0.124
MetaG.M00155_MetaB.MEred	0.45	0.205
MetaG.M00155_MetaB.MEbisque4	0.45	0.301
MetaG.M00032_MetaB.MEskyblue1	0.46	0.0918
MetaG.M00096_MetaB.MEantiquewhite4	0.46	-0.0221
MetaG.map00280_MetaB.MEfirebrick4	0.46	0.0681
MetaG.M00096_MetaB.MEnavajowhite	0.46	0.193
MetaG.M00432_MetaB.MEsalmon2	0.46	0.195
MetaG.M00155_MetaB.MEskyblue1	0.47	0.169
MetaG.M00001_MetaB.MEhoneydew	0.47	0.121
MetaG.M00338_MetaB.MEhoneydew	0.47	-0.0813
MetaG.M00060_MetaB.MElightsteelblue	0.47	0.183
MetaG.M00032_MetaB.MEpalevioletred1	0.47	0.203
MetaG.M00096_MetaB.MEmediumpurple3	0.47	0.0743
MetaG.M00032_MetaB.MEdarkmagenta	0.48	0.119
MetaG.M00002_MetaB.MEantiquewhite1	0.5	0.214
MetaG.M00096_MetaB.MElightsteelblue	0.5	-0.00726
MetaG.M00096_MetaB.MEpalevioletred1	0.5	0.0124
MetaG.M00096_MetaB.MEyellow3	0.5	0.206
MetaG.M00432_MetaB.MEdarkmagenta	0.51	0.192
MetaG.M00028_MetaB.MEhoneydew	0.51	0.0392
MetaG.M00155_MetaB.MEivory	0.51	0.223
MetaG.M00032_MetaB.MElightyellow	0.51	0.0781
MetaG.M00060_MetaB.MEfloralwhite	0.51	0.0893
MetaG.M00155_MetaB.MEfloralwhite	0.51	0.102
MetaG.M00060_MetaB.MEantiquewhite4	0.52	0.131
MetaG.M00338_MetaB.MEfirebrick4	0.52	0.0853
MetaG.M00096_MetaB.MElightpink2	0.52	-0.00871
MetaG.M00060_MetaB.MEpink	0.53	0.0509
MetaG.M00222_MetaB.MEhoneydew	0.53	0.0782
MetaG.M00432_MetaB.MEantiquewhite1	0.53	0.102
MetaG.M00028_MetaB.MEbrown4	0.53	0.199
MetaG.M00155_MetaB.MElightsteelblue	0.54	-0.00878
MetaG.M00060_MetaB.MEpalevioletred1	0.54	0.194
MetaG.M00319_MetaB.MEdarkmagenta	0.55	0.103
MetaG.M00028_MetaB.MEpink	0.55	0.0289
MetaG.M00555_MetaB.MEdarkslateblue	0.55	-0.068
MetaG.M00432_MetaB.MEpink	0.56	0.0328
MetaG.map00920_MetaB.MEantiquewhite1	0.56	0.188
MetaG.map00380_MetaB.MElightsteelblue	0.56	0.215
MetaG.M00063_MetaB.MElightsteelblue	0.56	0.133
MetaG.M00432_MetaB.MElightpink2	0.56	0.10602
MetaG.M00432_MetaB.MEmediumpurple1	0.57	0.282
MetaG.map00280_MetaB.MEhoneydew	0.58	0.101
MetaG.M00555_MetaB.MElightpink2	0.58	-0.0747
MetaG.M00360_MetaB.MEsalmon	0.58	0.229
MetaG.M00432_MetaB.MEbrown4	0.58	0.225
MetaG.M00555_MetaB.MEpalevioletred2	0.58	-0.0861
MetaG.M00555_MetaB.MEmediumpurple3	0.58	-0.0491
MetaG.M00032_MetaB.MEorangered1	0.59	0.07199
MetaG.M00096_MetaB.MEantiquewhite1	0.59	0.0141
MetaG.M00155_MetaB.MEantiquewhite1	0.59	-0.0258
MetaG.M00063_MetaB.MEslateblue	0.59	0.058
MetaG.M00555_MetaB.MEdarkmagenta	0.6	-0.0986
MetaG.M00555_MetaB.MEantiquewhite4	0.6	-0.0728
MetaG.M00319_MetaB.MElightsteelblue	0.6	0.111
MetaG.M00432_MetaB.MEorangered3	0.6	0.1547
MetaG.M00432_MetaB.MEskyblue3	0.6	0.136
MetaG.map00380_MetaB.MEfirebrick4	0.61	0.0507
MetaG.M00044_MetaB.MEantiquewhite1	0.61	0.125
MetaG.map00280_MetaB.MEantiquewhite1	0.62	0.213
MetaG.M00319_MetaB.MEantiquewhite1	0.62	0.169
MetaG.M00555_MetaB.MEskyblue	0.62	-0.044
MetaG.M00028_MetaB.MEpalevioletred1	0.62	0.199
MetaG.M00555_MetaB.MEivory	0.62	0.128
MetaG.M00044_MetaB.MEhoneydew	0.626	-0.0522
MetaG.M00063_MetaB.MEskyblue1	0.63	0.0763
MetaG.M00096_MetaB.MEskyblue1	0.63	0.105
MetaG.M00096_MetaB.MEdarkslateblue	0.63	-0.000253
MetaG.M00155_MetaB.MEhoneydew1	0.63	0.162
MetaG.M00432_MetaB.MEivory	0.63	0.132
MetaG.M00028_MetaB.MEcoral4	0.64	0.0434
MetaG.M00432_MetaB.MEdarkslateblue	0.64	0.047
MetaG.M00432_MetaB.MEplum	0.64	0.226
MetaG.M00096_MetaB.MEplum	0.64	0.235
MetaG.M00432_MetaB.MElavenderblush3	0.65	0.1682
MetaG.M00155_MetaB.MEfirebrick4	0.66	0.0412
MetaG.M00360_MetaB.MEcoral4	0.66	0.0624
MetaG.M00360_MetaB.MEantiquewhite1	0.66	0.2
MetaG.M00063_MetaB.MEantiquewhite1	0.66	0.122
MetaG.M00555_MetaB.MEsalmon2	0.66	0.129
MetaG.M00555_MetaB.MEpink	0.67	0.0345
MetaG.M00032_MetaB.MEantiquewhite1	0.67	0.137
MetaG.M00360_MetaB.MEorangered3	0.67	0.158
MetaG.M00028_MetaB.MEnavajowhite	0.67	1.36E-01
MetaG.M00028_MetaB.MEskyblue1	0.68	0.0877
MetaG.M00432_MetaB.MEplum1	0.68	0.17
MetaG.M00096_MetaB.MEdarkmagenta	0.69	0.0466
MetaG.M00002_MetaB.MEhoneydew	0.69	-3.27E-02
MetaG.M00032_MetaB.MElightsteelblue	0.69	0.094
MetaG.M00432_MetaB.MEskyblue	0.69	0.00619
MetaG.M00360_MetaB.MEpalevioletred1	0.69	0.249
MetaG.M00032_MetaB.MEplum1	0.7	0.14417
MetaG.M00432_MetaB.MEhoneydew1	0.7	0.152
MetaG.M00555_MetaB.MEnavajowhite	0.7	0.0955
MetaG.M00028_MetaB.MEsienna4	0.7	0.243
MetaG.M00155_MetaB.MEblue	0.7	0.16
MetaG.M00060_MetaB.MEfirebrick4	0.71	0.0352
MetaG.M00096_MetaB.MEbrown4	0.71	0.248
MetaG.M00155_MetaB.MEplum1	0.72	0.183
MetaG.M00432_MetaB.MEnavajowhite	0.72	0.106
MetaG.M00060_MetaB.MEhoneydew	0.73	0.0611
MetaG.M00028_MetaB.MEfirebrick4	0.73	0.0211
MetaG.M00555_MetaB.MEbrown4	0.73	0.109
MetaG.M00028_MetaB.MEivory	0.73	0.142
MetaG.M00555_MetaB.MEpalevioletred1	0.74	-0.0567
MetaG.M00432_MetaB.MEpalevioletred2	0.74	0.1362
MetaG.M00533_MetaB.MEhoneydew	0.75	-0.0147
MetaG.M00028_MetaB.MEorangered3	0.76	0.1373
MetaG.M00060_MetaB.MEmediumpurple3	0.76	0.0353
MetaG.M00096_MetaB.MElightgreen	0.77	0.00834
MetaG.M00096_MetaB.MEfirebrick4	0.77	0.032
MetaG.M00032_MetaB.MEfirebrick4	0.78	0.02
MetaG.M00319_MetaB.MEskyblue	0.78	0.0574
MetaG.M00028_MetaB.MElightyellow	0.78	0.0698
MetaG.M00555_MetaB.MEyellow3	0.78	0.0986
MetaG.M00028_MetaB.MEskyblue	0.79	0.0466
MetaG.M00555_MetaB.MElightgreen	0.8	-0.0168
MetaG.M00032_MetaB.MEantiquewhite4	0.8	0.0826
MetaG.M00432_MetaB.MEorangered1	0.8	0.055
MetaG.M00028_MetaB.MElightpink2	0.8	0.0719
MetaG.M00155_MetaB.MElightpink2	0.8	0.09
MetaG.M00555_MetaB.MEred	0.8	-0.0182
MetaG.M00555_MetaB.MEplum1	0.81	-0.0199
MetaG.M00028_MetaB.MEplum1	0.81	0.1589
MetaG.M00096_MetaB.MEpalevioletred2	0.81	0.0841
MetaG.M00032_MetaB.MEorangered3	0.82	0.1261
MetaG.M00555_MetaB.MEbisque4	0.82	-0.00833
MetaG.M00155_MetaB.MEmediumpurple1	0.82	0.203
MetaG.M00539_MetaB.MEhoneydew	0.84	0.0424
MetaG.M00155_MetaB.MEantiquewhite4	0.84	0.106
MetaG.map00380_MetaB.MEcoral4	0.84	0.0538
MetaG.M00319_MetaB.MEcoral4	0.84	0.0348
MetaG.M00096_MetaB.MEcoral4	0.84	0.0195
MetaG.M00060_MetaB.MEslateblue	0.84	0.0285
MetaG.M00432_MetaB.MEsienna4	0.84	0.196
MetaG.M00096_MetaB.MEbisque4	0.84	0.204
MetaG.M00028_MetaB.MEplum	0.84	0.183
MetaG.M00555_MetaB.MEblue	0.84	-0.00519
MetaG.M00319_MetaB.MEdarkslateblue	0.85	0.0418
MetaG.M00155_MetaB.MEslateblue	0.85	0.0366
MetaG.M00028_MetaB.MEhoneydew1	0.85	0.1645
MetaG.M00028_MetaB.MEpalevioletred2	0.85	0.1296
MetaG.M00060_MetaB.MEantiquewhite1	0.86	-0.0165
MetaG.M00432_MetaB.MEsalmon	0.86	0.1894
MetaG.M00155_MetaB.MEpalevioletred1	0.86	0.0911
MetaG.M00028_MetaB.MEyellow3	0.86	0.10621
MetaG.M00028_MetaB.MEskyblue3	0.86	0.121
MetaG.M00155_MetaB.MEsienna4	0.87	0.221
MetaG.M00096_MetaB.MEsalmon	0.88	0.108
MetaG.M00028_MetaB.MEdarkmagenta	0.89	0.14708
MetaG.M00173_MetaB.MEhoneydew	0.89	0.0514
MetaG.M00155_MetaB.MEdarkslateblue	0.89	0.0566
MetaG.M00155_MetaB.MEorangered3	0.89	0.0386
MetaG.M00432_MetaB.MEblue	0.89	0.1548
MetaG.map03018_MetaB.MEhoneydew	0.9	0.0225
MetaG.M00096_MetaB.MEslateblue	0.9	0.0241
MetaG.M00096_MetaB.MEcyan	0.9	0.1073
MetaG.M00555_MetaB.MEsienna4	0.9	0.0249
MetaG.M00096_MetaB.MEsalmon2	0.9	0.0774
MetaG.M00555_MetaB.MEmediumpurple1	0.9	0.121
MetaG.M00096_MetaB.MEorangered3	0.91	0.0947
MetaG.M00096_MetaB.MEhoneydew1	0.91	0.137
MetaG.M00432_MetaB.MEcyan	0.91	0.1092
MetaG.M00096_MetaB.MEred	0.91	0.0973
MetaG.M00432_MetaB.MEfloralwhite	0.91	0.037
MetaG.M00028_MetaB.MEslateblue	0.92	0.030655
MetaG.M00028_MetaB.MEbisque4	0.92	0.1907
MetaG.M00432_MetaB.MElightgreen	0.93	0.00451
MetaG.M00155_MetaB.MEcoral4	0.93	0.0371
MetaG.M00432_MetaB.MElightsteelblue	0.93	0.0977
MetaG.M00155_MetaB.MEpalevioletred2	0.93	0.1178
MetaG.M00096_MetaB.MEmediumpurple1	0.93	0.201
MetaG.M00155_MetaB.MEdarkmagenta	0.94	0.0816
MetaG.M00432_MetaB.MEantiquewhite4	0.94	0.1005
MetaG.M00555_MetaB.MEcyan	0.94	0.0463
MetaG.M00155_MetaB.MEcyan	0.94	0.1172
MetaG.M00096_MetaB.MEsienna4	0.94	0.237
MetaG.M00028_MetaB.MEmediumpurple1	0.94	0.22822
MetaG.map00380_MetaB.MEantiquewhite1	0.95	0.1095
MetaG.M00555_MetaB.MEhoneydew1	0.95	0.0472
MetaG.M00555_MetaB.MEfloralwhite	0.95	0.00528
MetaG.M00432_MetaB.MEyellow3	0.95	0.134
MetaG.M00440_MetaB.MEhoneydew	0.952	-0.00329
MetaG.map00380_MetaB.MEdarkmagenta	0.96	0.1297
MetaG.M00096_MetaB.MEpink	0.96	0.025
MetaG.M00028_MetaB.MEantiquewhite4	0.96	0.1013
MetaG.M00555_MetaB.MEplum	0.96	0.0436
MetaG.M00096_MetaB.MEblue	0.96	0.1058
MetaG.M00555_MetaB.MElavenderblush3	0.96	0.0235
MetaG.M00032_MetaB.MEsalmon	0.97	0.1472
MetaG.M00432_MetaB.MEpalevioletred1	0.97	0.188
MetaG.M00155_MetaB.MEsalmon	0.98	0.1381
MetaG.M00555_MetaB.MEskyblue3	0.98	0.0296
MetaG.M00096_MetaB.MEskyblue3	0.98	0.0953
MetaG.M00028_MetaB.MEcyan	0.99	0.0975
MetaG.M00096_MetaB.MEfloralwhite	0.99	0.0505
MetaG.M00063_MetaB.MEdarkmagenta	1	0.02996
MetaG.M00096_MetaB.MEplum1	1	0.14118
MetaG.M00032_MetaB.MEmediumpurple3	1	0.02438
MetaG.M00096_MetaB.MEivory	1	0.1215
