Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEfirebrick4_HostT.MEpalegreen3_NEU	2.00E-16	0.944
MetaB.MEfirebrick4_HostT.MEpaleturquoise_NEU	0.316	0.0788
MetaB.MEfirebrick4_HostT.MEpaleturquoise4_NEU	2.00E-16	0.772
MetaB.MEfirebrick4_HostT.MEpink1_NEU	0.002	0.485
MetaB.MEfirebrick4_HostT.MEpink3_NEU	2.00E-16	0.656
MetaB.MEfirebrick4_HostT.MEplum4_NEU	2.00E-16	0.4221
MetaB.MEfirebrick4_HostT.MEpurple_NEU	2.00E-16	1.04
MetaB.MEfirebrick4_HostT.MEpurple2_NEU	2.00E-16	1.26
MetaB.MEfirebrick4_HostT.MEred_NEU	2.00E-16	0.849
MetaB.MEfirebrick4_HostT.MEred3_NEU	0.178	-0.199
MetaB.MEfirebrick4_HostT.MEred4_NEU	2.00E-16	1.25
MetaB.MEfirebrick4_HostT.MErosybrown1_NEU	2.00E-16	0.965
MetaB.MEfirebrick4_HostT.MEroyalblue4_NEU	0.004	0.484
MetaB.MEfirebrick4_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.521
MetaB.MEfirebrick4_HostT.MEsalmon2_NEU	2.00E-16	1.168
MetaB.MEfirebrick4_HostT.MEseagreen2_NEU	0.198	0.22
MetaB.MEfirebrick4_HostT.MEsienna1_NEU	0.002	0.776
MetaB.MEfirebrick4_HostT.MEsienna2_NEU	2.00E-16	1.105
MetaB.MEfirebrick4_HostT.MEsienna3_NEU	0.004	0.84
MetaB.MEfirebrick4_HostT.MEskyblue2_NEU	2.00E-16	1.168
MetaB.MEfirebrick4_HostT.MEskyblue3.1_NEU	0.002	0.465
MetaB.MEfirebrick4_HostT.MEslateblue2_NEU	2.00E-16	0.781
MetaB.MEfirebrick4_HostT.MEsteelblue1_NEU	2.00E-16	0.722
MetaB.MEfirebrick4_HostT.MEsteelblue4_NEU	0.016	0.4051
MetaB.MEfirebrick4_HostT.MEtan.1_NEU	0.002	0.568
MetaB.MEfirebrick4_HostT.MEtan4_NEU	2.00E-16	1.006
MetaB.MEfirebrick4_HostT.MEthistle4_NEU	2.00E-16	0.962
MetaB.MEfirebrick4_HostT.MEturquoise_NEU	2.00E-16	1.307
MetaB.MEfirebrick4_HostT.MEwhite_NEU	2.00E-16	1.128
MetaB.MEfirebrick4_HostT.MEyellow_NEU	2.00E-16	1.304
MetaB.MEfirebrick4_HostT.MEyellow2_NEU	2.00E-16	1.07
MetaB.MEfloralwhite_HostT.MEbisque4_NEU	2.00E-16	1.598
MetaB.MEfloralwhite_HostT.MEblue2_NEU	2.00E-16	1.409
MetaB.MEfloralwhite_HostT.MEblueviolet_NEU	2.00E-16	1.245
MetaB.MEfloralwhite_HostT.MEbrown_NEU	2.00E-16	0.83601523
MetaB.MEfloralwhite_HostT.MEbrown3_NEU	2.00E-16	1.02
MetaB.MEfloralwhite_HostT.MEchocolate2_NEU	2.00E-16	0.772
MetaB.MEfloralwhite_HostT.MEchocolate4_NEU	2.00E-16	0.868
MetaB.MEfloralwhite_HostT.MEcoral_NEU	2.00E-16	0.537521885
MetaB.MEfloralwhite_HostT.MEcyan_NEU	2.00E-16	0.65758892
MetaB.MEfloralwhite_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.85
MetaB.MEfloralwhite_HostT.MEdarkgreen_NEU	2.00E-16	1.044
MetaB.MEfloralwhite_HostT.MEdarkgrey.1_NEU	0.006	0.441
MetaB.MEfloralwhite_HostT.MEdarkmagenta.1_NEU	2.00E-16	1.333
MetaB.MEfloralwhite_HostT.MEdarkmagenta_NEU	0.002	0.395450534
MetaB.MEfloralwhite_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.649
MetaB.MEfloralwhite_HostT.MEdarkorange2_NEU	2.00E-16	1.313
MetaB.MEfloralwhite_HostT.MEdarkorchid1_NEU	2.00E-16	1.341
MetaB.MEfloralwhite_HostT.MEdarkorchid2_NEU	2.00E-16	1.195
MetaB.MEfloralwhite_HostT.MEdarksalmon_NEU	0.004	0.745
MetaB.MEfloralwhite_HostT.MEdarkseagreen2_NEU	2.00E-16	0.853
MetaB.MEfloralwhite_HostT.MEdarkviolet_NEU	2.00E-16	1.256
MetaB.MEfloralwhite_HostT.MEdeeppink_NEU	2.00E-16	0.954
MetaB.MEfloralwhite_HostT.MEdeeppink3_NEU	2.00E-16	1.659
MetaB.MEfloralwhite_HostT.MEdodgerblue1_NEU	0.818	-0.0244
MetaB.MEfloralwhite_HostT.MEdodgerblue4_NEU	2.00E-16	0.769
MetaB.MEfloralwhite_HostT.MEfirebrick3_NEU	2.00E-16	1.214
MetaB.MEfloralwhite_HostT.MEfirebrick4_NEU	2.00E-16	0.994
MetaB.MEfloralwhite_HostT.MEfloralwhite_NEU	2.00E-16	0.975
MetaB.MEfloralwhite_HostT.MEgold_NEU	2.00E-16	1.219
MetaB.MEfloralwhite_HostT.MEgold1_NEU	2.00E-16	0.842
MetaB.MEfloralwhite_HostT.MEgreen2_NEU	2.00E-16	1.645
MetaB.MEfloralwhite_HostT.MEgreen4_NEU	2.00E-16	1.521
MetaB.MEfloralwhite_HostT.MEgreenyellow.1_NEU	0.098	0.264
MetaB.MEfloralwhite_HostT.MEgreenyellow_NEU	2.00E-16	0.799
MetaB.MEfloralwhite_HostT.MEhoneydew1_NEU	2.00E-16	0.913
MetaB.MEfloralwhite_HostT.MEhoneydew2_NEU	2.00E-16	1.271
MetaB.MEfloralwhite_HostT.MEhoneydew3_NEU	2.00E-16	1.014
MetaB.MEfloralwhite_HostT.MEhotpink1_NEU	2.00E-16	1.038
MetaB.MEfloralwhite_HostT.MEhotpink2_NEU	2.00E-16	1.501
MetaB.MEfloralwhite_HostT.MElavender_NEU	0.018	0.613
MetaB.MEfloralwhite_HostT.MElavenderblush2_NEU	2.00E-16	0.725
MetaB.MEfloralwhite_HostT.MElemonchiffon1_NEU	2.00E-16	0.839
MetaB.MEfloralwhite_HostT.MElightcyan4_NEU	2.00E-16	0.926
MetaB.MEfloralwhite_HostT.MElightgoldenrod2_NEU	0.142	0.1039
MetaB.MEfloralwhite_HostT.MElightgoldenrod3_NEU	0.01	0.491
MetaB.MEfloralwhite_HostT.MElightpink_NEU	2.00E-16	1.361
MetaB.MEfloralwhite_HostT.MElightpink1_NEU	0.004	0.894
MetaB.MEfloralwhite_HostT.MElightpink3_NEU	2.00E-16	0.554
MetaB.MEfloralwhite_HostT.MElightskyblue2_NEU	2.00E-16	1.225
MetaB.MEfloralwhite_HostT.MElightsteelblue1_NEU	2.00E-16	1.435
MetaB.MEfloralwhite_HostT.MElightyellow.1_NEU	2.00E-16	1.03
MetaB.MEfloralwhite_HostT.MElightyellow_NEU	2.00E-16	1.178
MetaB.MEfloralwhite_HostT.MElightyellow3_NEU	2.00E-16	1.397
MetaB.MEfloralwhite_HostT.MEmagenta_NEU	2.00E-16	0.767610505
MetaB.MEfloralwhite_HostT.MEmagenta4_NEU	2.00E-16	1.77
MetaB.MEfloralwhite_HostT.MEmaroon2_NEU	2.00E-16	1.672
MetaB.MEfloralwhite_HostT.MEmaroon3_NEU	2.00E-16	0.817
MetaB.MEfloralwhite_HostT.MEmoccasin_NEU	2.00E-16	1.95
MetaB.MEfloralwhite_HostT.MEnavajowhite1_NEU	2.00E-16	1.388
MetaB.MEfloralwhite_HostT.MEnavajowhite4_NEU	2.00E-16	1.223
MetaB.MEfloralwhite_HostT.MEoldlace_NEU	2.00E-16	1.298
MetaB.MEfloralwhite_HostT.MEorange_NEU	0.77	0.063
MetaB.MEfloralwhite_HostT.MEorange4_NEU	2.00E-16	0.767
MetaB.MEfloralwhite_HostT.MEorangered_NEU	2.00E-16	1.288
MetaB.MEfloralwhite_HostT.MEorangered4_NEU	2.00E-16	0.641803214
MetaB.MEfloralwhite_HostT.MEorchid4_NEU	2.00E-16	0.976
MetaB.MEfloralwhite_HostT.MEpalegreen3_NEU	2.00E-16	1.027
MetaB.MEfloralwhite_HostT.MEpaleturquoise_NEU	0.656	0.0693
MetaB.MEfloralwhite_HostT.MEpaleturquoise4_NEU	2.00E-16	0.948
MetaB.MEfloralwhite_HostT.MEpink1_NEU	2.00E-16	0.642
MetaB.MEfloralwhite_HostT.MEpink3_NEU	0.006	0.718
MetaB.MEfloralwhite_HostT.MEplum4_NEU	0.002	0.344
MetaB.MEfloralwhite_HostT.MEpurple_NEU	2.00E-16	0.538956949
MetaB.MEfloralwhite_HostT.MEpurple2_NEU	2.00E-16	1.339
MetaB.MEfloralwhite_HostT.MEred_NEU	2.00E-16	1.136
MetaB.MEfloralwhite_HostT.MEred3_NEU	0.044	-0.433
MetaB.MEfloralwhite_HostT.MEred4_NEU	2.00E-16	1.173
MetaB.MEfloralwhite_HostT.MErosybrown1_NEU	2.00E-16	0.955
MetaB.MEfloralwhite_HostT.MEroyalblue4_NEU	0.01	0.587
MetaB.MEfloralwhite_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.72
MetaB.MEfloralwhite_HostT.MEsalmon2_NEU	2.00E-16	0.772394052
MetaB.MEfloralwhite_HostT.MEseagreen2_NEU	0.748	0.0795
MetaB.MEfloralwhite_HostT.MEsienna1_NEU	2.00E-16	0.867
MetaB.MEfloralwhite_HostT.MEsienna2_NEU	2.00E-16	1.254
MetaB.MEfloralwhite_HostT.MEsienna3_NEU	2.00E-16	0.813
MetaB.MEfloralwhite_HostT.MEskyblue2_NEU	2.00E-16	1.273
MetaB.MEfloralwhite_HostT.MEskyblue3.1_NEU	2.00E-16	0.749
MetaB.MEfloralwhite_HostT.MEslateblue2_NEU	2.00E-16	0.884
MetaB.MEfloralwhite_HostT.MEsteelblue1_NEU	0.002	0.9906
MetaB.MEfloralwhite_HostT.MEsteelblue4_NEU	2.00E-16	0.747
MetaB.MEfloralwhite_HostT.MEtan.1_NEU	2.00E-16	0.821
MetaB.MEfloralwhite_HostT.MEtan4_NEU	2.00E-16	1.055
MetaB.MEfloralwhite_HostT.MEthistle4_NEU	2.00E-16	1.133
MetaB.MEfloralwhite_HostT.MEturquoise_NEU	2.00E-16	0.739387576
MetaB.MEfloralwhite_HostT.MEwhite_NEU	2.00E-16	1.111
MetaB.MEfloralwhite_HostT.MEyellow_NEU	2.00E-16	1.109
MetaB.MEfloralwhite_HostT.MEyellow2_NEU	2.00E-16	1.18
MetaB.MEhoneydew_HostT.MEbisque4_NEU	2.00E-16	0.887
MetaB.MEhoneydew_HostT.MEblue2_NEU	2.00E-16	0.82
MetaB.MEhoneydew_HostT.MEblueviolet_NEU	2.00E-16	0.765
MetaB.MEhoneydew_HostT.MEbrown_NEU	0.002	0.849
MetaB.MEhoneydew_HostT.MEbrown3_NEU	2.00E-16	0.717
MetaB.MEhoneydew_HostT.MEchocolate2_NEU	0.016	0.459
MetaB.MEhoneydew_HostT.MEchocolate4_NEU	0.222	0.235
MetaB.MEhoneydew_HostT.MEcoral_NEU	0.006	0.456
MetaB.MEhoneydew_HostT.MEcyan_NEU	2.00E-16	0.72
MetaB.MEhoneydew_HostT.MEdarkgoldenrod4_NEU	0.006	0.684
MetaB.MEhoneydew_HostT.MEdarkgreen_NEU	2.00E-16	0.677
MetaB.MEhoneydew_HostT.MEdarkgrey.1_NEU	0.384	0.183
MetaB.MEhoneydew_HostT.MEdarkmagenta.1_NEU	0.002	0.629
MetaB.MEhoneydew_HostT.MEdarkmagenta_NEU	0.244	0.126
MetaB.MEhoneydew_HostT.MEdarkolivegreen4_NEU	0.182	0.209
MetaB.MEhoneydew_HostT.MEdarkorange2_NEU	2.00E-16	0.7
MetaB.MEhoneydew_HostT.MEdarkorchid1_NEU	0.022	0.38
MetaB.MEhoneydew_HostT.MEdarkorchid2_NEU	2.00E-16	0.587
MetaB.MEhoneydew_HostT.MEdarksalmon_NEU	0.002	0.43
MetaB.MEhoneydew_HostT.MEdarkseagreen2_NEU	2.00E-16	0.483
MetaB.MEhoneydew_HostT.MEdarkviolet_NEU	2.00E-16	0.79
MetaB.MEhoneydew_HostT.MEdeeppink_NEU	0.214	0.223
MetaB.MEhoneydew_HostT.MEdeeppink3_NEU	0.01	0.547
MetaB.MEhoneydew_HostT.MEdodgerblue1_NEU	0.026	0.20884
MetaB.MEhoneydew_HostT.MEdodgerblue4_NEU	0.03	0.372
MetaB.MEhoneydew_HostT.MEfirebrick3_NEU	2.00E-16	0.9931
MetaB.MEhoneydew_HostT.MEfirebrick4_NEU	2.00E-16	0.964
MetaB.MEhoneydew_HostT.MEfloralwhite_NEU	0.014	0.438
MetaB.MEhoneydew_HostT.MEgold_NEU	0.002	0.556
MetaB.MEhoneydew_HostT.MEgold1_NEU	0.002	0.71
MetaB.MEhoneydew_HostT.MEgreen2_NEU	2.00E-16	0.953
MetaB.MEhoneydew_HostT.MEgreen4_NEU	0.006	0.678
MetaB.MEhoneydew_HostT.MEgreenyellow.1_NEU	0.052	0.1822
MetaB.MEhoneydew_HostT.MEgreenyellow_NEU	0.012	0.485
MetaB.MEhoneydew_HostT.MEhoneydew1_NEU	2.00E-16	0.541
MetaB.MEhoneydew_HostT.MEhoneydew2_NEU	2.00E-16	1.03
MetaB.MEhoneydew_HostT.MEhoneydew3_NEU	2.00E-16	0.736
MetaB.MEhoneydew_HostT.MEhotpink1_NEU	2.00E-16	0.564
MetaB.MEhoneydew_HostT.MEhotpink2_NEU	2.00E-16	0.971
MetaB.MEhoneydew_HostT.MElavender_NEU	0.006	0.4077
MetaB.MEhoneydew_HostT.MElavenderblush2_NEU	2.00E-16	0.489
MetaB.MEhoneydew_HostT.MElemonchiffon1_NEU	2.00E-16	0.62
MetaB.MEhoneydew_HostT.MElightcyan4_NEU	0.028	0.3864
MetaB.MEhoneydew_HostT.MElightgoldenrod2_NEU	0.04	0.22919
MetaB.MEhoneydew_HostT.MElightgoldenrod3_NEU	0.006	0.328
MetaB.MEhoneydew_HostT.MElightpink_NEU	2.00E-16	0.679
MetaB.MEhoneydew_HostT.MElightpink1_NEU	0.002	0.478
MetaB.MEhoneydew_HostT.MElightpink3_NEU	0.038	0.2959
MetaB.MEhoneydew_HostT.MElightskyblue2_NEU	0.004	0.664
MetaB.MEhoneydew_HostT.MElightsteelblue1_NEU	2.00E-16	0.932
MetaB.MEhoneydew_HostT.MElightyellow.1_NEU	0.006	0.553
MetaB.MEhoneydew_HostT.MElightyellow_NEU	0.006	0.573
MetaB.MEhoneydew_HostT.MElightyellow3_NEU	2.00E-16	0.667
MetaB.MEhoneydew_HostT.MEmagenta_NEU	2.00E-16	0.984
MetaB.MEhoneydew_HostT.MEmagenta4_NEU	2.00E-16	0.767
MetaB.MEhoneydew_HostT.MEmaroon2_NEU	2.00E-16	0.989
MetaB.MEhoneydew_HostT.MEmaroon3_NEU	2.00E-16	0.611
MetaB.MEhoneydew_HostT.MEmoccasin_NEU	2.00E-16	0.962
MetaB.MEhoneydew_HostT.MEnavajowhite1_NEU	2.00E-16	0.799
MetaB.MEhoneydew_HostT.MEnavajowhite4_NEU	0.002	0.599
MetaB.MEhoneydew_HostT.MEoldlace_NEU	2.00E-16	0.871
MetaB.MEhoneydew_HostT.MEorange_NEU	0.312	0.102
MetaB.MEhoneydew_HostT.MEorange4_NEU	2.00E-16	0.544
MetaB.MEhoneydew_HostT.MEorangered_NEU	2.00E-16	0.661
MetaB.MEhoneydew_HostT.MEorangered4_NEU	2.00E-16	0.539
MetaB.MEhoneydew_HostT.MEorchid4_NEU	0.002	0.557
MetaB.MEhoneydew_HostT.MEpalegreen3_NEU	2.00E-16	0.709
MetaB.MEhoneydew_HostT.MEpaleturquoise_NEU	0.562	0.0239
MetaB.MEhoneydew_HostT.MEpaleturquoise4_NEU	2.00E-16	0.461
MetaB.MEhoneydew_HostT.MEpink1_NEU	0.008	0.361
MetaB.MEhoneydew_HostT.MEpink3_NEU	2.00E-16	0.395
MetaB.MEhoneydew_HostT.MEplum4_NEU	0.07	0.2495
MetaB.MEhoneydew_HostT.MEpurple_NEU	2.00E-16	0.916
MetaB.MEhoneydew_HostT.MEpurple2_NEU	2.00E-16	0.783
MetaB.MEhoneydew_HostT.MEred_NEU	0.022	0.3855
MetaB.MEhoneydew_HostT.MEred3_NEU	0.268	-0.105
MetaB.MEhoneydew_HostT.MEred4_NEU	2.00E-16	0.78
MetaB.MEhoneydew_HostT.MErosybrown1_NEU	2.00E-16	0.884
MetaB.MEhoneydew_HostT.MEroyalblue4_NEU	0.038	0.22137
MetaB.MEhoneydew_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.013
MetaB.MEhoneydew_HostT.MEsalmon2_NEU	2.00E-16	0.896
MetaB.MEhoneydew_HostT.MEseagreen2_NEU	0.158	0.1074
MetaB.MEhoneydew_HostT.MEsienna1_NEU	2.00E-16	0.681
MetaB.MEhoneydew_HostT.MEsienna2_NEU	2.00E-16	0.767
MetaB.MEhoneydew_HostT.MEsienna3_NEU	0.066	0.471
MetaB.MEhoneydew_HostT.MEskyblue2_NEU	2.00E-16	0.694
MetaB.MEhoneydew_HostT.MEskyblue3.1_NEU	0.352	0.135
MetaB.MEhoneydew_HostT.MEslateblue2_NEU	0.002	0.495
MetaB.MEhoneydew_HostT.MEsteelblue1_NEU	2.00E-16	0.511
MetaB.MEhoneydew_HostT.MEsteelblue4_NEU	0.274	0.187
MetaB.MEhoneydew_HostT.MEtan.1_NEU	0.248	0.204
MetaB.MEhoneydew_HostT.MEtan4_NEU	2.00E-16	0.72
MetaB.MEhoneydew_HostT.MEthistle4_NEU	0.006	0.569
MetaB.MEhoneydew_HostT.MEturquoise_NEU	2.00E-16	0.925
MetaB.MEhoneydew_HostT.MEwhite_NEU	0.002	0.649
MetaB.MEhoneydew_HostT.MEyellow_NEU	2.00E-16	0.957
MetaB.MEhoneydew_HostT.MEyellow2_NEU	0.008	0.504
MetaB.MEhoneydew1_HostT.MEbisque4_NEU	2.00E-16	1.21
MetaB.MEhoneydew1_HostT.MEblue2_NEU	2.00E-16	1.042
MetaB.MEhoneydew1_HostT.MEblueviolet_NEU	2.00E-16	0.909
MetaB.MEhoneydew1_HostT.MEbrown_NEU	2.00E-16	1.133
MetaB.MEhoneydew1_HostT.MEbrown3_NEU	2.00E-16	0.735
MetaB.MEhoneydew1_HostT.MEchocolate2_NEU	2.00E-16	0.598
MetaB.MEhoneydew1_HostT.MEchocolate4_NEU	2.00E-16	0.496
MetaB.MEhoneydew1_HostT.MEcoral_NEU	2.00E-16	0.519
MetaB.MEhoneydew1_HostT.MEcyan_NEU	2.00E-16	0.879
MetaB.MEhoneydew1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.213
MetaB.MEhoneydew1_HostT.MEdarkgreen_NEU	2.00E-16	0.718
MetaB.MEhoneydew1_HostT.MEdarkgrey.1_NEU	0.002	0.328
MetaB.MEhoneydew1_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.882
MetaB.MEhoneydew1_HostT.MEdarkmagenta_NEU	0.048	0.2373
MetaB.MEhoneydew1_HostT.MEdarkolivegreen4_NEU	0.002	0.392
MetaB.MEhoneydew1_HostT.MEdarkorange2_NEU	2.00E-16	0.87
MetaB.MEhoneydew1_HostT.MEdarkorchid1_NEU	2.00E-16	0.714
MetaB.MEhoneydew1_HostT.MEdarkorchid2_NEU	0.004	0.662
MetaB.MEhoneydew1_HostT.MEdarksalmon_NEU	0.048	0.322
MetaB.MEhoneydew1_HostT.MEdarkseagreen2_NEU	0.012	0.481
MetaB.MEhoneydew1_HostT.MEdarkviolet_NEU	2.00E-16	0.981
MetaB.MEhoneydew1_HostT.MEdeeppink_NEU	2.00E-16	0.553
MetaB.MEhoneydew1_HostT.MEdeeppink3_NEU	2.00E-16	1.023
MetaB.MEhoneydew1_HostT.MEdodgerblue1_NEU	0.95	-0.00352
MetaB.MEhoneydew1_HostT.MEdodgerblue4_NEU	2.00E-16	0.478
MetaB.MEhoneydew1_HostT.MEfirebrick3_NEU	2.00E-16	1.026
MetaB.MEhoneydew1_HostT.MEfirebrick4_NEU	2.00E-16	0.817
MetaB.MEhoneydew1_HostT.MEfloralwhite_NEU	2.00E-16	0.583
MetaB.MEhoneydew1_HostT.MEgold_NEU	2.00E-16	0.799
MetaB.MEhoneydew1_HostT.MEgold1_NEU	2.00E-16	0.718
MetaB.MEhoneydew1_HostT.MEgreen2_NEU	2.00E-16	1.251
MetaB.MEhoneydew1_HostT.MEgreen4_NEU	2.00E-16	1.102
MetaB.MEhoneydew1_HostT.MEgreenyellow.1_NEU	0.518	0.0802
MetaB.MEhoneydew1_HostT.MEgreenyellow_NEU	2.00E-16	0.582
MetaB.MEhoneydew1_HostT.MEhoneydew1_NEU	0.004	0.545
MetaB.MEhoneydew1_HostT.MEhoneydew2_NEU	2.00E-16	1.009
MetaB.MEhoneydew1_HostT.MEhoneydew3_NEU	2.00E-16	0.666
MetaB.MEhoneydew1_HostT.MEhotpink1_NEU	0.016	0.524
MetaB.MEhoneydew1_HostT.MEhotpink2_NEU	2.00E-16	1.146
MetaB.MEhoneydew1_HostT.MElavender_NEU	0.1	0.269
MetaB.MEhoneydew1_HostT.MElavenderblush2_NEU	0.01	0.4008
MetaB.MEhoneydew1_HostT.MElemonchiffon1_NEU	2.00E-16	0.594
MetaB.MEhoneydew1_HostT.MElightcyan4_NEU	2.00E-16	0.553
MetaB.MEhoneydew1_HostT.MElightgoldenrod2_NEU	0.25	0.0517
MetaB.MEhoneydew1_HostT.MElightgoldenrod3_NEU	0.086	0.235
MetaB.MEhoneydew1_HostT.MElightpink_NEU	2.00E-16	0.857
MetaB.MEhoneydew1_HostT.MElightpink1_NEU	0.13	0.333
MetaB.MEhoneydew1_HostT.MElightpink3_NEU	0.002	0.34
MetaB.MEhoneydew1_HostT.MElightskyblue2_NEU	2.00E-16	0.911
MetaB.MEhoneydew1_HostT.MElightsteelblue1_NEU	2.00E-16	1.21
MetaB.MEhoneydew1_HostT.MElightyellow.1_NEU	2.00E-16	0.779
MetaB.MEhoneydew1_HostT.MElightyellow_NEU	2.00E-16	0.877
MetaB.MEhoneydew1_HostT.MElightyellow3_NEU	2.00E-16	0.9
MetaB.MEhoneydew1_HostT.MEmagenta_NEU	2.00E-16	1.061
MetaB.MEhoneydew1_HostT.MEmagenta4_NEU	2.00E-16	1.336
MetaB.MEhoneydew1_HostT.MEmaroon2_NEU	2.00E-16	1.333
MetaB.MEhoneydew1_HostT.MEmaroon3_NEU	2.00E-16	0.525
MetaB.MEhoneydew1_HostT.MEmoccasin_NEU	2.00E-16	1.56
MetaB.MEhoneydew1_HostT.MEnavajowhite1_NEU	2.00E-16	1.039
MetaB.MEhoneydew1_HostT.MEnavajowhite4_NEU	2.00E-16	0.724
MetaB.MEhoneydew1_HostT.MEoldlace_NEU	2.00E-16	0.982
MetaB.MEhoneydew1_HostT.MEorange_NEU	0.54	-0.087
MetaB.MEhoneydew1_HostT.MEorange4_NEU	0.014	0.464
MetaB.MEhoneydew1_HostT.MEorangered_NEU	0.004	0.742
MetaB.MEhoneydew1_HostT.MEorangered4_NEU	0.006	0.641
MetaB.MEhoneydew1_HostT.MEorchid4_NEU	0.008	0.525
MetaB.MEhoneydew1_HostT.MEpalegreen3_NEU	2.00E-16	0.754
MetaB.MEhoneydew1_HostT.MEpaleturquoise_NEU	0.83	-0.0236
MetaB.MEhoneydew1_HostT.MEpaleturquoise4_NEU	0.02	0.4567
MetaB.MEhoneydew1_HostT.MEpink1_NEU	0.008	0.356
MetaB.MEhoneydew1_HostT.MEpink3_NEU	0.072	0.3344
MetaB.MEhoneydew1_HostT.MEplum4_NEU	0.006	0.2264
MetaB.MEhoneydew1_HostT.MEpurple_NEU	2.00E-16	0.657
MetaB.MEhoneydew1_HostT.MEpurple2_NEU	2.00E-16	1.046
MetaB.MEhoneydew1_HostT.MEred_NEU	2.00E-16	0.585
MetaB.MEhoneydew1_HostT.MEred3_NEU	0.002	-0.387
MetaB.MEhoneydew1_HostT.MEred4_NEU	2.00E-16	0.967
MetaB.MEhoneydew1_HostT.MErosybrown1_NEU	2.00E-16	0.758
MetaB.MEhoneydew1_HostT.MEroyalblue4_NEU	0.138	0.232
MetaB.MEhoneydew1_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.384
MetaB.MEhoneydew1_HostT.MEsalmon2_NEU	2.00E-16	1.087
MetaB.MEhoneydew1_HostT.MEseagreen2_NEU	0.61	-0.0804
MetaB.MEhoneydew1_HostT.MEsienna1_NEU	2.00E-16	0.623
MetaB.MEhoneydew1_HostT.MEsienna2_NEU	2.00E-16	0.9
MetaB.MEhoneydew1_HostT.MEsienna3_NEU	2.00E-16	0.673
MetaB.MEhoneydew1_HostT.MEskyblue2_NEU	2.00E-16	0.873
MetaB.MEhoneydew1_HostT.MEskyblue3.1_NEU	0.01	0.3525
MetaB.MEhoneydew1_HostT.MEslateblue2_NEU	2.00E-16	0.502
MetaB.MEhoneydew1_HostT.MEsteelblue1_NEU	0.054	0.41896
MetaB.MEhoneydew1_HostT.MEsteelblue4_NEU	0.01	0.445
MetaB.MEhoneydew1_HostT.MEtan.1_NEU	2.00E-16	0.438
MetaB.MEhoneydew1_HostT.MEtan4_NEU	2.00E-16	0.698
MetaB.MEhoneydew1_HostT.MEthistle4_NEU	2.00E-16	0.759
MetaB.MEhoneydew1_HostT.MEturquoise_NEU	2.00E-16	1.094
MetaB.MEhoneydew1_HostT.MEwhite_NEU	2.00E-16	0.778
MetaB.MEhoneydew1_HostT.MEyellow_NEU	2.00E-16	0.845
MetaB.MEhoneydew1_HostT.MEyellow2_NEU	2.00E-16	0.77
MetaB.MEivory_HostT.MEbisque4_NEU	2.00E-16	0.971
MetaB.MEivory_HostT.MEblue2_NEU	2.00E-16	0.798
MetaB.MEivory_HostT.MEblueviolet_NEU	2.00E-16	0.687
MetaB.MEivory_HostT.MEbrown_NEU	2.00E-16	0.823
MetaB.MEivory_HostT.MEbrown3_NEU	2.00E-16	0.586
MetaB.MEivory_HostT.MEchocolate2_NEU	2.00E-16	0.478
MetaB.MEivory_HostT.MEchocolate4_NEU	2.00E-16	0.433
MetaB.MEivory_HostT.MEcoral_NEU	2.00E-16	0.408
MetaB.MEivory_HostT.MEcyan_NEU	2.00E-16	0.637
MetaB.MEivory_HostT.MEdarkgoldenrod4_NEU	2.00E-16	0.922
MetaB.MEivory_HostT.MEdarkgreen_NEU	2.00E-16	0.638
MetaB.MEivory_HostT.MEdarkgrey.1_NEU	0.002	0.326
MetaB.MEivory_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.66
MetaB.MEivory_HostT.MEdarkmagenta_NEU	0.022	0.1783
MetaB.MEivory_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.309
MetaB.MEivory_HostT.MEdarkorange2_NEU	2.00E-16	0.664
MetaB.MEivory_HostT.MEdarkorchid1_NEU	0.002	0.589
MetaB.MEivory_HostT.MEdarkorchid2_NEU	0.004	0.456
MetaB.MEivory_HostT.MEdarksalmon_NEU	0.044	0.2561
MetaB.MEivory_HostT.MEdarkseagreen2_NEU	0.012	0.3649
MetaB.MEivory_HostT.MEdarkviolet_NEU	2.00E-16	0.781
MetaB.MEivory_HostT.MEdeeppink_NEU	2.00E-16	0.472
MetaB.MEivory_HostT.MEdeeppink3_NEU	2.00E-16	0.76
MetaB.MEivory_HostT.MEdodgerblue1_NEU	0.59	-0.0386
MetaB.MEivory_HostT.MEdodgerblue4_NEU	0.002	0.437
MetaB.MEivory_HostT.MEfirebrick3_NEU	2.00E-16	0.819
MetaB.MEivory_HostT.MEfirebrick4_NEU	2.00E-16	0.704
MetaB.MEivory_HostT.MEfloralwhite_NEU	2.00E-16	0.469
MetaB.MEivory_HostT.MEgold_NEU	2.00E-16	0.605
MetaB.MEivory_HostT.MEgold1_NEU	2.00E-16	0.5948
