Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEblue_HostT.MEmaroon2_NEU	2.00E-16	0.678636527
MetaB.MEblue_HostT.MEmaroon3_NEU	2.00E-16	0.277775273
MetaB.MEblue_HostT.MEmoccasin_NEU	2.00E-16	1.66
MetaB.MEblue_HostT.MEnavajowhite1_NEU	2.00E-16	1.106
MetaB.MEblue_HostT.MEnavajowhite4_NEU	2.00E-16	0.74
MetaB.MEblue_HostT.MEoldlace_NEU	2.00E-16	0.586314066
MetaB.MEblue_HostT.MEorange_NEU	2.00E-16	0.643238278
MetaB.MEblue_HostT.MEorange4_NEU	2.00E-16	0.498
MetaB.MEblue_HostT.MEorangered_NEU	0.002	0.419846624
MetaB.MEblue_HostT.MEorangered4_NEU	0.002	0.40119079
MetaB.MEblue_HostT.MEorchid4_NEU	0.012	0.58
MetaB.MEblue_HostT.MEpalegreen3_NEU	2.00E-16	0.79
MetaB.MEblue_HostT.MEpaleturquoise_NEU	0.86	-0.0213
MetaB.MEblue_HostT.MEpaleturquoise4_NEU	0.026	0.511
MetaB.MEblue_HostT.MEpink1_NEU	0.004	0.394
MetaB.MEblue_HostT.MEpink3_NEU	0.06	0.34688
MetaB.MEblue_HostT.MEplum4_NEU	2.00E-16	0.234723348
MetaB.MEblue_HostT.MEpurple_NEU	2.00E-16	0.434675621
MetaB.MEblue_HostT.MEpurple2_NEU	2.00E-16	1.039
MetaB.MEblue_HostT.MEred_NEU	2.00E-16	0.41027953
MetaB.MEblue_HostT.MEred3_NEU	2.00E-16	-0.453
MetaB.MEblue_HostT.MEred4_NEU	2.00E-16	0.559526202
MetaB.MEblue_HostT.MErosybrown1_NEU	2.00E-16	0.473900708
MetaB.MEblue_HostT.MEroyalblue4_NEU	0.15	0.247
MetaB.MEblue_HostT.MEsaddlebrown.1_NEU	2.00E-16	0.764262022
MetaB.MEblue_HostT.MEsalmon2_NEU	2.00E-16	1.111
MetaB.MEblue_HostT.MEseagreen2_NEU	0.47	-0.132
MetaB.MEblue_HostT.MEsienna1_NEU	2.00E-16	0.633
MetaB.MEblue_HostT.MEsienna2_NEU	2.00E-16	0.961
MetaB.MEblue_HostT.MEsienna3_NEU	2.00E-16	0.689
MetaB.MEblue_HostT.MEskyblue2_NEU	2.00E-16	0.485859575
MetaB.MEblue_HostT.MEskyblue3.1_NEU	0.002	0.289734141
MetaB.MEblue_HostT.MEslateblue2_NEU	0.004	0.531
MetaB.MEblue_HostT.MEsteelblue1_NEU	0.068	0.4435
MetaB.MEblue_HostT.MEsteelblue4_NEU	0.004	0.442
MetaB.MEblue_HostT.MEtan.1_NEU	2.00E-16	0.347662897
MetaB.MEblue_HostT.MEtan4_NEU	2.00E-16	0.467682096
MetaB.MEblue_HostT.MEthistle4_NEU	2.00E-16	0.440894232
MetaB.MEblue_HostT.MEturquoise_NEU	2.00E-16	0.606883319
MetaB.MEblue_HostT.MEwhite_NEU	2.00E-16	0.500210217
MetaB.MEblue_HostT.MEyellow_NEU	2.00E-16	0.484902866
MetaB.MEblue_HostT.MEyellow2_NEU	2.00E-16	0.823
MetaB.MEbrown4_HostT.MEbisque4_NEU	2.00E-16	1.117
MetaB.MEbrown4_HostT.MEblue2_NEU	2.00E-16	0.946
MetaB.MEbrown4_HostT.MEblueviolet_NEU	2.00E-16	0.819
MetaB.MEbrown4_HostT.MEbrown_NEU	2.00E-16	1.084
MetaB.MEbrown4_HostT.MEbrown3_NEU	2.00E-16	0.647
MetaB.MEbrown4_HostT.MEchocolate2_NEU	2.00E-16	0.477
MetaB.MEbrown4_HostT.MEchocolate4_NEU	2.00E-16	0.456
MetaB.MEbrown4_HostT.MEcoral_NEU	2.00E-16	0.453
MetaB.MEbrown4_HostT.MEcyan_NEU	2.00E-16	0.792
MetaB.MEbrown4_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.239
MetaB.MEbrown4_HostT.MEdarkgreen_NEU	2.00E-16	0.646
MetaB.MEbrown4_HostT.MEdarkgrey.1_NEU	2.00E-16	0.319
MetaB.MEbrown4_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.829
MetaB.MEbrown4_HostT.MEdarkmagenta_NEU	0.13	0.1823
MetaB.MEbrown4_HostT.MEdarkolivegreen4_NEU	0.006	0.3431
MetaB.MEbrown4_HostT.MEdarkorange2_NEU	2.00E-16	0.78
MetaB.MEbrown4_HostT.MEdarkorchid1_NEU	0.004	0.637
MetaB.MEbrown4_HostT.MEdarkorchid2_NEU	0.024	0.549
MetaB.MEbrown4_HostT.MEdarksalmon_NEU	0.142	0.245
MetaB.MEbrown4_HostT.MEdarkseagreen2_NEU	0.028	0.3776
MetaB.MEbrown4_HostT.MEdarkviolet_NEU	2.00E-16	0.906
MetaB.MEbrown4_HostT.MEdeeppink_NEU	2.00E-16	0.486
MetaB.MEbrown4_HostT.MEdeeppink3_NEU	2.00E-16	0.908
MetaB.MEbrown4_HostT.MEdodgerblue1_NEU	1	4.24E-04
MetaB.MEbrown4_HostT.MEdodgerblue4_NEU	2.00E-16	0.449
MetaB.MEbrown4_HostT.MEfirebrick3_NEU	2.00E-16	0.921
MetaB.MEbrown4_HostT.MEfirebrick4_NEU	2.00E-16	0.714
MetaB.MEbrown4_HostT.MEfloralwhite_NEU	2.00E-16	0.478
MetaB.MEbrown4_HostT.MEgold_NEU	2.00E-16	0.724
MetaB.MEbrown4_HostT.MEgold1_NEU	2.00E-16	0.629
MetaB.MEbrown4_HostT.MEgreen2_NEU	2.00E-16	1.196
MetaB.MEbrown4_HostT.MEgreen4_NEU	2.00E-16	1.01
MetaB.MEbrown4_HostT.MEgreenyellow.1_NEU	0.6	0.0479
MetaB.MEbrown4_HostT.MEgreenyellow_NEU	2.00E-16	0.543
MetaB.MEbrown4_HostT.MEhoneydew1_NEU	0.032	0.4095
MetaB.MEbrown4_HostT.MEhoneydew2_NEU	2.00E-16	0.878
MetaB.MEbrown4_HostT.MEhoneydew3_NEU	2.00E-16	0.561
MetaB.MEbrown4_HostT.MEhotpink1_NEU	0.064	0.3871
MetaB.MEbrown4_HostT.MEhotpink2_NEU	2.00E-16	1.028
MetaB.MEbrown4_HostT.MElavender_NEU	0.34	0.166
MetaB.MEbrown4_HostT.MElavenderblush2_NEU	0.044	0.3016
MetaB.MEbrown4_HostT.MElemonchiffon1_NEU	2.00E-16	0.515
MetaB.MEbrown4_HostT.MElightcyan4_NEU	0.002	0.469
MetaB.MEbrown4_HostT.MElightgoldenrod2_NEU	0.14	0.0544
MetaB.MEbrown4_HostT.MElightgoldenrod3_NEU	0.182	0.1637
MetaB.MEbrown4_HostT.MElightpink_NEU	2.00E-16	0.831
MetaB.MEbrown4_HostT.MElightpink1_NEU	0.324	0.199
MetaB.MEbrown4_HostT.MElightpink3_NEU	0.008	0.2835
MetaB.MEbrown4_HostT.MElightskyblue2_NEU	2.00E-16	0.799
MetaB.MEbrown4_HostT.MElightsteelblue1_NEU	2.00E-16	1.1
MetaB.MEbrown4_HostT.MElightyellow.1_NEU	2.00E-16	0.666
MetaB.MEbrown4_HostT.MElightyellow_NEU	2.00E-16	0.799
MetaB.MEbrown4_HostT.MElightyellow3_NEU	2.00E-16	0.819
MetaB.MEbrown4_HostT.MEmagenta_NEU	2.00E-16	0.983
MetaB.MEbrown4_HostT.MEmagenta4_NEU	2.00E-16	1.31
MetaB.MEbrown4_HostT.MEmaroon2_NEU	2.00E-16	1.213
MetaB.MEbrown4_HostT.MEmaroon3_NEU	2.00E-16	0.45
MetaB.MEbrown4_HostT.MEmoccasin_NEU	2.00E-16	1.61
MetaB.MEbrown4_HostT.MEnavajowhite1_NEU	2.00E-16	0.971
MetaB.MEbrown4_HostT.MEnavajowhite4_NEU	0.002	0.59
MetaB.MEbrown4_HostT.MEoldlace_NEU	2.00E-16	0.939
MetaB.MEbrown4_HostT.MEorange_NEU	0.22	-0.159
MetaB.MEbrown4_HostT.MEorange4_NEU	0.006	0.3772
MetaB.MEbrown4_HostT.MEorangered_NEU	0.01	0.64
MetaB.MEbrown4_HostT.MEorangered4_NEU	0.008	0.518
MetaB.MEbrown4_HostT.MEorchid4_NEU	0.024	0.4121
MetaB.MEbrown4_HostT.MEpalegreen3_NEU	2.00E-16	0.673
MetaB.MEbrown4_HostT.MEpaleturquoise_NEU	0.64	-0.0423
MetaB.MEbrown4_HostT.MEpaleturquoise4_NEU	0.082	0.3583
MetaB.MEbrown4_HostT.MEpink1_NEU	0.012	0.3067
MetaB.MEbrown4_HostT.MEpink3_NEU	0.178	0.241
MetaB.MEbrown4_HostT.MEplum4_NEU	0.01	0.228
MetaB.MEbrown4_HostT.MEpurple_NEU	2.00E-16	0.583
MetaB.MEbrown4_HostT.MEpurple2_NEU	2.00E-16	0.884
MetaB.MEbrown4_HostT.MEred_NEU	0.006	0.4841
MetaB.MEbrown4_HostT.MEred3_NEU	2.00E-16	-0.466
MetaB.MEbrown4_HostT.MEred4_NEU	2.00E-16	0.82
MetaB.MEbrown4_HostT.MErosybrown1_NEU	2.00E-16	0.634
MetaB.MEbrown4_HostT.MEroyalblue4_NEU	0.362	0.158
MetaB.MEbrown4_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.354
MetaB.MEbrown4_HostT.MEsalmon2_NEU	2.00E-16	1.013
MetaB.MEbrown4_HostT.MEseagreen2_NEU	0.26	-0.179
MetaB.MEbrown4_HostT.MEsienna1_NEU	2.00E-16	0.525
MetaB.MEbrown4_HostT.MEsienna2_NEU	2.00E-16	0.826
MetaB.MEbrown4_HostT.MEsienna3_NEU	2.00E-16	0.603
MetaB.MEbrown4_HostT.MEskyblue2_NEU	2.00E-16	0.768
MetaB.MEbrown4_HostT.MEskyblue3.1_NEU	0.03	0.302
MetaB.MEbrown4_HostT.MEslateblue2_NEU	0.014	0.4063
MetaB.MEbrown4_HostT.MEsteelblue1_NEU	0.276	0.275
MetaB.MEbrown4_HostT.MEsteelblue4_NEU	0.004	0.3679
MetaB.MEbrown4_HostT.MEtan.1_NEU	0.004	0.397
MetaB.MEbrown4_HostT.MEtan4_NEU	2.00E-16	0.571
MetaB.MEbrown4_HostT.MEthistle4_NEU	2.00E-16	0.683
MetaB.MEbrown4_HostT.MEturquoise_NEU	2.00E-16	0.958
MetaB.MEbrown4_HostT.MEwhite_NEU	2.00E-16	0.671
MetaB.MEbrown4_HostT.MEyellow_NEU	2.00E-16	0.733
MetaB.MEbrown4_HostT.MEyellow2_NEU	2.00E-16	0.694
MetaB.MEcoral4_HostT.MEbisque4_NEU	2.00E-16	1.457
MetaB.MEcoral4_HostT.MEblue2_NEU	2.00E-16	1.262
MetaB.MEcoral4_HostT.MEblueviolet_NEU	2.00E-16	1.094
MetaB.MEcoral4_HostT.MEbrown_NEU	2.00E-16	1.38
MetaB.MEcoral4_HostT.MEbrown3_NEU	2.00E-16	0.922
MetaB.MEcoral4_HostT.MEchocolate2_NEU	2.00E-16	0.74
MetaB.MEcoral4_HostT.MEchocolate4_NEU	2.00E-16	0.725
MetaB.MEcoral4_HostT.MEcoral_NEU	0.002	0.54
MetaB.MEcoral4_HostT.MEcyan_NEU	2.00E-16	1.149
MetaB.MEcoral4_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.316
MetaB.MEcoral4_HostT.MEdarkgreen_NEU	2.00E-16	0.983
MetaB.MEcoral4_HostT.MEdarkgrey.1_NEU	0.002	0.502
MetaB.MEcoral4_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.952
MetaB.MEcoral4_HostT.MEdarkmagenta_NEU	0.002	0.307
MetaB.MEcoral4_HostT.MEdarkolivegreen4_NEU	0.004	0.387
MetaB.MEcoral4_HostT.MEdarkorange2_NEU	2.00E-16	1.262
MetaB.MEcoral4_HostT.MEdarkorchid1_NEU	2.00E-16	0.818
MetaB.MEcoral4_HostT.MEdarkorchid2_NEU	2.00E-16	0.844
MetaB.MEcoral4_HostT.MEdarksalmon_NEU	0.004	0.6
MetaB.MEcoral4_HostT.MEdarkseagreen2_NEU	0.002	0.745
MetaB.MEcoral4_HostT.MEdarkviolet_NEU	2.00E-16	1.137
MetaB.MEcoral4_HostT.MEdeeppink_NEU	2.00E-16	0.745
MetaB.MEcoral4_HostT.MEdeeppink3_NEU	2.00E-16	1.25
MetaB.MEcoral4_HostT.MEdodgerblue1_NEU	0.726	-0.0383
MetaB.MEcoral4_HostT.MEdodgerblue4_NEU	2.00E-16	0.671
MetaB.MEcoral4_HostT.MEfirebrick3_NEU	2.00E-16	1.198
MetaB.MEcoral4_HostT.MEfirebrick4_NEU	2.00E-16	1.02
MetaB.MEcoral4_HostT.MEfloralwhite_NEU	2.00E-16	0.688
MetaB.MEcoral4_HostT.MEgold_NEU	2.00E-16	0.815
MetaB.MEcoral4_HostT.MEgold1_NEU	2.00E-16	0.829
MetaB.MEcoral4_HostT.MEgreen2_NEU	2.00E-16	1.334
MetaB.MEcoral4_HostT.MEgreen4_NEU	2.00E-16	1.124
MetaB.MEcoral4_HostT.MEgreenyellow.1_NEU	0.066	0.1618
MetaB.MEcoral4_HostT.MEgreenyellow_NEU	2.00E-16	0.725
MetaB.MEcoral4_HostT.MEhoneydew1_NEU	2.00E-16	0.749
MetaB.MEcoral4_HostT.MEhoneydew2_NEU	2.00E-16	1.199
MetaB.MEcoral4_HostT.MEhoneydew3_NEU	2.00E-16	0.999
MetaB.MEcoral4_HostT.MEhotpink1_NEU	2.00E-16	0.763
MetaB.MEcoral4_HostT.MEhotpink2_NEU	2.00E-16	1.427
MetaB.MEcoral4_HostT.MElavender_NEU	0.002	0.465
MetaB.MEcoral4_HostT.MElavenderblush2_NEU	2.00E-16	0.539
MetaB.MEcoral4_HostT.MElemonchiffon1_NEU	2.00E-16	0.673
MetaB.MEcoral4_HostT.MElightcyan4_NEU	2.00E-16	0.745
MetaB.MEcoral4_HostT.MElightgoldenrod2_NEU	0.354	0.0682
MetaB.MEcoral4_HostT.MElightgoldenrod3_NEU	0.004	0.3266
MetaB.MEcoral4_HostT.MElightpink_NEU	2.00E-16	1.03
MetaB.MEcoral4_HostT.MElightpink1_NEU	0.002	0.75
MetaB.MEcoral4_HostT.MElightpink3_NEU	2.00E-16	0.409
MetaB.MEcoral4_HostT.MElightskyblue2_NEU	2.00E-16	0.916
MetaB.MEcoral4_HostT.MElightsteelblue1_NEU	2.00E-16	1.355
MetaB.MEcoral4_HostT.MElightyellow.1_NEU	2.00E-16	0.961
MetaB.MEcoral4_HostT.MElightyellow_NEU	2.00E-16	1.103
MetaB.MEcoral4_HostT.MElightyellow3_NEU	2.00E-16	1.06
MetaB.MEcoral4_HostT.MEmagenta_NEU	2.00E-16	1.172
MetaB.MEcoral4_HostT.MEmagenta4_NEU	2.00E-16	1.538
MetaB.MEcoral4_HostT.MEmaroon2_NEU	2.00E-16	1.593
MetaB.MEcoral4_HostT.MEmaroon3_NEU	2.00E-16	0.783
MetaB.MEcoral4_HostT.MEmoccasin_NEU	2.00E-16	1.531
MetaB.MEcoral4_HostT.MEnavajowhite1_NEU	2.00E-16	1.322
MetaB.MEcoral4_HostT.MEnavajowhite4_NEU	2.00E-16	1.02
MetaB.MEcoral4_HostT.MEoldlace_NEU	2.00E-16	1.24
MetaB.MEcoral4_HostT.MEorange_NEU	0.52	0.0903
MetaB.MEcoral4_HostT.MEorange4_NEU	2.00E-16	0.72
MetaB.MEcoral4_HostT.MEorangered_NEU	2.00E-16	0.98
MetaB.MEcoral4_HostT.MEorangered4_NEU	2.00E-16	0.886
MetaB.MEcoral4_HostT.MEorchid4_NEU	2.00E-16	0.74
MetaB.MEcoral4_HostT.MEpalegreen3_NEU	2.00E-16	0.884
MetaB.MEcoral4_HostT.MEpaleturquoise_NEU	0.334	0.0635
MetaB.MEcoral4_HostT.MEpaleturquoise4_NEU	2.00E-16	0.631
MetaB.MEcoral4_HostT.MEpink1_NEU	0.004	0.387
MetaB.MEcoral4_HostT.MEpink3_NEU	0.004	0.518
MetaB.MEcoral4_HostT.MEplum4_NEU	0.022	0.2717
MetaB.MEcoral4_HostT.MEpurple_NEU	2.00E-16	0.857
MetaB.MEcoral4_HostT.MEpurple2_NEU	2.00E-16	1.16
MetaB.MEcoral4_HostT.MEred_NEU	2.00E-16	0.728
MetaB.MEcoral4_HostT.MEred3_NEU	0.064	-0.322
MetaB.MEcoral4_HostT.MEred4_NEU	2.00E-16	1.014
MetaB.MEcoral4_HostT.MErosybrown1_NEU	2.00E-16	0.979
MetaB.MEcoral4_HostT.MEroyalblue4_NEU	0.008	0.459
MetaB.MEcoral4_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.454
MetaB.MEcoral4_HostT.MEsalmon2_NEU	2.00E-16	1.181
MetaB.MEcoral4_HostT.MEseagreen2_NEU	0.45	0.133
MetaB.MEcoral4_HostT.MEsienna1_NEU	2.00E-16	0.821
MetaB.MEcoral4_HostT.MEsienna2_NEU	2.00E-16	1.103
MetaB.MEcoral4_HostT.MEsienna3_NEU	0.012	0.629
MetaB.MEcoral4_HostT.MEskyblue2_NEU	2.00E-16	1.035
MetaB.MEcoral4_HostT.MEskyblue3.1_NEU	2.00E-16	0.525
MetaB.MEcoral4_HostT.MEslateblue2_NEU	2.00E-16	0.638
MetaB.MEcoral4_HostT.MEsteelblue1_NEU	2.00E-16	0.746
MetaB.MEcoral4_HostT.MEsteelblue4_NEU	2.00E-16	0.631
MetaB.MEcoral4_HostT.MEtan.1_NEU	2.00E-16	0.581
MetaB.MEcoral4_HostT.MEtan4_NEU	2.00E-16	0.907
MetaB.MEcoral4_HostT.MEthistle4_NEU	2.00E-16	0.968
MetaB.MEcoral4_HostT.MEturquoise_NEU	2.00E-16	1.386
MetaB.MEcoral4_HostT.MEwhite_NEU	2.00E-16	1.011
MetaB.MEcoral4_HostT.MEyellow_NEU	2.00E-16	1.008
MetaB.MEcoral4_HostT.MEyellow2_NEU	2.00E-16	1.134
MetaB.MEcyan_HostT.MEbisque4_NEU	2.00E-16	1.421
MetaB.MEcyan_HostT.MEblue2_NEU	2.00E-16	1.196
MetaB.MEcyan_HostT.MEblueviolet_NEU	2.00E-16	1.022
MetaB.MEcyan_HostT.MEbrown_NEU	2.00E-16	1.339
MetaB.MEcyan_HostT.MEbrown3_NEU	2.00E-16	0.851
MetaB.MEcyan_HostT.MEchocolate2_NEU	2.00E-16	0.695
MetaB.MEcyan_HostT.MEchocolate4_NEU	2.00E-16	0.571
MetaB.MEcyan_HostT.MEcoral_NEU	2.00E-16	0.606
MetaB.MEcyan_HostT.MEcyan_NEU	2.00E-16	0.993
MetaB.MEcyan_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.38
MetaB.MEcyan_HostT.MEdarkgreen_NEU	2.00E-16	0.869
MetaB.MEcyan_HostT.MEdarkgrey.1_NEU	0.008	0.34
MetaB.MEcyan_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.975
MetaB.MEcyan_HostT.MEdarkmagenta_NEU	0.022	0.2948
MetaB.MEcyan_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.423
MetaB.MEcyan_HostT.MEdarkorange2_NEU	2.00E-16	1.052
MetaB.MEcyan_HostT.MEdarkorchid1_NEU	2.00E-16	0.878
MetaB.MEcyan_HostT.MEdarkorchid2_NEU	2.00E-16	0.828
MetaB.MEcyan_HostT.MEdarksalmon_NEU	0.036	0.433
MetaB.MEcyan_HostT.MEdarkseagreen2_NEU	2.00E-16	0.582
MetaB.MEcyan_HostT.MEdarkviolet_NEU	2.00E-16	1.101
MetaB.MEcyan_HostT.MEdeeppink_NEU	2.00E-16	0.674
MetaB.MEcyan_HostT.MEdeeppink3_NEU	2.00E-16	1.216
MetaB.MEcyan_HostT.MEdodgerblue1_NEU	0.55	-0.0458
MetaB.MEcyan_HostT.MEdodgerblue4_NEU	2.00E-16	0.545
MetaB.MEcyan_HostT.MEfirebrick3_NEU	2.00E-16	1.139
MetaB.MEcyan_HostT.MEfirebrick4_NEU	2.00E-16	0.948
MetaB.MEcyan_HostT.MEfloralwhite_NEU	2.00E-16	0.724
MetaB.MEcyan_HostT.MEgold_NEU	2.00E-16	0.943
MetaB.MEcyan_HostT.MEgold1_NEU	2.00E-16	0.829
MetaB.MEcyan_HostT.MEgreen2_NEU	2.00E-16	1.483
MetaB.MEcyan_HostT.MEgreen4_NEU	2.00E-16	1.296
MetaB.MEcyan_HostT.MEgreenyellow.1_NEU	0.384	0.119
MetaB.MEcyan_HostT.MEgreenyellow_NEU	2.00E-16	0.674
MetaB.MEcyan_HostT.MEhoneydew1_NEU	0.002	0.665
MetaB.MEcyan_HostT.MEhoneydew2_NEU	2.00E-16	1.206
MetaB.MEcyan_HostT.MEhoneydew3_NEU	2.00E-16	0.794
MetaB.MEcyan_HostT.MEhotpink1_NEU	0.004	0.664
MetaB.MEcyan_HostT.MEhotpink2_NEU	2.00E-16	1.353
MetaB.MEcyan_HostT.MElavender_NEU	0.068	0.3555
MetaB.MEcyan_HostT.MElavenderblush2_NEU	0.006	0.507
MetaB.MEcyan_HostT.MElemonchiffon1_NEU	2.00E-16	0.738
MetaB.MEcyan_HostT.MElightcyan4_NEU	2.00E-16	0.579
MetaB.MEcyan_HostT.MElightgoldenrod2_NEU	0.46	0.0409
MetaB.MEcyan_HostT.MElightgoldenrod3_NEU	0.066	0.29903
MetaB.MEcyan_HostT.MElightpink_NEU	2.00E-16	1.052
MetaB.MEcyan_HostT.MElightpink1_NEU	0.05	0.52308
MetaB.MEcyan_HostT.MElightpink3_NEU	0.002	0.391
MetaB.MEcyan_HostT.MElightskyblue2_NEU	2.00E-16	1.108
MetaB.MEcyan_HostT.MElightsteelblue1_NEU	2.00E-16	1.38
MetaB.MEcyan_HostT.MElightyellow.1_NEU	2.00E-16	0.972
MetaB.MEcyan_HostT.MElightyellow_NEU	2.00E-16	0.98
MetaB.MEcyan_HostT.MElightyellow3_NEU	2.00E-16	1.001
MetaB.MEcyan_HostT.MEmagenta_NEU	2.00E-16	1.248
MetaB.MEcyan_HostT.MEmagenta4_NEU	2.00E-16	1.5
MetaB.MEcyan_HostT.MEmaroon2_NEU	2.00E-16	1.534
MetaB.MEcyan_HostT.MEmaroon3_NEU	2.00E-16	0.653
MetaB.MEcyan_HostT.MEmoccasin_NEU	2.00E-16	1.72
MetaB.MEcyan_HostT.MEnavajowhite1_NEU	2.00E-16	1.191
MetaB.MEcyan_HostT.MEnavajowhite4_NEU	2.00E-16	0.887
MetaB.MEcyan_HostT.MEoldlace_NEU	2.00E-16	1.057
MetaB.MEcyan_HostT.MEorange_NEU	0.78	-0.0437
MetaB.MEcyan_HostT.MEorange4_NEU	0.004	0.576
MetaB.MEcyan_HostT.MEorangered_NEU	2.00E-16	0.91
MetaB.MEcyan_HostT.MEorangered4_NEU	0.006	0.808
MetaB.MEcyan_HostT.MEorchid4_NEU	0.002	0.697
MetaB.MEcyan_HostT.MEpalegreen3_NEU	2.00E-16	0.87
MetaB.MEcyan_HostT.MEpaleturquoise_NEU	0.99	0.00106
MetaB.MEcyan_HostT.MEpaleturquoise4_NEU	0.006	0.593
MetaB.MEcyan_HostT.MEpink1_NEU	0.004	0.452
MetaB.MEcyan_HostT.MEpink3_NEU	0.046	0.4455
MetaB.MEcyan_HostT.MEplum4_NEU	0.002	0.2492
MetaB.MEcyan_HostT.MEpurple_NEU	2.00E-16	0.743
MetaB.MEcyan_HostT.MEpurple2_NEU	2.00E-16	1.21
MetaB.MEcyan_HostT.MEred_NEU	2.00E-16	0.736
MetaB.MEcyan_HostT.MEred3_NEU	0.008	-0.436
MetaB.MEcyan_HostT.MEred4_NEU	2.00E-16	1.07
MetaB.MEcyan_HostT.MErosybrown1_NEU	2.00E-16	0.889
MetaB.MEcyan_HostT.MEroyalblue4_NEU	0.086	0.3241
MetaB.MEcyan_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.61
MetaB.MEcyan_HostT.MEsalmon2_NEU	2.00E-16	1.187
MetaB.MEcyan_HostT.MEseagreen2_NEU	0.79	-0.0495
MetaB.MEcyan_HostT.MEsienna1_NEU	2.00E-16	0.739
MetaB.MEcyan_HostT.MEsienna2_NEU	2.00E-16	1.067
MetaB.MEcyan_HostT.MEsienna3_NEU	2.00E-16	0.733
MetaB.MEcyan_HostT.MEskyblue2_NEU	2.00E-16	1.073
MetaB.MEcyan_HostT.MEskyblue3.1_NEU	0.002	0.419
MetaB.MEcyan_HostT.MEslateblue2_NEU	2.00E-16	0.632
MetaB.MEcyan_HostT.MEsteelblue1_NEU	0.034	0.5524
MetaB.MEcyan_HostT.MEsteelblue4_NEU	2.00E-16	0.502
MetaB.MEcyan_HostT.MEtan.1_NEU	2.00E-16	0.507
MetaB.MEcyan_HostT.MEtan4_NEU	2.00E-16	0.821
MetaB.MEcyan_HostT.MEthistle4_NEU	2.00E-16	0.844
MetaB.MEcyan_HostT.MEturquoise_NEU	2.00E-16	1.289
MetaB.MEcyan_HostT.MEwhite_NEU	2.00E-16	0.854
MetaB.MEcyan_HostT.MEyellow_NEU	2.00E-16	0.993
MetaB.MEcyan_HostT.MEyellow2_NEU	2.00E-16	0.918
MetaB.MEdarkmagenta_HostT.MEbisque4_NEU	2.00E-16	0.977
MetaB.MEdarkmagenta_HostT.MEblue2_NEU	2.00E-16	0.812
MetaB.MEdarkmagenta_HostT.MEblueviolet_NEU	2.00E-16	0.787
MetaB.MEdarkmagenta_HostT.MEbrown_NEU	2.00E-16	1.021
MetaB.MEdarkmagenta_HostT.MEbrown3_NEU	2.00E-16	0.674
MetaB.MEdarkmagenta_HostT.MEchocolate2_NEU	2.00E-16	0.483
MetaB.MEdarkmagenta_HostT.MEchocolate4_NEU	2.00E-16	0.41
MetaB.MEdarkmagenta_HostT.MEcoral_NEU	2.00E-16	0.482
MetaB.MEdarkmagenta_HostT.MEcyan_NEU	2.00E-16	0.758
MetaB.MEdarkmagenta_HostT.MEdarkgoldenrod4_NEU	2.00E-16	0.899
MetaB.MEdarkmagenta_HostT.MEdarkgreen_NEU	2.00E-16	0.659
MetaB.MEdarkmagenta_HostT.MEdarkgrey.1_NEU	0.012	0.2671
MetaB.MEdarkmagenta_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.783
MetaB.MEdarkmagenta_HostT.MEdarkmagenta_NEU	0.02	0.2149
MetaB.MEdarkmagenta_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.294
MetaB.MEdarkmagenta_HostT.MEdarkorange2_NEU	2.00E-16	0.68
MetaB.MEdarkmagenta_HostT.MEdarkorchid1_NEU	2.00E-16	0.578
MetaB.MEdarkmagenta_HostT.MEdarkorchid2_NEU	2.00E-16	0.565
MetaB.MEdarkmagenta_HostT.MEdarksalmon_NEU	0.076	0.312
MetaB.MEdarkmagenta_HostT.MEdarkseagreen2_NEU	0.004	0.429
MetaB.MEdarkmagenta_HostT.MEdarkviolet_NEU	2.00E-16	0.849
MetaB.MEdarkmagenta_HostT.MEdeeppink_NEU	2.00E-16	0.452
MetaB.MEdarkmagenta_HostT.MEdeeppink3_NEU	2.00E-16	0.789
MetaB.MEdarkmagenta_HostT.MEdodgerblue1_NEU	0.37	0.0513
MetaB.MEdarkmagenta_HostT.MEdodgerblue4_NEU	2.00E-16	0.406
MetaB.MEdarkmagenta_HostT.MEfirebrick3_NEU	2.00E-16	0.924
MetaB.MEdarkmagenta_HostT.MEfirebrick4_NEU	2.00E-16	0.813
MetaB.MEdarkmagenta_HostT.MEfloralwhite_NEU	2.00E-16	0.491
MetaB.MEdarkmagenta_HostT.MEgold_NEU	2.00E-16	0.683
MetaB.MEdarkmagenta_HostT.MEgold1_NEU	2.00E-16	0.705
MetaB.MEdarkmagenta_HostT.MEgreen2_NEU	2.00E-16	1.11
MetaB.MEdarkmagenta_HostT.MEgreen4_NEU	2.00E-16	0.915
