Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEwhite_HostT.MElightsalmon	0.748	0.00967
MetaB.MEtan4_HostT.MEpalegreen2	0.76	-0.0635
MetaB.MEtan4_HostT.MEturquoise1	0.76	-0.0167
MetaB.MEmidnightblue_HostT.MEseashell	0.76	0.0168
MetaB.MEwhite_HostT.MEolivedrab1	0.76	0.0769
MetaB.MEdarkorange_HostT.MEdarkolivegreen.1	0.772	-0.00415
MetaB.MEdarkorange_HostT.MElemonchiffon4	0.772	0.00958
MetaB.MEwhite_HostT.MEsalmon.1	0.772	0.0398
MetaB.MEblue2_HostT.MEseashell	0.784	0.0143
MetaB.MEindianred4_HostT.MEdarkolivegreen.1	0.784	-0.00286
MetaB.MEmidnightblue_HostT.MElightgoldenrod4	0.8	-0.0807
MetaB.MEcoral3_HostT.MElightblue4	0.808	0.00889
MetaB.MEblack_HostT.MElemonchiffon4	0.82	0.00561
MetaB.MEblue2_HostT.MElemonchiffon4	0.82	0.0165
MetaB.MEdarkred_HostT.MEpaleturquoise1	0.82	0.0971
MetaB.MEindianred4_HostT.MEpaleturquoise1	0.82	-0.00881
MetaB.MEblack_HostT.MEseashell	0.832	-0.00409
MetaB.MElightcoral_HostT.MEdarkgrey	0.832	0.0453
MetaB.MElightcoral_HostT.MEsalmon.1	0.832	0.0331
MetaB.MEorange_HostT.MEdarkgrey	0.832	0.0959
MetaB.MEtan4_HostT.MElightblue4	0.84	-0.0153
MetaB.MEcoral3_HostT.MElightgoldenrod4	0.844	0.0186
MetaB.MEtan4_HostT.MEsalmon.1	0.844	0.0377
MetaB.MEwhite_HostT.MEdarkgrey	0.844	0.0959
MetaB.MEcoral_HostT.MElemonchiffon4	0.854	0.00372
MetaB.MEcoral3_HostT.MEpaleturquoise1	0.856	0.0563
MetaB.MEcoral_HostT.MEorchid2	0.868	0.0146
MetaB.MEblack_HostT.MEsnow4	0.892	-0.00158
MetaB.MEblue2_HostT.MEsnow4	0.892	0.00615
MetaB.MEcoral_HostT.MElightsalmon	0.902	0.00225
MetaB.MEorange_HostT.MEdarkolivegreen.1	0.904	0.00545
MetaB.MEpalevioletred3_HostT.MEsalmon4.1	0.904	0.00297
MetaB.MEwhite_HostT.MEburlywood4	0.904	0.108
MetaB.MEdarkorange2_HostT.MEseashell	0.916	0.0144
MetaB.MEdarkorange2_HostT.MEsnow4	0.916	0.00431
MetaB.MEcoral3_HostT.MElightsalmon	0.94	8.89E-07
MetaB.MEwhite_HostT.MEpowderblue	0.94	0.247
MetaB.MEcoral3_HostT.MEgrey	0.952	0.00676
MetaB.MEantiquewhite2_HostT.MEsalmon.1	0.96	0.0671
MetaB.MEgreen_HostT.MElavenderblush3.1	0.96	-0.0557
MetaB.MEcoral_HostT.MElavenderblush3.1	0.962	5.45E-04
MetaB.MEcoral3_HostT.MEpalegreen	0.964	0.0749
MetaB.MEdarkorange_HostT.MEseashell	0.964	-4.59E-04
MetaB.MEblue2_HostT.MEdarkolivegreen.1	0.976	0.00125
MetaB.MEcoral_HostT.MEpurple4	0.993	-1.47E-04
MetaB.MEantiquewhite2_HostT.MElavenderblush3.1	1	0.0369
MetaB.MEantiquewhite2_HostT.MElightgoldenrod4	1	0.0643
MetaB.MEgreen_HostT.MEsnow4	1	-0.0085
MetaB.MEtan4_HostT.MEsalmon4.1	1	0.00715
