#NAME	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K147V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	1040V4	J095V4	1107V4	X003V4	1004V4	X004V4	S106V8	S099V8	C220V8	C402V8	C422V8	K054V0	K055V0	K057V0	K060V0	K194V0	K003V4	K005V4	K019V4	K037V4	C532V8
TREM-1	2.952092712	3.506726115	3.470820456	3.27540001	3.157057991	3.495487052	3.295411164	3.597108827	2.923339737	3.61501811	2.545275524	3.218264889	3.008198326	0	3.661498189	3.258756011	3.015305696	3.049173	3.780630916	3.278458448	2.803204865	0	3.541283189	3.59825102	2.992439779	3.025445727	3.417998769	2.931866835	2.14116969	3.44022312	3.162211639	3.357755007	3.948099004	3.073113292	3.182999236	3.213353895	2.490331331	3.94597639	3.316804267	3.84201532	2.947727212	3.370900067	2.763843154	2.716714649	2.937601907	3.103731674	3.384016389	2.784266235	3.024536871	2.695517443	3.176730756	0	1.925622957	3.604136174	3.096382091	3.447811519	3.407502163	3.37234635	3.077651787
VEGF-C	1.309313178	1.561107638	1.537690517	1.129305917	0	0	0.732688119	1.175681192	1.243331432	0.910466584	1.112195053	1.24599999	0	0.997609834	1.910656755	1.701913172	0.609293928	1.422838631	1.840276872	0	1.477877155	0.805915083	2.137629927	1.547266735	1.302069113	0	1.207906429	0	0.751519882	1.068647175	1.208012608	0	1.696374474	0	0	0	1.782975032	0.939320899	1.458556629	1.371312525	0.63502475	1.596340618	0	1.05032721	1.409984968	1.525343467	0	0.520910167	1.82019884	1.113095459	1.281750614	1.370774058	0	1.771145588	1.670488071	1.200192522	1.333666576	1.549768237	1.084941673
VEGF R1	2.296545325	2.892226895	2.981169421	2.856719837	2.704848512	2.844731694	2.662105824	3.040701705	2.688651918	2.825094946	1.88914767	2.56199664	2.857839135	2.785116216	3.098887194	2.828753779	2.576487043	3.133835083	2.937911205	2.775667034	3.190076049	2.806171188	2.950504953	1.716592784	2.783460366	2.855674208	3.385378264	2.701692422	2.776780338	3.146611101	2.489502241	2.826624084	3.581703767	2.548624308	2.868271846	2.623285939	2.819065573	2.802881918	2.551522323	2.689307944	0	3.135361147	2.559504684	2.620880289	2.548826308	2.693466512	2.638790221	2.785026099	3.04939527	3.121644815	3.073299013	3.078337264	2.824334649	3.304242139	2.908438469	2.897796962	2.886094381	2.832846305	2.175268621
Adiponectin	5.191395919	5.210114566	5.107144294	5.075014072	5.055721289	5.049592168	5.051936053	5.232524159	5.189945459	5.191704139	5.154787363	5.097808221	5.240909593	5.118897472	5.044038439	5.184654825	4.969499653	5.070681413	5.031729316	5.166966816	5.111319364	5.072908996	5.171022512	5.048195616	5.335686514	5.475811869	5.210574778	5.112739416	4.923070466	5.248853946	5.306486131	5.28294865	5.248199854	5.24850688	5.229620919	5.154225276	5.153792514	5.147488772	5.136167832	5.103079655	5.095152544	5.176605897	5.204605574	5.121412456	5.223739754	5.253613946	5.21331648	5.165068759	5.109210323	5.156232564	5.186221855	5.199250708	5.065433139	5.193249471	5.221955427	5.159563594	5.160418755	5.277092798	5.097860884
Adipsin	4.373701525	4.1240432	4.186025381	4.161540421	4.147606016	4.215178049	4.198925552	4.236522358	4.310711598	4.252628976	4.276767098	4.346297731	4.124441787	4.15232128	4.236637221	4.176229726	4.197959442	4.184839749	4.235084022	4.156230614	4.24587612	4.218345618	4.15950605	4.176449213	4.559873953	4.414627284	4.581355814	4.374637342	4.340247745	4.323120012	4.343141756	4.36456475	4.311251687	4.369013045	4.391571312	4.40957242	4.410588228	4.396199465	4.104304038	4.232166533	4.170707058	4.195367165	4.157992543	4.137461932	4.12295746	4.149636162	4.104074618	4.152699403	4.265429612	4.259514959	4.327990197	4.44361082	4.368135467	4.428652519	4.106057686	4.260500109	4.023802407	4.107134764	4.181834367
AFP	3.014834366	3.020127321	2.866284985	3.126642366	2.981792009	2.941448119	2.804177915	3.093203661	2.973979325	3.024086451	2.999956858	3.161227551	3.117027634	2.969522067	3.023023344	2.917407369	2.841021741	2.959470067	3.19321832	2.952766756	2.734101121	2.689501537	3.060903119	2.642916831	3.347703501	3.517778126	3.460238511	3.114859645	3.001593419	3.076303357	3.259087713	2.940469227	3.182389639	3.114185056	3.163656573	3.280357489	3.27991079	3.339139959	2.838697483	2.936597887	2.937956969	2.996782321	2.896026411	2.82326642	3.010804247	2.89184116	3.03330754	3.246877998	3.072919694	3.05205348	2.988698688	3.02382846	2.851931558	3.498604518	2.948223376	2.881667906	2.797262994	3.088353482	3.16196098
ANGPTL4	3.770466416	3.834583948	3.753751025	3.581493661	3.690610978	3.547175159	3.769019764	3.935439877	3.979528356	3.811691454	4.021531225	3.814483082	3.802417134	4.065171811	4.416097061	3.939271946	3.760650382	3.730091518	3.857728534	3.840364132	4.229580684	3.887520913	3.623671544	3.529748655	4.257282922	4.197306112	4.343226692	3.931226618	4.794927291	3.909802822	3.86874087	3.930031438	4.187931528	3.95617207	3.95053121	4.016685418	4.222882845	4.105474052	3.65001999	3.821865287	3.674438178	3.758074199	3.855529055	3.857272555	3.738165202	3.929774415	3.792700241	3.892449867	3.749291605	3.731916653	3.905459886	3.931102992	3.873440032	3.918727461	4.129734325	3.816435602	3.66995566	3.848604375	3.782423028
B2M	3.782220063	3.330604296	3.503199298	3.482208017	3.371955922	3.626113594	3.49217302	3.629627233	3.834242402	3.718167455	3.820344077	3.778857601	3.14710896	3.401438961	3.492540857	3.236395697	3.372396684	3.458332868	3.490889403	3.181261675	3.465149312	3.318114815	3.256764432	3.560770875	3.361770811	3.082972029	3.367831349	3.612006998	3.839691593	3.710508525	3.693870554	3.841047082	3.736139246	3.956622031	3.850901635	4.056090774	4.125280741	3.949884373	3.167085921	3.485882283	3.402683466	3.642218322	3.256475952	3.65225684	3.326919778	3.30774981	3.360545395	3.440478172	3.452581667	3.681530981	3.736173943	3.86866812	3.844200532	3.826301733	3.635550673	3.535792724	3.260498541	3.351219395	3.447442789
BCAM	3.31413138	3.142371792	3.066181188	3.325332314	3.359108079	3.072911274	3.211836535	3.52803211	3.489659975	3.204577379	3.498919436	3.854317982	3.196973835	3.39630202	3.491109214	3.492219714	3.200217953	3.442693858	3.421462157	3.121734755	3.55026226	3.225424633	2.984159242	2.897516164	3.738894047	3.766892707	3.980879222	3.209428747	3.444928377	3.736541473	3.313277351	3.384211898	3.915274461	3.750374563	3.623198423	3.292381483	3.54534199	3.494142502	3.328644738	3.383457196	3.50154343	3.190394715	3.2449599	3.024075384	3.237418562	3.25492173	3.191360836	3.517879393	3.258623161	3.302539394	3.429503921	3.364511524	3.555758304	3.458251349	3.218275602	3.436570672	3.018790707	3.310632123	3.198146722
CA125	3.984420567	4.033805136	4.004622175	4.406292499	3.949507919	3.758339952	3.965186523	4.049045033	3.892198331	4.087135803	4.049224418	4.216719823	3.861442675	3.880795506	4.209386736	4.118965316	4.246219341	4.06050332	4.279056593	3.853350583	4.194436432	3.944551731	4.117082303	3.654064356	4.387128125	4.469128052	4.402867468	4.270865322	4.133402628	4.313015633	3.875212614	4.227686929	4.331599857	4.257327823	4.051550352	4.11377253	4.28194238	4.135461058	4.742220824	4.144402914	3.834458015	3.875919025	3.977726286	3.864922452	4.200000496	4.040822376	3.957918017	3.919418938	4.019628707	3.978533499	4.00400361	3.851076868	3.883002937	4.399097486	4.180013392	4.021164656	3.925346986	4.156956304	4.304860127
CA15-3	3.492255001	3.843400982	3.685581945	3.394371624	3.269781022	3.275529827	3.491531561	3.628880221	3.516321242	3.675692206	3.6576081	3.730485955	3.277570511	3.438242418	3.783608922	3.660494653	3.173855023	3.408514064	3.838916436	3.529398736	3.572484975	3.535985203	3.598579992	3.646212951	4.010882487	4.038708452	3.838417435	3.724563302	3.763663569	3.940009491	3.519492486	3.907237655	4.053786066	3.974250024	3.833765937	3.689267929	4.05152692	3.887565768	3.578195328	3.631055588	3.420406921	3.550398319	3.515872892	3.69454274	3.843396718	3.507322124	3.39109631	3.862074482	3.778570163	3.515277493	3.632115239	3.551995276	3.718536752	4.2563727	3.596371089	3.429148661	3.449220414	3.437177142	3.332196804
CEA	3.644100522	3.588203268	3.678299811	3.646906879	3.588610169	3.632834662	3.574023668	3.791618418	3.816855791	3.707957956	3.696107318	3.836385751	3.740075317	3.666570264	3.709453	3.741263311	3.670151755	3.643610406	3.781130775	3.528709864	3.591893437	3.631572322	3.772923139	3.636788243	4.063642316	4.20100854	4.022684794	3.780894033	3.665974991	3.711739534	3.606195671	3.638990464	3.679415027	3.766564174	3.759650746	3.737737507	3.785734188	3.794207832	3.676745535	3.689562096	3.686212238	3.694659206	3.75229406	3.733097883	3.624801179	3.666616546	3.697545836	3.632710891	3.774492611	3.616335518	3.610571307	3.80170667	3.507839439	3.899716492	3.769715178	3.61741511	3.741837651	3.748933403	3.660303851
CRP	3.380448447	3.312635014	3.365654673	3.303613844	3.316184698	3.28269942	3.29333851	3.294846073	3.361266044	3.334453702	3.357679952	3.292350395	3.336381589	3.250367159	3.356335429	3.361341478	3.27943408	3.380985483	3.389016284	3.264704428	3.348343875	3.184289484	3.327444217	3.289510989	3.74695329	3.767270785	3.738101062	3.513538631	3.451401083	3.414499417	3.35654146	3.393571515	3.400501407	3.397528895	3.462224863	3.45401607	3.45541067	3.449795699	3.357759926	3.439107985	3.389133572	3.275372122	3.308330075	3.245839495	3.303965166	3.373543001	3.196964161	3.291240247	3.3862173	3.307248541	3.411990691	3.477979822	3.343607713	3.377402795	3.304040274	3.258736914	3.312344786	3.329153791	3.313669971
ErbB2	1.48879641	1.326866961	0.873685124	1.046038627	1.522096982	0	1.467210264	0	1.398004872	1.102004478	1.454661119	1.456934168	0.926992549	0	0.909466912	1.596173615	0	1.199391606	1.765662669	0.928399637	1.681707514	0.927484989	1.071415437	1.118699977	1.612300444	1.63149666	1.498823872	1.299949029	0.972570941	1.567015021	1.210746764	1.452324388	2.441239186	1.526985549	1.536946699	1.641489348	1.743021181	1.758748364	1.210961582	1.334372958	1.090922145	0	0.964944297	0.225412816	0	0.689625794	1.124784271	0.236746478	1.043526313	1.286078126	1.879999332	1.644126706	1.554181191	1.465320375	0	0.984045751	0	1.041435284	0.172738759
Ferritin	5.510160951	5.464663487	5.463226789	5.479436606	5.43622489	5.522088588	5.500456687	5.454590229	5.394165387	5.51880864	5.314805331	5.497402132	5.496677277	5.390236285	5.446095453	5.537514086	5.465968696	5.32777121	5.530356851	5.502690837	5.401633095	5.343814208	5.493023709	5.498922226	5.684494864	5.871235141	5.78731982	5.637420887	5.539051693	5.502965676	5.502146422	5.521459152	5.524818347	5.56164376	5.479251608	5.55606582	5.585405088	5.546385831	5.145014518	5.563970432	5.481496051	5.469887729	5.478696882	5.431209279	5.439098147	5.513583191	5.427365091	5.407480748	5.435102581	5.415637693	5.522500894	5.598680644	5.448652233	5.555620452	5.370192923	5.501049046	5.465570854	5.534006338	5.280171612
FSH	3.73049059	3.517166748	3.403538312	3.162362882	3.27506281	3.75593876	3.459776872	2.707866269	3.558162546	3.538929704	3.859885435	3.98269501	3.879357866	3.594392069	3.609590063	3.464863381	3.456437587	3.609936489	3.336821908	3.380421506	3.505153032	3.66581613	3.380152163	3.06335702	3.812025338	3.864722053	4.1746497	3.50990712	3.986035419	3.66606879	3.437235456	3.821173887	3.942401246	3.820432571	3.58297354	3.63108352	4.064107789	3.582285688	3.828838774	3.54486112	3.357426543	3.582892001	3.432996626	3.773400582	4.080403437	3.754551015	3.193010465	3.511532678	3.46478066	3.279794569	3.440627216	3.372845582	3.539019469	3.764149913	3.791817309	3.925207612	3.387678655	3.539773204	3.902700122
GROa	3.202858317	3.446435528	2.989422434	2.91551553	2.281041762	2.972868838	2.751405485	2.349016495	3.17315481	2.569534478	3.055292409	2.877809033	2.364456893	2.206653562	2.69450873	2.609351194	2.853813147	2.429856885	2.704550122	2.471273477	3.020368431	1.605275222	2.744286837	2.067514361	3.237947001	2.991319534	3.307668592	2.937932642	3.302671826	3.227151275	3.073904235	2.635484174	3.618861043	2.85666089	3.022634249	3.051700772	3.032786651	2.9424306	2.142334886	2.651027869	2.895954797	1.02575824	2.380679764	3.027044015	1.647670086	2.331303587	2.033489277	2.215051327	2.035306791	3.113726456	3.249389337	3.271836742	2.813778982	2.926470032	2.315507601	3.038869594	2.701448455	2.890531368	2.201063788
hCGb	2.020270296	2.033085954	1.440473077	1.955674119	2.044676448	2.186060952	1.931230855	2.162056334	2.45886739	2.373875611	2.445027721	2.449296052	1.993253891	1.008774044	1.652896984	2.305675212	2.002476109	1.7854626	2.933814231	1.6122503	2.794718843	2.129836036	1.638594977	1.644626362	2.50571363	2.621390337	2.367230682	2.39108818	2.196571111	2.195290307	2.135186731	2.443975919	2.950648361	2.518631889	2.092202911	2.436198997	2.386562871	2.199585619	2.407711746	2.447381592	1.564937847	2.059191155	1.876049408	1.897962414	2.276957684	2.269518737	1.682948475	2.479038326	2.21371732	2.348959027	2.259089853	2.007046814	1.74552571	3.411200126	2.561148723	2.67138643	2.148610059	1.608187655	1.857573567
IGF-1R	3.705449979	2.979896494	2.909829304	2.053042661	3.532879664	3.118510846	3.206099087	3.17726801	3.765735985	3.663359295	3.725300143	4.270225813	3.352530042	3.309248383	3.275809504	4.136442034	3.652830521	3.545021785	4.533260245	3.10693512	3.17567822	2.648818147	3.008960021	3.101581078	3.57879574	3.500079476	3.925698905	3.389088438	3.624265224	4.180180247	3.570331062	3.616567288	4.431882702	3.753727614	3.5603066	3.863093294	4.245470237	3.543849735	3.292337102	3.936389381	3.585253407	2.973716612	2.796490906	3.143486858	3.530345164	3.555305506	0	3.525087905	4.070453436	4.082172322	3.873234303	3.792274087	3.461761826	5.183519043	3.383563868	3.429595233	0	0	2.222580703
IL-1 RII	3.676526991	3.682413654	3.561960856	3.425760709	3.456906301	3.40647628	3.467054593	3.586450027	3.495600041	3.608731102	3.597720581	3.468028014	3.69278089	3.776928203	3.775072568	3.933382263	3.5660042	3.416192134	3.68474033	3.453008754	3.543465884	3.4217628	3.709056729	3.347800565	3.694522103	3.793660704	3.490848049	3.604959938	3.943076661	3.577665753	3.789500098	3.714955366	3.732700077	3.676218802	3.64995454	3.60983986	3.772181033	3.647281704	3.50149406	3.532588188	3.244211644	3.650362346	3.707936323	3.607281389	3.538991129	3.515655343	3.663345205	3.510000144	3.64697491	3.613520546	3.820796014	3.768739134	3.812239066	3.939861357	3.751586532	3.592668769	3.43595157	3.448798373	3.413776318
IL-3	2.884750898	2.609751503	2.608001837	2.614229278	2.705700486	2.597966826	2.677349745	2.598257582	2.882571939	2.80938636	2.867300969	3.333324477	2.470991065	2.471143259	2.477550938	2.622130207	2.548273673	2.432201037	2.771963334	2.465088245	2.508868952	2.243195186	2.349348775	2.338549656	2.593059006	2.578813904	2.583301281	2.482298205	2.814421015	3.12252303	2.792583925	2.879637578	3.153046158	2.895361166	2.804006407	2.970625886	3.27089871	2.915769829	2.254622859	2.593086199	2.575893072	2.576152244	2.49438681	2.545869261	2.698220814	2.77165784	2.486461257	2.742975016	3.11783707	2.936388505	3.051314673	3.023073767	2.868479767	3.886703362	2.542832451	2.64305971	2.497334937	2.62046607	2.528849706
IL-18 Rb	1.686045193	2.544466039	1.369459762	1.248314055	2.134019294	0.559713151	1.344083438	1.06844209	1.998985005	1.830814349	1.776759376	2.486275877	1.109878041	1.19383629	1.334599549	2.571475537	2.142978056	1.469996512	3.168419692	1.314389405	2.094265943	1.332732896	1.315308867	0.634109103	2.066279976	1.825460885	2.145401122	1.897629015	1.70483077	2.531937952	1.773988494	2.216253336	2.965325042	1.99072193	1.834015739	2.099156656	2.465572256	1.690137585	1.520378881	2.367352526	1.611903342	1.627691637	1.260757281	1.640288256	1.94758637	2.187369193	1.796060656	2.195300742	2.483465913	2.495829075	2.123773684	1.730683079	1.534858137	3.594167737	1.976051322	2.100989515	1.759378555	1.540064016	1.468359708
IL-21	3.313127321	3.204731413	3.171009138	3.081818641	3.136779016	3.100181553	3.216234137	3.378247885	3.407101737	3.448974675	3.494853896	3.485313564	3.048646524	3.096731305	3.509644776	3.419186482	3.186954375	3.319092361	3.489103605	3.218703621	3.287992512	2.349149356	3.269421862	2.76023098	3.507611399	3.744629322	3.719277156	3.269441006	3.526143124	3.491999024	3.124004448	3.429069444	3.673872377	3.617346447	3.426170164	3.460550646	3.668606102	3.517959382	3.012016143	3.158060377	3.113126912	3.148798807	3.212828199	3.296308836	3.172574908	3.253875275	2.743052967	2.940840741	3.362337106	3.325350776	3.28624408	3.206158107	3.127494223	3.683421065	3.291786582	3.267372462	2.940184509	3.055155763	2.949208073
Leptin	3.531061468	3.046438484	1.81838478	3.414108417	3.293037565	3.311878436	2.151448956	2.825994418	2.949828563	3.002677942	2.658876482	3.085580628	3.203647898	2.706108958	1.741207405	2.107670658	2.219875107	3.127009571	2.51384017	2.856272536	1.774079833	2.587627923	2.432519595	2.254423623	2.087717916	3.4583273	3.17258978	3.190828862	2.800413381	2.666964674	1.999502078	2.77560378	3.529369435	3.239569953	3.895772734	3.258061734	3.143833057	2.339527056	3.346630398	3.475864088	3.074846043	3.14078348	2.745357162	2.988855588	3.522184506	2.956277186	2.594071554	2.508196392	3.05333947	3.107341898	3.476591075	3.455685403	3.892536358	3.498110189	2.834447877	3.840256228	3.361879339	2.926072552	2.890844323
MMP-1	4.015521647	3.589985781	3.852726691	3.669731711	3.612845289	3.614863067	3.632826736	3.926254881	4.043040235	3.684076775	3.961792451	3.418316154	3.481452545	3.895450819	4.108614805	3.50109272	3.453707906	3.366696894	3.766714348	3.622842212	3.685002534	4.127992833	3.770585178	3.200081536	4.194264771	4.113206476	4.262598806	3.766034253	4.145735553	4.097040541	3.945260065	3.856733238	4.184394723	4.244385111	4.123889896	4.20313351	4.305911538	4.266968408	3.634005344	3.891481862	3.712179469	3.36884877	3.740374563	4.148205456	3.723276887	4.082507155	3.408823711	3.383067002	4.151823407	3.909269394	3.535143138	4.004692872	3.817949879	3.85626379	3.399371715	3.386612979	3.682457188	3.925957326	3.900104545
MMP-2	3.236279792	3.274674955	2.361778802	3.106516965	3.0601968	3.02290852	3.361900871	2.789924084	3.589387026	3.234295914	3.511368207	3.652250367	3.071935524	3.090530442	3.258117425	3.432916392	3.06901831	3.607624697	3.084477415	3.219061521	3.351198969	2.861355578	3.171870014	1.935468059	3.691943734	3.829478571	3.769162146	3.364528907	3.159691601	3.731774021	3.003004617	3.278937131	4.182138693	3.894472767	3.335168795	3.47377526	3.406553701	3.756498726	2.814653474	3.045468557	3.246646086	3.300383207	3.267821709	2.930114884	2.674628554	3.025337535	0	3.318332493	3.384505738	3.197041212	3.443494076	3.229416721	3.298636001	4.163433648	2.662972435	3.348777182	1.840660988	2.938161885	2.609327321
MMP-3	3.829108792	3.819856738	3.79748291	3.850873021	3.944939617	3.900757109	4.072165256	1.650991646	4.039270412	3.926789846	4.057791383	4.096645133	3.852119672	3.803341268	3.860104804	3.643591777	3.91505132	3.909292146	3.941631446	3.77062078	3.793365466	3.785043977	3.912578225	3.920518438	4.089056483	4.176599186	4.019090588	4.072045552	4.121982627	3.901135087	3.948645165	3.994205503	4.194050855	4.175452601	4.113703658	4.120441989	4.194953345	4.013603646	3.605724737	3.769096525	3.666770662	4.041633825	3.772615218	3.866135164	3.796624502	3.94043548	3.715841926	3.751488517	4.033423695	4.022195281	3.821208234	3.9800776	4.042768859	4.283017398	3.6835698	3.432942806	3.553090393	3.705370204	3.833078571
MMP-8	3.077907833	2.547528309	2.624464202	2.199312665	2.430511324	2.479306104	2.443522784	2.912815698	2.944342734	2.463276559	2.66409627	2.695410518	2.764463807	2.63350756	2.824455401	2.769897729	2.644980269	2.884989088	2.87647212	2.205589477	2.899148209	2.773547792	2.692858459	2.572002898	3.303552336	3.085407859	3.627584529	2.85904835	3.241414729	3.139799315	3.057960254	2.754419503	3.038192516	2.979585983	2.907999196	2.814670565	2.932060736	2.827842853	2.644057338	2.438892042	2.453657668	2.894693748	2.811638509	3.071979645	2.592719135	2.712633524	2.731701069	3.361584793	2.739229581	3.078417605	2.553324233	2.882250404	2.624550801	2.795429876	2.745386937	2.763551738	3.235925785	3.432022785	2.461730397
MMP-9	4.146766394	3.873021161	3.789251329	3.791943545	3.857691121	3.929277526	3.810941422	3.866683091	3.965363228	3.779945266	3.793732938	3.996976391	3.923404196	3.736462392	3.751410445	3.902414402	3.805924178	3.856634582	4.137173134	3.519018217	3.483194858	3.61932505	3.812541155	3.6814	4.067931864	4.010376687	4.279966725	3.798127071	4.30802607	3.96260337	3.911738573	3.830516355	3.957950638	4.085454851	3.879331258	4.042918701	4.133646094	4.043011149	3.761852443	3.894759843	3.8437499	3.870943308	3.852813569	3.901828403	3.427035178	3.788625464	3.515609468	4.037934677	3.932473228	4.109456526	3.985872528	4.035454356	3.91307588	4.409981759	3.798966449	3.929923675	3.918681588	4.087840913	3.743301174
MMP-10	2.540942677	2.639610309	2.596337691	3.073690729	2.667920436	2.45155377	2.868547302	1.451090975	2.637545135	2.394534565	2.832983113	2.621168322	2.824006428	2.566970508	2.824297297	2.86166222	2.984341227	2.585300007	2.863859031	2.647390364	2.798580704	2.594538376	2.567173233	3.066957728	3.011714687	3.196416603	3.198855424	2.483760742	3.170152489	2.806825045	2.560003484	2.756233467	3.146524142	2.858158319	2.861992451	2.7704953	3.017843563	2.821902737	2.678819943	2.473209401	2.73200277	2.708863664	2.734743565	2.827796511	2.817398947	2.610269777	3.011244912	2.96038105	2.759229354	2.608138777	2.487583772	2.88037039	2.628878337	2.801226894	2.607019023	2.429306028	2.407151069	2.551035993	2.968362255
MMP-13	3.792731588	3.484892055	3.543276001	3.646011437	3.592673563	3.747416908	3.605663598	0	3.770777292	3.685869462	3.691856263	3.779366533	3.66974065	3.655516494	3.596495523	3.713244479	3.741295609	3.532558762	3.640094591	3.531980027	3.609203419	3.505626504	3.625451363	3.616327054	3.514008591	3.767043446	3.791023026	3.764400211	3.704497583	3.632033761	3.616353655	3.732671854	3.794559281	3.741127917	3.619466067	3.676241837	3.863362885	3.808773586	3.096492417	3.660791989	3.666128658	3.735864576	3.66021225	3.622451339	3.482190619	3.556439222	3.352913018	3.488640231	3.55867456	3.659946256	3.803806933	3.789475073	3.709557509	3.95827586	3.581976552	3.533651032	3.483499826	3.546044836	3.235954334
NCAM-1	4.559897436	4.401176389	4.488269094	4.554473459	4.500288388	4.574146027	4.55980353	4.074909815	4.569364757	4.547227988	4.572860028	4.574425702	4.509218403	4.443531148	4.520322332	4.557173808	4.523311271	4.466196514	4.530131631	4.506405553	4.501939395	4.502217827	4.598476592	4.493295057	4.717880801	4.741475575	4.679627939	4.550472992	4.622252913	4.575525133	4.533758548	4.498183463	4.564300726	4.575878337	4.581781494	4.469058066	4.617588809	4.619715126	4.411947509	4.471314306	4.573542193	4.548032989	4.545691527	4.472197865	4.455403203	4.551290697	4.329819605	4.490216879	4.536782725	4.462045131	4.544969092	4.560483973	4.494774545	4.503615041	4.414869355	4.490539405	4.521186489	4.537494781	4.213089149
Nidogen-1	4.525621685	4.527904415	4.529246691	4.536852035	4.474755026	4.562272323	4.540305561	3.803369745	4.635255196	4.539062876	4.55462432	4.547828314	4.58042461	4.53385016	4.533115395	4.551948252	4.542234616	4.54520161	4.560195024	4.568104114	4.545038794	4.512965127	4.570032984	4.546725209	4.796392131	4.844542597	4.781907008	4.619245026	4.648988181	4.595418447	4.556889743	4.580379595	4.56169117	4.596945524	4.598963082	4.573922823	4.632073754	4.615321377	4.481624087	4.550320752	4.537088339	4.574312003	4.541335138	4.508625262	4.576592286	4.5611689	4.492553604	4.474865441	4.538272072	4.508515098	4.563222259	4.576553473	4.539016092	4.621991557	4.546703866	4.455685649	4.583158998	4.575096078	4.542556679
NSE	3.336302677	3.260736506	3.4244165	3.496706882	3.375899425	3.456963001	3.416424404	0	3.478301136	3.418788786	3.112880551	3.624743951	3.20857291	3.353156991	3.463653068	3.360842908	3.531690422	3.18332688	3.620298024	3.186880864	3.259203577	3.030202064	3.328444464	3.302626034	2.893844925	3.418262446	3.534223533	3.414364003	3.477429431	3.394188444	3.661160988	3.625486176	3.690781814	3.296774787	3.497330709	3.543287094	3.57986817	3.636739369	3.299025893	3.540346505	3.444238455	3.27067686	3.370797214	3.299792826	3.5151844	3.618355384	3.147840467	3.472103798	3.589583203	3.555762266	3.520972391	3.412142868	3.430530591	3.864627376	3.605906253	3.294855087	3.561246742	3.524766453	3.479938977
OSM	2.942168065	0	0	0	0	0	0	2.172848223	3.246420203	2.874114797	2.937188671	3.497859587	2.5670574	2.782935289	2.760552054	3.012689821	2.194913315	2.946457802	2.574070193	2.77234141	3.085642182	0	2.329344155	0	3.110533731	3.280333728	3.389763939	2.826792022	3.116197039	3.485550455	2.861967372	3.122409895	3.604280355	3.388074838	3.16931005	3.122982595	3.240273227	3.536862677	1.412952761	1.740927943	3.00932882	2.505242406	2.917133064	2.794176742	0	0	0	2.150494668	0	3.060578579	2.999251047	2.831406858	2.881780809	3.146500413	2.569474261	2.976152686	0	0	0
Procalcitonin	3.280279044	3.460624939	3.405868771	3.336486642	3.239030416	3.243206198	3.409616768	0	3.55103958	3.512025219	3.634896701	3.348196385	3.425156421	3.366707726	3.575914363	3.644331859	3.301735686	3.388473567	3.423292484	3.227501115	3.513364251	3.311057342	3.472102283	3.102445549	3.634653643	3.728759952	3.70362707	3.432209974	3.644558046	3.596144264	3.500168183	3.615457818	3.78301675	3.758706195	3.567275607	3.494539932	3.767261668	3.584528928	3.189796873	3.282518757	3.014988404	3.229262163	3.399485203	3.343424722	3.231514355	3.198828732	3.40609223	3.223455624	3.298534958	3.05785938	3.392306456	3.30562661	3.317867099	3.501929506	3.373344847	3.243344589	2.792736923	3.170734163	3.140534632
Prolactin	4.401331473	4.410961018	4.617395539	4.42661596	4.586801667	4.429118003	4.567959586	0	4.485208315	4.328305628	4.40658284	4.714468378	4.989256466	4.539424203	5.257839265	4.722754406	4.886755697	4.518471507	5.163304804	5.297592335	4.338174303	5.044238993	4.972071789	4.577105479	4.602549502	5.236856239	4.856418002	4.739467507	4.443457582	4.937776516	4.612026019	4.617898423	5.042218064	4.56142183	4.904919513	4.334488645	4.740639633	4.653677535	4.470192638	4.517857822	4.450585817	4.494933619	4.224438931	4.489711363	4.648503493	4.515838307	4.427707029	4.841936195	4.701829714	4.92799804	4.408167971	4.278143867	4.526135372	5.349513417	4.008437004	4.209434411	5.406704318	4.603079974	4.568270281
PSA-free	3.099150984	2.721701054	2.896061526	2.4394231	2.816591584	3.114539012	2.931708154	2.292578066	3.196767983	2.6975397	3.10798416	3.002333252	2.834157828	3.059709818	3.105432603	2.952249377	2.739561621	2.9123086	3.127595541	2.802977137	3.172773495	3.085898594	2.873301703	2.850291529	2.966580174	3.133615004	3.178631829	3.067441711	2.733966984	3.193612229	2.738242113	3.092194138	3.303012923	3.048571605	3.063450512	2.983478347	3.422622668	3.045656527	2.92504267	2.92584398	2.897600027	2.63976335	2.666266702	3.2996287	2.877949627	3.383985163	3.34949548	3.081088863	2.896862637	3.004861733	2.757549709	2.826527616	3.008934667	3.142404125	2.692424138	2.523564896	1.94838138	2.913324485	3.166794384
