#NAME	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K147V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	1040V4	J095V4	1107V4	X003V4	1004V4	X004V4	S106V8	S099V8	C220V8	C402V8	C422V8	K054V0	K055V0	K057V0	K060V0	K194V0	K003V4	K005V4	K019V4	K037V4	C532V8
IL-6R	3.457793338	3.404174951	3.506313548	3.583922567	3.508373527	3.559014052	3.550162414	3.446356168	3.454574371	3.465979437	3.480034959	3.478166846	3.470358091	3.519939316	3.490766204	3.560789629	3.517498998	3.514362189	3.521264777	3.466427268	3.47460939	3.570622141	3.541285188	3.557949537	3.519714767	3.474803619	3.531984879	3.497846395	3.449425785	3.478155534	3.426501289	3.546346266	3.483851367	3.50405195	3.444311343	3.544639441	3.585200773	3.543450769	3.361240177	3.394770486	3.408523713	3.45987583	3.470566389	3.506751093	3.490994366	3.404390086	3.464151026	3.419874067	3.424285887	3.443704225	3.477966325	3.480789125	3.457935234	3.553437219	3.503838732	3.451914695	3.465693414	3.43373316	3.467178001
IL-7	1.687679971	1.356139426	1.608911636	1.34773533	1.360970341	1.545757989	1.305589458	1.384257854	1.172776325	1.267012012	1.201354138	1.356460309	1.300046126	1.177165117	1.677080299	1.53883302	1.414420821	1.318345187	1.58006454	1.187163803	1.483833101	1.185975461	1.451530384	1.289280702	1.424009963	1.395441435	1.587714423	1.168286708	1.173389512	1.24128973	1.162021563	1.221027047	1.472203283	1.564104703	1.425430023	1.541761659	1.486231433	1.398470752	1.35524562	1.084368236	1.095771452	1.344586205	1.281420378	1.501983497	1.231742547	1.409172928	1.289004365	0.876508799	1.101964367	1.768778084	1.912009427	1.90415403	1.669171424	2.152768669	1.30090323	1.367102783	1.476802316	1.40374437	1.404417189
IL-8	0.974874208	0.686846052	0.901617454	0.801489123	0.790865652	0.841296453	0.697547528	0.675212105	0.544764552	0.507550023	0.668971154	0.477993202	0.670057687	0.82776511	0.956245467	0.856968468	0.846257888	0.581209131	0.840335295	0.597884281	0.892219169	0.640365107	0.779647167	0.665859993	0.783981785	0.531444843	0.992535068	0.391839941	0.955451324	0.390858313	0.565704065	0.546732341	0.806676045	0.800098433	0.668572163	0.789384471	0.790410282	0.604089168	0.662314241	0.298656425	0.497132358	0.764411389	0.801984241	0.858392227	0.658954432	0.877920971	0.45598099	0.314030153	0.535095257	1.039691277	1.208113493	1.134329488	0.967106175	0.564520466	0.971219299	0.744430422	0.686143346	0.607189134	0.552185713
IL-10	1.34730116	1.06083536	1.230779775	1.040654488	0.995949685	1.124254359	0.987991657	1.058632653	0.875183504	0.826049327	0.950930661	1.077428203	0.924993678	0.957885063	1.431660123	1.117815906	1.081708346	1.023563024	1.250222135	0.919657692	1.161986687	1.043429374	1.197682764	0.959982025	1.191523294	0.940298588	1.331342033	0.851863032	0.738445939	0.7852224	0.818598958	0.819757402	1.118592079	1.240497647	0.997272524	1.224221187	1.090784938	0.759712483	1.067637058	0.622280593	0.835017805	1.031284405	0.986528184	0.958354227	1.061494576	1.077655323	0.920370037	0.69211195	0.804602457	1.336302842	1.57847606	1.518841796	1.326169213	0.882320516	1.038627062	0.982660503	0.93573217	0.935204436	1.023994649
IL-11	1.614553853	0.889830443	1.38110232	1.286270783	0.975878171	1.098815305	1.167199705	0.961521881	2.485788397	0.962163125	0.896945976	0.719501474	1.087595888	1.250347431	2.09063404	1.537451122	1.463342006	1.160452059	1.602348075	0.984025701	1.624532008	1.683408578	1.455609024	1.472181804	2.633881628	0.696206477	1.670830894	0.851642894	2.430591156	0	0	0.863790614	2.689984462	2.329205074	0.652712567	1.335642217	1.593715722	0	1.052733289	1.075942504	1.708917904	1.343784578	1.466875085	1.542017633	1.012751012	1.385411673	0.666189391	0.75261547	0.871716214	1.596227142	1.8741785	1.64796006	1.460041459	3.251067775	2.793819569	1.485870757	0.920821737	0.795873401	0.510858155
IL-12p40	0.965966693	1.982406534	1.476630453	1.752885326	1.504394628	1.225021787	1.520325498	1.811061605	1.798534015	1.76432682	1.517103448	1.928094995	0.990589035	1.635026497	1.619925441	1.417071646	1.85904924	1.875841564	2.504173985	1.768336768	2.206756267	1.923641046	1.805917856	1.545017088	1.43617511	1.653796077	1.902514095	0	0.426107844	1.716081328	1.21549502	1.401278651	2.463204727	0.960632659	1.286669763	1.491796664	1.938884768	1.199160258	1.895424272	1.019887604	0	1.761437494	2.232938202	2.190367313	2.120297765	2.187563609	1.570828093	1.533912502	1.728819967	1.669287349	1.76273436	1.594277821	1.835169368	3.716129363	2.172828444	2.194426236	1.524350523	1.830873561	1.855452877
IL-12p70	0.096640951	0.155915278	0.163720988	0.143479799	0.075162016	0.192737845	0.100888212	0	0	0.028168995	0	0.242809184	0.027685774	0.035174	0.208111228	0.076497333	0.102689677	0	0.005010946	0	0.116288612	0.091460696	0.062386572	0.034149838	0.100333421	0.043082318	0.177910491	0.124350452	0.066413196	0.018621796	0	0	0.246376119	0.015888892	0.060284214	0.015880252	0.025548495	0.01074518	0	0	0	0.204346304	0.165938659	0.241573705	0.133077781	0.121222981	0.053548724	0	0.021536619	0.047261123	0.152832526	0.179263831	0.058819513	1.553319209	0.19479826	0.126640674	0.06933479	0.019583059	0.050746126
IL-13	0.90517946	0.498675525	0.65433415	0.4704942	0.491202491	0.592307466	0.510202743	0.459460975	0.433091452	0.451012208	0.481374722	0.500071777	0.508893583	0.448221484	0.719216272	0.659355577	0.585681008	0.454846642	0.688395015	0.397356869	0.566582899	0.376586496	0.537941169	0.535130801	0.493319163	0.371519752	0.716205321	0.231172109	0.299983231	0.451517603	0.363961797	0.37757649	0.624224941	0.683512017	0.484507447	0.624847369	0.598666132	0.46238746	0.542608773	0.254694548	0.375435779	0.53649107	0.53513637	0.569067046	0.484296369	0.648183776	0.362550021	0.163636568	0.326823966	0.841601318	0.945128887	0.95042234	0.737945313	1.533582209	0.562781016	0.58203641	0.472630838	0.411215231	0.575990019
IL-15	1.927122072	1.612702921	1.706227628	1.656199983	1.659037983	1.765498678	1.510060637	1.333808142	1.336249071	1.166020341	1.405582742	1.378348283	1.590648142	1.629866403	1.957182203	1.791902572	1.909294494	1.686741933	1.877139339	1.528379523	2.081824748	1.486712948	1.715225391	1.666308321	1.651199827	1.571372767	1.95067618	1.365542298	1.272965383	1.462699509	1.285988589	1.446588956	1.930459928	1.974842484	1.458990967	1.817844317	1.624743844	1.54429263	1.27085117	1.360842553	1.206471408	1.779052254	1.609058701	1.89034313	1.473363042	1.709038952	1.473436284	1.182579885	1.351920729	2.014554056	2.0973856	2.119173236	1.811776672	3.081160345	2.582129439	1.732996031	1.56265313	1.424208253	1.270569428
IL-16	0.895024744	1.077821069	1.0883883	1.246995318	1.008074771	1.303939434	0.804333364	0.895294275	1.300639392	0.950935727	1.102442417	0.980891514	0.971543663	0.814807428	0.996117851	0.948961189	0.863324677	0.921761419	1.236752752	1.170144567	1.213449523	1.228497545	1.282684241	1.016177878	1.296464509	1.184235538	1.842871746	1.146230083	1.336327812	1.279926242	1.219178233	1.188572266	1.427265577	1.034299369	1.04311327	1.029505766	1.160931946	0.764068153	1.022024658	0.907019798	0.431496125	0.976731722	1.063679408	1.090308379	1.281750524	1.072194836	1.083993896	1.514455746	1.020164628	1.23260472	1.067988248	1.382906508	1.057250724	2.217027476	1.690701229	0.849066057	0.88574945	1.10516855	0.732570575
IL-17	0.915515611	0.802684967	0.971962742	0.816497611	0.728402415	0.974977074	0.916752752	0.650684531	1.523529438	0.392916028	0.396781531	0.703408143	0.748821057	0.853817125	1.472184962	1.118252058	0.825809766	0	1.003692475	0.439530306	0.956346094	1.505049435	0.815850005	1.352861708	1.668142257	0.827389203	1.059583471	0.667659938	1.758509108	0.806711559	0.4603767	0.57218624	1.38566229	1.810500209	0.531216934	0.772913701	1.09428728	0.684851059	0.592059142	0	1.486860911	0.699509383	0.843478915	1.081063109	0	0.892435002	0.182546889	0.794467797	0.800381942	0.972649301	1.368536342	0.905620712	0.874197194	2.294934496	2.408151398	0.854554843	0.399106869	0.611152276	0
MCP-1	2.840322367	2.773629963	2.743582114	2.877837285	2.962891052	2.80677676	2.789748063	2.580673229	2.651331423	2.596629946	2.75609905	2.749014024	2.733474131	2.833797316	2.828519212	2.810001525	2.715382489	2.661091206	2.652694844	2.736382966	2.678501747	2.697187763	2.762929283	2.617546858	2.766648455	2.688598134	2.909533097	2.34762506	2.634531205	2.645914944	2.687012105	2.723688538	2.746213386	2.769647914	2.847456333	2.763863485	2.972067348	2.765953514	2.475757171	2.667500891	2.779085431	2.799254596	2.769302259	2.892528332	2.67879415	2.705667206	2.62267136	2.532242726	2.725851742	2.914494257	2.839043505	2.913762578	2.763585213	3.129438088	2.652199802	2.648298647	2.563818991	2.537168688	2.525743507
MCSF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429253629	0	0.234128244	0	0.094989165	0	0	0	0	0	0	0	0	0	0	0.388764939	0.579606549	1.20899177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIG	1.327865154	1.946377794	1.437889619	2.391703102	1.421283788	1.371112932	1.829821718	1.070008537	1.384707254	1.661130316	0.632090351	1.22586302	1.321022702	1.783103762	2.350122588	1.956663527	1.764220922	1.136324915	2.188111191	1.997787609	1.936749773	2.348150274	2.295818833	0.950961365	1.577442742	1.556107624	2.272179723	0.946405804	1.868863415	1.420503978	0.559241535	0.224280002	2.309539525	1.442321296	2.73870772	0.960018456	2.200736543	1.595878197	1.269484833	1.293096983	1.265888501	1.436830443	2.132304328	2.179110003	2.077111431	1.848984987	1.164617451	0.533817279	0.690705812	0.987138586	1.691219595	1.369119108	1.83219306	3.860533912	2.066201392	1.442674169	0	0	1.433656899
MIP-1a	1.434698345	1.410388987	1.462340777	1.622887867	1.614487386	1.590654585	1.257509561	1.665951556	1.676960691	1.509751901	1.632926129	1.541018911	1.674836183	1.527092558	2.276775375	1.719085981	1.495060821	1.645826448	1.545454351	1.456202824	2.115511351	1.409591852	1.460021192	1.19965031	1.251181474	1.663248008	1.782015679	1.457927808	2.434064783	1.604750573	1.447552244	1.409586082	2.17771132	1.558671908	1.63760748	1.602191095	1.768764005	1.340591725	1.442894494	1.476979059	1.296119395	1.479322721	1.610953005	1.560122881	1.711078996	1.850468559	1.349174376	1.460650917	1.702604153	1.317391967	1.230289452	1.366555437	1.356694013	1.911532375	2.790060155	2.828931833	1.758587548	1.611176286	1.482192756
MIP-1b	1.407842521	0.910638704	1.179361072	1.469915853	1.549631396	1.417627479	0.924806854	1.715826302	1.263410296	1.386423382	1.591967495	1.491550851	1.535391042	1.260459438	1.129386491	1.71813732	1.146485768	1.689953224	1.503250763	1.217670153	1.376799782	1.334041901	1.373029482	0.948471205	0.756411554	1.439185692	1.817426784	1.03970554	1.754774399	1.538282701	1.412276765	1.129292214	1.934372925	1.398282179	1.413232785	1.506411303	1.742338271	1.057335055	1.45135808	1.302246536	1.193968708	1.315401654	1.44223343	1.418625413	1.501598886	1.675760444	1.391847714	1.047002945	1.162511301	1.140684283	1.174116854	1.299452615	1.289275908	1.650478126	1.486253167	1.705679084	1.827162138	1.618978224	1.485482088
MIP-1d	3.007597454	2.903215733	3.170660102	3.239155555	3.255037089	3.294775103	3.074760144	3.251464329	3.270740964	3.23014925	3.299024478	3.154008986	3.281038485	3.14010812	3.275688822	3.066501009	3.085954756	3.182629691	3.24626248	3.212227892	3.011111713	3.250466107	3.22359489	3.346105424	3.066867258	3.112432005	3.16112803	3.185420043	3.135513947	3.034877221	3.241051772	3.075196487	3.280019904	3.202972278	3.22014352	3.206741119	3.221130002	3.195707663	3.123848508	3.174797446	3.060705196	3.310005544	3.250042383	3.166922192	3.347284383	3.297197081	3.212635127	3.091594069	3.251534429	3.243030892	3.091256108	3.103248333	3.155501442	3.383849636	3.189180823	3.289973596	3.101083509	3.242571124	2.962110151
PDGF-BB	3.214576064	3.197993212	3.242326517	3.264530077	3.192349896	3.393882525	3.349707424	3.227514178	3.145697677	3.238177699	3.168295512	3.252034135	3.277048538	3.254843778	3.294514555	3.325144447	3.21210342	3.166716664	3.318966244	3.230122596	3.27170431	3.054420097	3.325367494	3.335923001	3.21977073	3.237037203	3.24621389	3.266079136	3.208864813	3.303300707	3.166511165	3.216390303	3.252935891	3.179835583	3.239009766	3.271096559	3.211734287	3.345732997	3.149061733	3.238478088	3.157868668	3.215721213	3.163620853	3.232891535	3.159126264	3.254205228	3.296501671	3.180428123	3.178392191	3.233701175	3.200982228	3.22658516	3.248152195	3.287582324	3.180745407	3.179000337	3.328760892	3.261700031	3.281148755
RANTES	4.093433413	4.060503705	4.093906743	4.173667374	4.100245393	4.205648673	4.206377536	4.129660868	4.10709015	4.088919599	4.165331334	4.188822927	4.136783966	4.102859093	4.149389078	4.134559166	4.154379447	4.128343513	4.10946526	4.095242709	4.075296358	4.091571842	4.149808586	4.192792537	4.115641688	4.142000897	4.103323852	4.158339138	4.0662474	4.154617394	4.094572649	4.082186598	4.106442994	4.098334473	4.023025524	4.141338155	4.211755171	4.121663278	3.995796184	4.067954402	4.068591807	4.104856671	4.108371911	4.132742895	4.208330293	4.18007069	4.162687668	4.122913485	4.148790468	4.054147913	4.060759703	4.066861574	4.120702885	4.265106052	4.126276316	4.136835196	4.167048109	4.122820529	4.199834931
TIMP-1	3.880206452	3.865157773	3.944987058	3.942118637	3.945208222	3.972327011	4.011079555	3.926502843	3.924098182	3.923459448	3.857838775	3.877735329	3.951852604	3.920388911	3.672814091	3.992110918	3.962016316	3.89680228	3.873723456	3.907967615	3.957923468	3.937381999	3.946703245	3.989280256	3.918221695	3.916018865	3.848855809	3.928185564	3.784531078	3.944989941	3.87432381	3.900832155	3.907252848	3.882930804	3.901235048	3.924900504	3.994123871	4.005352115	3.825340525	3.808791021	3.841479163	3.895803383	3.914106933	3.882926045	3.858390313	3.925197094	3.902927237	3.821684618	3.869898184	3.845414699	3.879302628	3.87793859	3.975498966	3.930441472	3.893792878	3.859059587	3.860877816	3.848654919	3.901970791
TIMP-2	4.262262052	4.226381584	4.279905801	4.357075198	4.323239039	4.402755697	4.440534896	4.335961222	4.290883596	4.318620312	4.337721024	4.332518986	4.352074801	4.333970876	4.270293716	4.331290005	4.31671887	4.284495678	4.320152497	4.319633981	4.303145043	4.268221664	4.345836958	4.41463254	4.303813897	4.285079561	4.289657288	4.325979393	4.256972881	4.341223047	4.251813409	4.261556826	4.310255042	4.241621316	4.285110556	4.313136469	4.373371021	4.388499275	4.206450494	3.966396752	4.249793059	4.363285735	4.333796687	4.344899959	4.312209088	4.357346197	4.345674103	4.253882824	4.339351696	4.256048906	4.233340364	4.2069718	4.311824483	4.346782472	4.303117514	4.324024551	4.328693777	4.326986476	4.372282171
TNFa	1.891589655	1.511320551	1.780381171	1.535254588	1.552390058	1.706733846	1.525041639	1.548175494	1.227570331	1.386023426	1.385265965	1.253390598	1.316986133	1.190602884	1.845278314	1.624192862	1.657083991	1.386921001	1.765918651	1.28626494	1.759080862	1.241295211	1.637377022	1.400964361	1.576981972	1.451758323	1.799320849	1.271184197	1.272832049	1.173313218	1.239596307	1.43988019	1.758174875	1.813098531	1.305904581	1.715740671	1.634083072	1.378623342	1.467269296	1.000068159	1.259039896	1.432880398	1.459517933	1.701397822	1.497637298	1.590336388	1.37730622	0.885503586	1.246929149	1.800314502	2.083153468	2.065880541	1.829376869	2.779278356	1.525111602	1.462491545	1.585615468	1.483406994	1.555546951
TNFb	2.953094316	2.517077093	2.846571044	2.46837309	2.445007889	2.673909606	2.504440792	2.518226912	2.247853117	2.223865191	2.464348708	2.268653949	2.342605254	2.155819322	2.89350254	2.699470819	2.663080857	2.390858558	2.783011807	2.285767145	2.745829245	2.673083295	2.553290179	2.280558591	2.540937244	2.34303147	2.689385795	2.220617409	2.073919283	2.177325585	1.990923702	2.388068463	2.769621392	2.759519254	2.333591553	2.702598443	2.688111749	2.272415998	2.353284051	1.637513818	1.744356552	2.525536344	2.438485022	2.683056377	2.376556541	2.57338432	2.304274704	0.998728139	2.226689417	2.845348712	3.126586203	3.097236285	2.942366923	3.640914307	2.425096692	2.561363211	2.568791473	2.494680924	2.61995411
TNF RI	3.621848052	3.498315006	3.603559514	3.680953211	3.645985784	3.665402461	3.600283722	3.52949782	3.526245627	3.611523872	3.264502718	3.675010894	3.620039258	3.619647962	3.673605443	3.485725622	3.651855837	3.576171782	3.677651497	3.675355769	3.660175147	3.662584619	3.653128899	3.429884856	3.62371267	3.577137405	3.734226752	3.686338171	3.567468288	3.643559617	3.437424719	3.62945178	3.782988886	3.625394998	3.569492815	3.561181077	3.759095188	3.611550845	3.557832309	3.51101526	3.571939787	3.551235858	3.621934903	3.699400295	3.743039556	3.674952135	3.618392834	3.52332286	3.564407667	3.618759287	3.524949197	3.518046715	3.66842592	4.084313758	3.657205611	3.424867131	3.504767478	3.562615472	3.652404429
TNF RII	3.896640193	3.882324767	3.937153568	4.039305877	3.978347015	3.965808275	4.015849693	3.992937731	3.956949816	3.937844933	4.031781248	3.983285515	3.924992657	3.931303091	3.964429795	3.904511355	3.98788884	3.920510004	3.945458832	3.958032942	3.684887678	4.022676622	3.987871844	4.002788677	3.923222054	3.945114334	4.07582825	3.998234239	3.913686557	3.949842488	3.848103248	3.907019253	3.981808057	3.852317754	3.900960091	3.930565591	4.035866658	3.943251622	3.861637205	3.828562141	3.869191918	3.868544217	3.964710082	3.986623974	4.019666557	3.971512144	3.931092859	3.850030215	3.87566578	3.889835993	3.85706292	3.916214414	3.975653199	4.318109247	3.964146521	3.878998264	3.851694603	3.847950313	4.003281836
4-1BB	1.882474141	2.881187541	2.442341047	1.303728291	0.33978068	2.587639191	0	2.54295413	2.670188848	2.025240724	2.54499593	2.173348367	2.526823571	3.22212741	4.493904071	3.76281283	2.93775051	2.67732689	2.552889445	2.804550346	3.681567194	3.309824083	1.717947537	2.299170057	2.99055341	3.093592534	3.235542194	2.730081551	4.497636981	2.459232353	2.134970659	2.401339299	3.566626886	2.769468155	1.8394784	2.445580022	3.207175203	2.190373421	2.58750131	3.127598818	2.413852233	1.843968417	2.889435835	2.023608561	2.955322753	3.112738651	2.544978785	3.394524625	2.889562153	2.714228272	2.456452257	2.787648195	2.181044367	3.24357126	3.84534564	2.571375032	2.718753851	2.423839174	2.418020129
ALCAM	3.875948853	3.845380641	3.853306826	3.838997497	3.848669041	3.847701002	3.714408418	3.840469537	3.782201201	3.749412547	3.808542084	3.784116876	3.865975224	3.87820651	3.84786025	3.844848324	3.881966638	3.906163678	3.896376918	3.903257769	3.938939484	3.888967012	3.891690853	3.924655402	3.775304522	3.846893925	3.878066935	3.858827842	3.756071516	3.852166664	3.841823163	3.765013198	3.907578321	3.820792404	3.808702145	3.82361542	3.867039278	3.82462159	3.686841285	3.631164383	3.718587464	3.807253966	3.858322728	3.764343806	3.324899418	3.828154225	3.791905779	3.877528107	3.782718321	3.90461457	3.865357889	3.7996611	3.91895418	3.814530718	3.851262681	3.832602384	3.831371294	4.131262114	3.797588269
B7-1	0.77768549	0	0	0	0	0	0	2.009126066	2.145635849	1.906983781	0.986186178	1.862425165	1.180883463	0	0	1.620387527	1.685090355	2.451114616	2.50047682	0	3.042131981	2.435871683	1.481645887	2.186626812	1.184848276	1.128428675	1.430739322	0	1.430469349	1.791711443	0	1.13028424	2.768279185	0	0	2.563280252	1.516493548	0	0.431106219	0.850170628	0	0.788428973	0.461639128	0	2.171687819	1.865136888	1.645865143	1.875618899	2.265123285	1.057145662	2.065385171	1.970530979	1.402748321	2.733413465	1.707391058	0	1.612645473	1.950696475	2.419900254
BCMA	3.715130342	3.680967697	3.697795154	3.750826336	3.72268577	3.717778575	3.55887947	3.692097044	3.742553303	3.618948734	3.716365392	3.622266262	3.687134552	3.798378396	4.408874489	3.899661769	3.72740285	3.785083578	3.802597195	3.720367328	3.899494716	3.821606576	3.706896003	3.760977434	3.748357059	3.739253364	3.812573461	3.652464842	4.292100296	3.676970778	3.603160169	3.636969151	3.799858954	3.656015994	3.684568328	3.618135818	3.789967664	3.568882087	3.621806718	3.734692133	3.694359327	3.691839439	3.702939062	3.682814654	3.731213719	3.704038148	3.683411366	3.859560689	3.742875995	3.725993876	3.752733235	3.712202432	3.723228345	3.790107373	4.03792055	3.68384724	3.649645097	3.230656655	3.67547245
CD14	3.869672605	3.81226761	3.817087018	3.758688996	3.836435474	3.767797914	3.684106634	3.787657201	3.744362928	3.716405299	3.723351713	3.761056131	3.792729151	3.833282519	3.804849557	3.811717256	3.858248099	3.849698453	3.861508944	3.858739541	3.867359324	3.82618725	3.833917045	3.868075569	3.814270643	3.823409898	3.860483134	3.783979954	3.446403299	3.747971281	3.664561848	3.522517305	3.816150659	3.705957905	3.687033794	3.667989368	3.807202088	3.674527928	3.554893881	3.759232156	3.693128433	3.759255091	3.823905268	3.722168344	3.749112923	3.788262263	3.70006605	3.862892751	3.799355481	3.935400101	3.816932701	3.836978423	3.872157098	3.80074918	3.818410857	3.818269733	3.754506555	2.18311871	3.75437163
CD30	2.063476581	0	1.994055583	1.59980285	2.183228734	1.354331114	0	2.481486592	2.277727117	2.504813253	2.010040167	2.246904375	2.386115627	2.109308825	1.744441472	2.674032141	2.13619726	3.002458531	2.887177699	2.58758254	2.571208894	2.427202475	2.650179859	2.534614574	2.45084225	3.264906263	2.608771834	2.369429154	2.051184702	2.812499998	2.168243793	1.071962332	3.284266239	2.385267355	2.458249042	1.77416987	2.416160277	1.780589452	2.089244062	0	1.770309704	0	2.13945968	1.19510144	3.022108558	2.439223739	2.494477782	2.721628891	2.719636222	1.888335075	2.665394958	2.784472331	2.505851049	2.884378316	1.748727543	0	3.223169377	2.62737299	2.782616878
CD40L	3.844588418	3.513274161	3.611624298	3.589315797	3.410368812	3.557995641	3.474194835	3.907737749	3.822345215	3.714874184	3.830626002	3.883153686	3.569568249	3.729385925	3.760863362	3.619367263	3.880084915	3.758280555	3.700133059	3.306784903	3.580647831	3.859647532	3.727064022	3.853125531	3.806495885	3.77076405	4.048940245	3.787275055	3.552159764	3.971809636	3.452090953	3.856451024	3.866216545	3.865484587	3.884913582	3.877941134	4.020069363	3.774867523	3.890615146	3.665356025	3.625468988	3.474292504	2.931505174	3.699074999	3.802933054	3.836019217	3.614410367	3.934839343	3.926247327	3.654662451	3.817566896	3.795434589	3.451324736	3.857089592	3.485425984	3.489817784	4.016056336	3.408902816	3.771766182
CEACAM-1	3.494302167	3.521119245	3.714844659	3.887925693	3.550911238	3.568916398	3.606571957	3.683001269	3.440458832	3.516244889	3.529544506	3.584453814	3.463624421	3.6200701	3.653285009	3.92236263	3.577183806	3.432727783	3.371114474	3.492562613	3.342180626	3.540270864	3.815503335	3.689118364	3.382135663	3.724022583	3.819714886	3.804325827	3.442227619	3.744734639	3.75153256	3.732350526	3.718600391	3.741112394	3.559513388	3.769729678	3.563380926	3.758774437	3.531894825	3.522333979	3.748806633	3.600036297	3.567937819	3.550538616	3.62995144	3.543181397	3.449372255	3.715097535	3.480647844	3.664092088	3.253155427	3.581947012	3.647781141	3.504340963	3.733488073	3.542909888	3.297467371	3.344074853	3.482927379
DR6	3.857424433	3.760918421	3.795758905	3.924607506	3.872557771	3.842769702	3.760842106	3.871121601	3.790176113	3.712244779	3.849965473	3.727572814	3.864425585	3.895050628	4.131280171	3.862698008	3.829500293	3.924035297	3.927084928	3.930534437	3.947001029	3.942064337	3.85107544	3.83352321	3.892720754	3.811924935	3.942326108	3.823850882	4.141878833	3.814799969	3.802297088	3.744482789	3.943258789	3.740630184	3.752427405	3.747292507	3.956756921	3.80179198	3.71099474	3.822432507	3.773325678	3.747171211	3.863495061	3.804159012	3.857665513	3.81060881	3.683770505	3.933014911	3.779986179	3.901203552	3.852856376	3.857527075	3.926651889	3.74611602	3.897362651	3.787313998	3.770589049	3.657967132	3.829405152
Dtk	3.987326307	3.659041139	3.928955383	4.071286448	3.902674529	3.918865463	3.463732983	4.042826944	3.753272851	3.780994856	4.009505945	3.927116188	3.831606266	4.083877657	3.955213398	3.931279412	3.847750717	4.21047427	4.165009622	4.044114706	4.396070473	3.937821832	4.271970155	4.087877624	4.012860748	3.934433686	4.096846514	4.127524355	3.90381599	3.910997277	3.858880013	3.76266301	4.281329173	3.887888345	3.991434686	3.836018509	4.019254869	3.884486917	4.047998925	3.889782562	4.010568434	3.908795555	3.995232423	3.77683285	4.013783219	3.89855936	3.944356617	4.086768155	3.975765532	4.000595296	4.15084616	4.087087621	4.01363394	3.815308838	3.885687747	3.798931839	3.553506261	3.878418654	3.901418977
Endoglin	3.18991383	3.138015258	3.275463545	3.292941848	3.244637155	3.228345847	3.18965825	3.042020173	3.022199143	3.104938016	3.309658747	3.297442056	3.08297588	3.002133242	3.172655604	2.760139843	3.160426639	3.354172627	3.417306598	3.364962133	3.30889055	3.17664167	3.409213539	3.378086013	3.315193859	3.487422171	3.262629173	3.19298867	3.076963345	3.03219963	3.060322199	2.982387578	3.203678942	3.137900825	3.064906147	3.131922154	3.120629411	3.075455723	3.248529054	3.203905718	3.358008824	3.229019629	3.252562094	2.998801718	3.158179645	3.130658451	3.109781574	3.260569473	3.202941837	3.402557192	3.287193993	3.287232812	3.271631976	3.209451754	3.31133287	3.147892102	2.619501216	1.952576988	3.232720131
ErbB3	2.410549581	2.686148717	2.487532051	2.424984763	2.875419749	2.608438655	2.361811375	2.665822652	2.192177859	2.303290234	2.154331893	2.731363124	2.661219743	2.393181849	2.530011205	2.789170077	2.835283787	2.84163289	3.065106214	2.7016343	2.503026503	2.546119161	2.613420616	2.507785223	2.497125234	2.861751859	2.547713069	2.640994957	2.433820751	2.747696811	2.692244788	2.862684376	3.032330772	2.391508009	2.465997629	2.634859989	2.777023848	2.368046338	2.183143804	2.700368936	2.363658268	2.617346841	2.535909824	2.645435398	2.760352949	2.637624085	2.591073872	2.864153924	2.880141931	2.821735524	2.767110523	2.813148255	2.551346548	3.193474809	2.931014332	2.798890879	2.093790358	2.925239036	2.177914637
E-Selectin	4.219295199	4.141553059	3.919489881	4.307781799	4.232117569	4.352184553	4.061465391	4.312511269	4.001666254	4.147579747	3.90216029	4.337122965	4.289143349	4.201930023	4.141481069	4.066933522	4.307147418	4.333701983	4.492205055	4.448639447	4.261524083	4.409990042	4.412359302	4.470535528	4.319303618	4.288975616	4.319985196	4.111526964	4.400904422	4.129672498	3.611141806	3.972505613	4.318340269	4.033261358	4.376210268	4.328577697	4.17569644	3.982850469	4.337777139	4.295390706	4.204310616	4.331765982	4.268173736	3.862548455	4.091536447	4.114205761	4.216816642	4.325014789	4.116279444	4.307068454	4.286657424	4.484730958	4.436612974	4.233648643	4.22264441	4.061173677	3.319383342	2.956672116	4.216547248
Fas	3.13552092	2.845499359	2.893150604	3.080180954	2.98165482	2.909218939	2.728388643	2.957890176	2.921261915	3.032791488	2.900747119	2.855575795	2.968300322	2.873240266	2.879269214	2.544548788	2.999933101	2.925421919	3.071233463	2.174293578	3.087853252	2.886295361	3.021646794	2.837843471	2.893944422	2.897249622	3.25437221	2.920101974	2.868366574	2.976899875	3.209866887	2.894214049	3.397592283	3.004172282	3.027618324	2.890743124	3.009403118	2.766043555	2.544943533	2.764267233	2.597360262	2.953019026	3.124650139	3.007933276	3.073004844	2.887034823	2.716172611	3.007417176	2.917602324	3.101953141	3.122965682	3.205851761	3.178714297	2.918293116	3.020350845	2.966224199	2.609452031	2.046742477	2.851660806
