#NAME	1004V4	1040V4	1107V4	C220V8	C402V8	C422V8	J095V4	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K147V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	S099V8	S106V8	X003V4	X004V4	C532V8	K003V4	K005V4	K019V4	K037V4	K054V0	K055V0	K057V0	K060V0	K194V0
IL-8	7.466375275	7.627555588	7.51078336	8.708330946	7.888600125	8.108267864	7.325640017	8.317713523	8.363533697	8.449239732	8.336296537	8.053284241	8.071363271	8.166967542	8.32141881	8.542042767	8.400357807	8.253423826	8.443338154	8.239406194	8.470128666	8.534563901	8.339811176	8.358224999	8.486968296	8.114572042	9.020914947	8.330100044	8.269683474	8.352070141	7.706991356	7.674101794	7.787532336	8.073465094	8.0574466	8.586826944	9.249789171	8.333034956	7.979518578	8.532219228	8.412948135	8.149208051	8.408386778	8.032122195	8.920005385	7.570956913	8.019853622	7.895983019	8.425364739	8.008073279	8.459732568	7.899794633	8.078453359	7.538679354	8.093143756	8.343028163	8.543890161	8.099881942	8.179399748
IL-10	0.883986013	0	1.073222259	5.941091315	1.504104992	0.416364282	0	0	1.903372242	0	2.458488366	0	0.936230136	4.050599909	0.690095495	2.195985309	6.091745685	0.390988959	2.969964043	1.620654921	4.075661742	2.009149465	1.063678149	0.380656026	0.983869774	2.83571329	3.467751725	3.143353424	2.594707546	0.916236873	0	1.488651299	3.45535803	1.695028553	3.64049224	1.974295883	3.259979313	3.939845657	0.642921646	3.369216081	6.350194569	0	3.289671222	0.677148006	6.800665238	1.242555339	1.138004512	0.960903966	6.010485241	4.814419205	2.783014902	0	1.18109436	0.626948245	0	0	0.758509101	1.938435843	2.305488699
IL-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.597631697	0	0	0	0	3.322874069	0	0	0	0	0	0	0	0	0	0	0	0	5.316399369	0	0	0	0	0	0	0	0	0	0	2.240451145	0	0	0	0	0	0	0	3.183787516
IL-12p40	0	0	0	3.779261268	3.769965243	0	0	0	0	0	0	0	0	0	0	5.762220564	2.263765539	0	2.174208788	0	4.932569756	2.536760476	0	0	0	0	4.97236974	0	0	3.413811002	0	0	0	0	0	1.817035663	5.429339608	3.220567449	0	6.125766484	0	0	0	0	0	2.379938968	0	0	0	0	7.16555761	0	0	0	0	0	2.019848954	1.9260652	4.153423496
IL-12p70	0	0	0	0	0.111723792	0	0	0	0	0	0	0	0	0	0	0.014607567	0	0	0	0	0.097911447	0	0	0	0	0	0.154504311	0	0	1.460539424	0	0	0	0	0	0	0.189786575	0	0	0.488666997	0	0	0	0	0.370510495	0	0	0	0	0	1.085138878	0	0	0	0	0	0.19297582	0	0
IL-13	0.060856377	0	0	0.464491753	1.046330411	0	0	0.457973069	0.012363233	0	0.060655051	0	0	0	0	0.523586251	0	0	0.278074026	0	0.701384568	0.157061821	0.269231184	0.454111578	0	0.541061666	0.556882063	1.751908538	1.315523966	2.262705711	0	0	0.566659286	1.001266737	0.160737825	0.617255909	0	0.57937243	0.062095786	2.033970815	0.407843486	0	0.502967212	0.626191624	0.507177941	0.601180676	0.809821945	0	0.783794511	0	1.285213497	0	0.413052226	0	0	0	0.522953887	0.231962601	0.186404338
IL-15	0	0	1.845264689	1.335881852	5.762454189	0	0	0	0	0	0	0	0	0	0	0	2.497979979	0	0	0	0	2.35143101	0	6.86738192	0	0	2.681486592	0	0	8.204738998	0	0	0	0	0	0	0	2.708389014	0	4.446930663	0	0	0	0	2.783607846	3.10304915	0	0	0	0	12.18801606	0	0	0	0	0	0	0	0
IL-16	6.375666849	4.507433841	2.941442051	10.70497922	8.904404456	9.668740362	5.024939208	8.806024637	10.45455823	10.75640749	10.36941781	8.850939899	8.937116531	9.975729793	9.343479651	10.45929155	10.79754905	8.461165014	10.26212123	6.536928925	10.8453685	8.957226415	9.815105197	6.182249169	10.34049492	9.86844797	1.443821883	10.5904875	10.48065085	9.488524266	5.670318941	8.526430256	10.18696819	10.12443853	8.727131215	10.32605823	1.997199134	10.54810886	7.043393126	10.03412167	11.07174424	7.762841326	9.878538953	8.891816087	6.346597399	8.656618412	9.703483619	7.417632446	8.642878544	9.116393659	9.437103458	8.583896673	8.718094519	5.781928838	7.167984007	8.048802397	7.793780678	9.935752552	10.00760789
IL-17	0	0	3.380379295	6.202584555	0	2.480134048	0	3.224519038	3.510104522	0	4.347331615	2.316919141	2.916665833	3.570589631	4.235359756	4.370471408	4.042087854	3.755101387	3.64866399	1.867110964	4.260005526	3.409076941	3.736239329	2.308937766	2.603941795	1.704771566	4.622308722	2.776568532	2.725908591	2.619492874	0.020157199	2.027230405	2.316442444	2.564404528	3.783842431	4.323764065	4.370090176	4.32154707	3.207638858	3.60379724	5.343462218	0	4.523665484	3.040238479	4.275778809	0	0	2.680720186	4.305301101	2.064244671	4.468621958	0	2.712302184	0	2.775649467	2.331333814	3.52807576	0	3.915367901
MCP-1	9.429630592	9.0856105	9.474266036	9.46294135	9.538744911	9.995182518	8.767096653	10.66730076	10.41984826	9.888219686	10.92963384	8.745232218	9.190668014	10.41842342	10.96608966	11.179377	11.17764781	10.66288935	10.69707607	10.17140663	11.32337673	11.07680885	10.79778378	10.60190237	10.22995501	10.56451252	11.99806531	11.18252595	10.84044689	8.902643677	10.00220342	8.964188234	10.13859338	10.17921846	10.61162032	11.14385425	11.93219751	10.48402757	10.06080019	10.70136633	8.917768975	9.530857715	10.54852831	10.53287827	10.17047234	10.14820921	10.00245507	10.08340604	11.03191034	10.56815298	10.19844283	9.685267198	9.761059515	9.833252482	10.15820031	10.76031956	10.26325226	10.62418095	10.53190186
MCSF	3.014815204	3.542524608	2.476056665	7.540321151	5.293963551	4.876187093	0.681881835	6.23838255	5.706020167	5.994962607	5.542596143	4.397653764	4.693956222	2.58984032	6.635020339	6.06834797	6.756714272	5.238353878	6.435429269	3.952307971	7.498226305	5.884046941	6.806915948	2.89006732	2.740569683	6.615244269	9.571670359	7.212430672	7.205571201	3.660062587	2.416866223	2.90927965	6.324901739	0	4.097772726	7.841580837	9.921540837	7.162621807	1.52528787	7.306397559	2.786017394	5.283981133	3.182452138	3.083806922	6.251005346	6.601399173	3.08463009	5.346171751	5.636166769	0.926392836	5.890330982	5.582492074	5.874171331	4.231958012	4.879913315	4.408264842	5.066368383	6.990975786	7.902320782
MIG	12.37594838	11.98496719	12.45956462	10.49639752	13.00386355	11.94177235	10.79907684	12.8256412	12.07084888	11.54418532	12.7079319	11.22308472	12.55014493	12.74642475	12.6305642	12.85895192	11.37187093	12.33122718	12.77150251	12.66868855	12.73982996	11.88827181	12.73698728	11.87786157	13.04362536	12.28637206	12.52723203	12.93860449	13.03851333	12.94750279	12.44125944	12.17264947	12.82711765	12.38640573	12.80742937	11.28777342	11.05501023	11.35893801	11.42283256	12.9102296	11.70889419	13.00447055	12.16556595	11.31930541	9.251279788	12.42143427	12.45945373	12.62702487	11.58139153	12.65206341	12.56475337	11.20444114	11.10034115	12.06666092	11.95149065	10.91151317	13.14235591	12.29694786	12.22981732
MIP-1a	8.993027957	8.096569914	8.178436409	11.84728624	9.678373945	8.120928447	8.392054375	10.14378131	7.507968231	8.360504451	11.75369922	8.992417862	9.501263104	11.86247045	10.5702213	11.88706853	11.84668567	10.34034192	11.97564055	9.160944834	11.70112686	11.93579877	11.812213	9.015335542	11.08674858	10.73744869	10.41108328	11.62733265	11.54591703	8.378994669	9.361430234	8.508488184	11.88883888	9.868081295	10.04958418	11.7362664	11.92683431	12.08775927	7.466689385	12.01655365	11.98684325	11.01561006	10.48406233	9.740397076	10.57681477	11.47435082	10.59969857	9.896867978	11.83763259	11.59771567	11.50302622	7.763374735	11.62729317	8.772238779	6.374704285	7.30406837	9.793654123	11.16899931	11.73722452
MIP-1b	8.266433058	7.388929331	7.833182826	8.859143558	8.343911838	7.539207309	7.894274171	8.544261972	7.292690461	7.160778461	9.122106319	8.373519774	8.261358554	8.948358447	8.571855529	8.765489329	8.723818757	8.643716409	9.292707309	8.128727565	9.154632237	8.987595042	8.763205251	8.405976213	8.790227669	8.831070057	8.420928154	8.768206609	8.758082789	7.712342045	8.551639399	8.180384231	8.69749554	8.481126965	8.648348397	8.993831684	9.518386148	9.215544387	7.168248627	8.957000035	9.142008906	8.78430878	8.584509909	8.427494418	6.993330537	8.380878639	8.428027905	8.521538951	8.864842408	8.582021645	8.218210183	6.790317443	8.422694647	7.999114146	6.109770515	7.15530263	8.628697152	8.587438465	8.542462015
MIP-1d	10.57322871	10.49294097	10.73514816	10.87758107	10.81617136	10.58938733	10.7455789	10.76367909	10.77455039	10.76755158	10.90994101	10.75995752	10.94010857	10.64503771	10.86203138	10.59669133	10.74479488	10.66524097	10.90280341	10.81874858	10.92494823	10.75932135	10.72654413	11.08109731	10.67989401	10.76139858	11.35402173	10.66257081	10.67342822	10.77801979	10.9960941	10.53642317	10.56789399	10.65265431	10.8489583	10.8773697	11.74810189	11.00437896	10.74417129	11.06829907	11.11948703	11.00177469	10.73551833	9.798176298	10.97320624	10.77338358	10.74158577	10.78620286	10.67959839	10.35978035	10.75059215	10.52423843	10.63106222	10.65961014	10.94181665	10.89890533	10.8404016	10.41449831	10.58500445
PDGF-BB	3.401263664	0	2.57303167	1.439163958	3.50403717	2.245008636	0.710368012	3.01323192	1.120685554	0.827679537	3.672870025	0.749877588	3.222079615	3.713707208	1.9030011	6.101362836	3.466354387	3.742010197	3.30833179	2.380504855	3.596777592	3.277978372	2.672928625	2.353424467	1.957365323	4.134998741	4.102790411	4.416878758	3.369271724	3.304124577	2.600575149	2.760440355	2.003895435	2.148330976	3.446214626	3.173490288	5.096937078	3.488670502	2.169175334	5.096287543	2.183856897	1.765189977	3.412457125	2.760577555	3.972069571	2.931337924	1.29536863	3.279726092	3.590251408	3.414694622	5.19452929	2.036498124	3.194995647	0	1.418261585	0	3.209196219	2.860548321	2.691292757
RANTES	11.73247547	11.24303946	11.80623551	11.3855598	11.17194407	11.35881078	11.42392152	12.13211295	11.0928235	11.08465898	12.23349004	11.88417082	11.86935707	11.9700583	11.77857899	12.08108091	12.03049209	12.00333882	12.16048665	12.10203118	12.29020377	12.14109388	12.15734796	11.79898296	11.46103821	11.42862828	9.18852133	11.63825328	11.55838396	11.57422189	11.77110927	11.75471554	12.1265412	11.78093702	12.17253801	12.25362735	10.63273406	12.36044933	11.87761864	12.53591235	12.09334409	11.87055811	12.03944958	11.78462967	11.2732061	11.21673902	11.13055823	11.87855935	12.16653117	11.31354667	12.19700772	10.98000977	11.06662933	10.94090547	11.94754773	11.72839314	11.90498299	11.15699408	11.73535031
TIMP-1	13.30687309	12.86001902	13.37079903	13.08648367	13.2254316	13.04826	13.09689512	13.42519264	12.78735244	13.06904419	12.9502381	12.9805281	13.30363172	12.88751529	13.10394676	12.97536097	13.02497252	13.06731195	13.06446192	13.11221831	12.99318128	13.4886196	12.86758072	13.39418166	12.82464599	12.90614412	13.82364648	12.77279064	12.74819337	13.23418983	13.34503735	12.98842957	13.20736542	12.71831358	13.38625046	13.10586688	13.93042185	13.08492623	13.37075529	13.16277855	13.03535113	13.17101788	13.04827259	13.11202938	13.51093339	13.23808881	12.66533027	13.27592557	13.10693742	12.66631075	13.3543758	12.94558881	12.92410884	12.96291116	13.32666032	13.31331997	13.52341135	12.5465608	12.80164245
TIMP-2	14.40664496	14.17037669	14.34132799	14.17322808	14.4313288	14.26726703	14.10059981	14.50436714	14.29249312	14.50763375	14.35594207	14.50513686	14.64877523	14.18438472	14.32313607	14.43148434	14.39066109	14.48703892	14.68280497	14.39654692	14.30343407	14.61641666	14.40942254	14.40587038	14.26163096	14.28434607	15.07589726	14.23086651	14.46327447	14.31271291	14.59295988	14.37722125	14.20250849	14.29606163	14.58890597	14.7649493	15.23926536	14.70562714	14.36451721	14.62444553	14.51628656	14.49926174	14.34322301	14.22551798	14.67888227	14.37732112	14.14057628	14.31675474	14.25561353	14.22410501	14.35243874	14.21697278	14.29463512	14.23919551	14.42155516	14.39541862	14.33945329	14.17808587	14.21219706
TNFa	0	0	0	2.64798103	5.138026131	0	0	0	2.287642368	0	1.452422867	0	0	0	0	0	1.886838732	2.134352982	2.767532027	0	0.834393145	1.088280473	1.33839803	3.778065559	3.300672446	0	4.704734792	2.330352364	0	5.643408186	0	0	0	0	0	2.174038305	2.58556686	3.081291226	0	3.885027258	3.494571686	0	3.112928864	0	4.294105862	0	0	0	2.621664771	0	6.280825831	0	0	0	0	0	0.403652901	0	0
TNFb	0	0	0	8.043952836	6.907938514	0	0	0	6.343132585	0	4.856392718	0	0	4.915513553	0	8.053624169	0	5.57357694	7.349542056	0	7.161675689	7.221277824	0	5.764759338	1.739245952	0	9.142836127	0	0	6.647802659	0	0	0	0	0	5.558056109	8.471480816	6.467985553	0	6.601559316	0	0	5.253961263	0	7.957620542	0	4.332183913	0	6.14916309	0	7.362419077	0	5.472892126	0	0	0	0	0	0
TNF RI	11.60853942	10.76267508	11.11957338	13.24213316	11.63149069	12.14474537	10.67825184	12.03467116	12.21468713	11.704735	12.72598431	12.056413	11.96529735	12.77766025	12.33922684	12.75154751	12.86462083	12.08832218	12.75175855	11.30356854	12.63088424	12.51884321	12.41216526	10.9110944	11.59445849	12.4028511	13.96981634	12.21632061	12.56901806	11.59305865	10.42930618	12.1053135	12.02752946	12.58047946	11.67896896	13.13206135	13.91998696	13.06637172	11.60912457	12.93627689	13.04874819	11.6990719	11.32216785	10.94115088	13.19586072	12.08570594	11.58465954	11.63297629	13.11624285	11.97613575	12.25313965	11.56580218	11.97523744	11.44287317	11.38186376	11.86883361	11.84730239	12.29500109	12.35721063
TNF RII	11.76811554	10.4328563	10.681572	14.0658886	11.64674933	12.46101789	10.38185802	11.9460265	12.34738542	10.49046074	13.20626243	12.00906593	12.22144663	13.32851724	12.6907833	13.29230828	13.53341886	12.37210507	13.28657341	11.75195505	13.96576167	12.64242514	12.96529477	10.8134782	12.49300201	12.76273561	14.45244314	12.8908476	11.40599661	11.66262367	11.25106454	12.60475377	12.43026081	13.00597768	11.92900551	13.67570727	14.55938281	13.60207929	11.81844391	13.90567735	13.61319584	12.21565488	11.4089163	11.35549214	13.8167503	12.20440381	11.88913197	12.02675401	13.68993772	12.58588441	12.77467689	11.01084542	12.25125025	11.05580446	10.510997	12.18824204	11.52634871	13.08433789	12.86653165
4-1BB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.66020854	0	0	0	0	0	0	0	0
ALCAM	0	0	7.769862184	11.44158256	9.898198005	10.93642215	9.54441566	12.44873138	10.21138506	12.13343381	12.71262222	11.70715455	12.48606975	11.95295745	12.24382087	12.74672056	12.38251876	11.17218602	12.29359142	9.859869203	11.9958445	10.59989698	11.33723877	9.548771287	7.740757878	11.93315107	9.341262278	12.22660357	12.4460938	11.13104187	11.31478954	11.73629808	10.80913202	11.85575706	9.995578515	11.9834883	8.603262002	12.83942863	10.57348438	12.76735817	12.23441822	10.49321014	10.92026005	12.13575091	10.11979766	11.47626389	9.494121415	10.03004699	10.81504982	9.695645046	11.78446524	10.4458243	11.52593775	10.4474374	11.56910063	12.25115526	11.64631659	12.95410748	12.99602424
B7-1	0	0	0	0	5.437245242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.61386471	0	0	0	0	0	0	0	0
BCMA	7.049063761	0	7.592807951	12.52186665	9.631383179	9.639956139	0	11.02176779	11.31039948	10.96866522	13.29347268	9.975516971	11.76397163	12.30187851	11.66999129	13.52332415	12.61336853	11.00254548	12.20716616	7.659204935	11.70438956	10.66442862	12.63873469	9.137670476	11.45843671	11.03813838	13.22938073	12.14153814	12.29981477	8.697134559	10.7596159	10.3591801	10.92387448	11.52942928	11.07294873	11.84830502	13.08385249	13.1456293	8.234198423	12.70494457	12.134483	10.24581955	10.23791417	0	12.04933987	11.30620225	11.34500166	10.03279004	12.25324934	0	14.72472036	10.60497209	10.99404326	8.925329468	0	7.619777918	11.00045466	10.40882896	0
CD14	10.40874484	10.82965149	12.03552636	12.77927853	11.2075315	11.74511249	11.91873511	12.9930193	12.84542465	12.31649297	13.02062188	12.76404275	12.95248229	13.23422235	12.89780604	13.07423533	11.81620912	11.464331	11.20760348	11.22408372	12.18393555	11.32790619	11.88801035	11.55183408	11.26694266	12.5258653	12.13983519	12.31508279	12.70909881	12.19093332	13.14141812	11.86642097	11.29283436	11.33629446	12.03959808	12.40632389	12.42714005	13.09498172	12.14753454	12.92675001	12.94829712	12.03155058	10.69836104	12.1080506	12.29320624	11.27530572	11.85194759	11.83878472	12.27683784	11.62008295	12.39113461	12.11743591	11.33346049	11.96389659	12.63842655	12.71668942	13.09304467	13.3076356	13.07636783
CD30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD40L	0	0	0	0	7.356458418	0	0	0	0	0	9.712924962	0	0	0	0	0	0	0	0	0	0	0	11.4040863	0	0	0	0	0	0	9.361008238	0	8.538930312	0	0	0	0	0	11.23791198	0	12.4644083	8.007727594	0	0	0	0	0	0	0	0	0	14.11477478	0	0	0	0	0	0	0	10.10354038
CEACAM-1	0	0	0	10.95575566	8.792875706	4.307167507	0	10.57279379	9.644013523	11.59556177	10.39245272	7.16318176	0	10.82462292	0	10.51037076	11.25666959	0	10.28991789	0	11.17745345	10.00224387	9.62295239	0	0	0	12.60117765	9.898919023	9.199855639	5.343492598	7.075068172	0	11.0679253	8.006919164	8.480589958	12.36856062	13.12958759	10.39678815	0	10.18306194	10.16814099	0	0	0	10.90762113	9.67827289	4.284509768	7.727734555	11.31313848	0	10.35771182	11.52658199	8.314085504	7.274146425	9.045042256	0	0	11.59737904	8.613553765
DR6	9.311819326	8.789588328	9.12276604	11.41249769	9.437230631	10.22815106	8.772268964	11.48856748	11.37147311	10.57917908	12.55729787	10.64695967	11.89351379	11.63517373	12.01265467	12.78284265	11.70417362	11.28090131	12.0773085	9.84788299	12.03052028	11.52495028	12.26118183	10.17114482	10.01648001	11.27988483	11.33317595	12.70008538	11.74292854	9.776933273	10.34659104	10.55724336	10.91246023	11.62044497	9.674282552	11.97720649	11.79826955	12.97036119	9.280138921	12.97219683	11.50608564	10.23833524	10.3359297	9.861390554	10.40285235	11.18387658	10.14660454	9.88043425	11.81311904	10.06848912	13.47793911	10.21358002	11.15408144	9.650026337	10.24527214	11.14738063	10.87569858	12.63820601	12.84778932
Dtk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.33836997	0	0	0	0	0	0	0	0
Endoglin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.356028166	0	0	0	0	0	0	0	0
ErbB3	0	0	0	0	0	0	0	0	0	0	7.20479547	0	7.046041985	0	0	10.21141632	7.196383445	0	7.666418318	0	0	0	0	0	0	7.786798263	0	10.16739924	4.765749566	0	0	0	0	6.438690927	0	0	0	10.63694478	0	10.68074785	8.378364361	0	0	0	0	5.261053013	0	0	0	0	10.55642533	0	7.354269511	0	0	0	0	10.95871621	12.02284388
E-Selectin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.031782535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.686164884	0	0	0	0	0	0	0	0	0	0	0	0	9.596160686	0	0	0	0	0	0	0	0
Fas	0	0	0	9.540133557	8.811022315	6.670832826	0	0	0	8.639014595	10.40854774	0	7.369261595	8.551678681	9.800160024	10.88476203	10.00165331	8.477348437	10.04163169	0	10.63358615	8.4024945	10.99652583	0	0	8.598463005	9.400636756	11.06184827	9.869073032	0	7.792035249	6.357887704	4.819794546	9.452111656	0	9.058373918	9.790785089	11.70586446	0	11.55460848	10.47689789	0	0	0	9.583110972	9.871458297	6.306366266	7.700826528	6.947346807	7.929178693	9.317699189	6.167331019	8.419829965	7.167999627	0	0	9.024150507	10.24360683	11.87136692
Flt-3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429741242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09891224	2.454048548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GITR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07387623	0	0	0	0	0	0	0	8.893079402
HVEM	0	0	8.494179045	11.42802479	9.873976224	8.716787484	0	10.53143502	0	10.7591116	12.4682803	0	11.27066963	11.54654709	0	13.58523922	12.25464979	8.680392288	12.33315459	0	12.28469549	10.77086251	11.86466411	0	0	11.21692781	9.245671521	12.27870594	12.49512989	10.43465863	11.96941504	9.140214546	0	9.972446747	0	11.48905056	0	12.4123175	0	12.77040458	12.61409311	0	7.473028644	0	10.67282846	11.84206959	9.854927962	10.04925576	9.726245905	10.26571818	12.27747861	11.79207245	10.52562463	9.831487727	0	0	10.90043206	12.61129373	12.71461606
ICAM-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.525815595	0	0	0	0	10.19332123	0	0	0	0	0	0	12.55179112	0	0	0	0	0	0	0	0	0	7.794556238	0	10.81881755	12.30523995	0	0	0	0	0	0	0	0	0	13.47108318	0	0	0	0	0	0	0	9.861873833
Contactin-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.32039706	0	0	0	0	0	0	0	0	0	0	12.86526888	0	0	0	0	0	0	0	0
IL-1 RI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL-2 Rg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.423590331	0	0	0	7.550774909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.466739294	0	0	0	0	0	0	0	7.865980454
IL-10 Rb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.818511516	0
IL-17R	0	0	0	0	6.295404762	0	0	0	0	7.646687257	0	0	0	0	0	6.742234764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.116562456	0	0	0	0	0	0	0	0	0	0	0	0	13.02221657	0	0	8.862089699	0	0	0	0	0
IL-21R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.60400654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.14485749	0	0	0	0	0	0	0	0
LIMPII	0	0	0	0	0	0	0	0	0	0	0	0	9.607199591	0	0	10.60822252	8.746270644	0	10.27025992	0	7.884890178	0	0	0	0	8.449563404	0	10.48692842	7.849413921	0	0	0	0	0	0	9.867783267	0	10.87024918	0	11.0421586	7.687164429	0	0	0	0	0	0	0	0	0	16.31390607	0	7.921024798	0	0	0	0	0	9.72197188
Lipocalin-2	8.965895995	9.179985277	9.039905807	9.949256885	9.286216253	9.461923856	9.236096035	10.10850232	9.951798435	9.9718048	10.1137163	10.05478418	10.13787707	10.22998361	10.08850922	10.14037867	10.03267133	10.03116119	9.565259764	9.497484778	9.966848365	10.04768258	9.897992022	9.504986025	9.926538805	9.498624797	9.641534602	9.581355403	9.911424829	9.414275337	9.955202581	9.378255318	9.375785112	9.347384582	9.578286045	9.624616373	10.24024771	10.22269151	9.435856941	10.09790289	10.08731614	9.459441312	9.258863387	9.61865944	10.03529257	9.433442719	9.457279294	9.043009827	9.805226165	9.351467214	9.188429155	9.484371081	9.298159157	9.291580968	9.915621693	9.897943958	9.917872263	10.11615993	10.12372531
L-Selectin	0	0	0	14.41589678	0	0	0	0	0	0	11.47650204	0	0	13.05951832	0	8.939777644	11.51471349	0	10.42245413	0	12.83034393	8.408421464	0	0	0	0	12.00601479	11.06921676	8.786604774	0	0	0	11.69485482	0	0	12.57293662	10.68683776	13.32423692	0	12.52324516	13.13825667	0	0	0	7.688682815	0	0	0	11.69729184	0	11.76090848	10.56293764	0	11.50362381	0	0	0	11.95936811	11.47947846
LYVE-1	0	0	0	0	0	0	0	0	0	0	7.044830318	0	0	0	0	7.013633853	5.805883005	0	0	0	0	0	0	0	0	0	0	6.490969498	0	0	0	0	7.999716663	0	0	7.175772304	0	8.257019564	0	8.395821681	0	0	0	0	0	0	0	0	5.811349219	0	12.98874408	8.629340323	0	5.980940628	0	0	0	0	0
MICA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24062876	0	0	0	0	0	0	0	0
NRG1-b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4553125	0	0	0	0	0	0	0	0
PDGF Rb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PECAM-1	0	0	0	12.30228632	0	0	0	0	0	0	12.07640778	0	0	12.09578388	0	11.00428587	11.95540237	0	8.725063355	0	11.72022528	0	10.19509998	0	0	0	0	11.20786166	8.995750768	0	6.449871529	0	0	8.614797617	0	10.49607795	4.591825988	11.55993651	0	11.68846892	11.41378816	0	0	0	10.86105567	0	0	0	10.20250994	0	7.62051713	8.472336295	0	0	0	0	0	10.52211465	11.24750026
RAGE	7.919388437	7.272216452	8.411414134	0	8.330690875	8.50925362	7.466410137	9.427333603	9.102602211	7.093293835	3.80294706	7.447234546	10.01622423	6.739388695	9.467991978	9.615219815	8.635414968	9.279881716	7.937053425	6.838106462	7.922326366	0	8.952965675	8.938537531	6.05551593	8.825934996	0	9.314648216	8.531395473	8.901814866	9.772952219	8.897394827	0	9.227264888	5.013549312	0	0	6.779817974	3.613589546	8.28066768	6.814519025	8.144788701	8.16879438	6.484723827	0	8.869695873	8.10235762	9.018888696	0	8.330202132	9.942853662	7.807804798	9.127218318	8.264600487	9.317935848	9.475623405	9.690297137	9.343086242	10.10481094
