#NAME	1004V4	1040V4	1107V4	C220V8	C402V8	C422V8	J095V4	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K147V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	S099V8	S106V8	X003V4	X004V4	C532V8	K003V4	K005V4	K019V4	K037V4	K054V0	K055V0	K057V0	K060V0	K194V0
Cathepsin S	13.61733534	13.70495003	14.02327535	13.79980656	13.39678931	13.97187596	13.95857967	13.64761059	13.70218103	13.33341021	13.77396538	13.53792942	13.48279447	13.89185786	13.66436637	14.21539749	13.75331609	13.81207364	13.68341473	13.55729732	13.96924818	13.90315053	14.22511003	13.29999786	12.84523844	13.17665968	13.5607048	13.30142455	13.39073352	13.03146041	13.49119408	13.71983376	13.74959922	13.55180215	13.71462817	13.52594972	13.82001843	13.87377286	13.58728502	13.36188713	13.89676002	13.6383761	13.74332596	13.7562099	14.0597795	13.94433689	13.80506949	14.07074121	14.00100579	13.84727784	15.48256915	13.5121453	14.19460073	14.17887053	13.24285348	13.4788038	13.49379294	13.61107814	13.99311616
CD40	2.672572589	0	0	4.866961039	6.837236124	0	0	0	4.023707844	0	0	0	0	0	0	0.0856374	5.711858982	0	0	0	5.339901608	0	0	0	0	0	5.398883228	1.296651695	0	0	0	0	0	0	0	0	7.86426363	0	0	0	0	0	0	0	0	0	2.756800033	0	0	0	8.545840305	0	0	0	0	0	0	0	3.048691112
Cripto-1	4.594616981	3.893033971	3.876660653	7.409685897	7.507987982	2.303294305	3.033067255	0	4.259112126	2.878523505	4.2976072	3.74436609	1.597038716	4.997635126	3.120195737	3.943265277	5.957734939	3.674572558	1.920890077	1.869877336	4.769231329	3.340133826	4.220361812	5.459759034	2.36836975	4.869090873	6.750643873	3.49909689	3.75313774	4.676732561	3.189768824	3.298103081	5.026352252	3.16993657	3.934548434	4.477253638	5.475232626	3.633652009	2.88972694	5.509265324	4.475626511	0	2.936842537	0	3.74437397	3.432897214	0	3.625818221	2.331411111	2.902115447	10.34673562	3.869119785	4.652284279	5.82313214	2.927751789	2.679106762	3.16454149	4.787567054	6.242926212
DAN	8.010485866	5.890448897	7.327951665	7.749103332	9.445256094	7.763532571	3.551629773	0	6.290445037	0	6.849150981	2.937017987	0	6.455087213	7.59988243	7.487969692	7.303402492	0	0	0	7.150894444	5.848961746	5.699388746	5.708734862	3.636830448	7.092732679	8.444889352	8.114865199	0	7.010425302	6.857943106	6.549698894	6.566147166	6.782370568	6.341128065	6.861443096	0	7.401342143	0	5.693240178	6.81438989	0	7.219378835	3.160783635	6.796973366	6.670858746	7.173429138	7.791880691	6.833595202	5.036314337	12.57020121	6.937214498	6.360759083	8.214231416	0	0	0	8.067604106	7.947692129
DKK-1	11.8993423	7.977240158	10.15186809	12.88825517	12.26238432	10.35408112	11.07896409	8.292681971	12.17904478	10.32293146	11.44041316	10.18799006	8.560506932	11.04115733	11.2784924	11.92991095	11.02667292	12.26474391	0	8.569791637	11.28662453	11.20539792	11.21225981	9.772092643	10.41240338	0	10.29179514	11.04824098	9.938239328	10.62559184	9.231460266	0	9.653734253	10.73270813	10.42420002	10.32057919	0	11.60870466	9.777663198	10.53626544	11.13130822	0	10.59726739	10.26561447	0	11.59994856	10.9794253	11.49137549	11.27810364	10.45377752	14.17071578	11.22696205	9.875252939	10.49436885	8.013948468	0	0	10.36875002	11.67535339
E-Cadherin	11.32547935	0	8.547181201	0	13.12454005	0	8.627276634	0	0	0	0	0	0	0	0	9.33049943	9.088722984	0	0	0	0	0	0	0	0	0	10.40501448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1246448	8.415746734	0	0	0	16.47308738	9.82062253	0	11.21344778	0	0	0	0	0
EpCAM	4.681745695	4.264974581	4.339188842	5.34332844	5.399754663	4.244916193	4.300268683	5.282711076	5.284534647	5.931802343	6.412982758	4.503642659	3.79060287	5.437902473	5.046655278	4.828882497	5.716119443	5.693662653	8.112516842	4.80872239	5.172055448	6.752384175	4.773584332	2.572587669	3.968615195	4.530326011	4.659833993	6.785513598	6.274558264	4.474983041	4.70955396	5.28803012	5.105967185	5.507155308	4.611978331	7.259259261	3.218386517	6.985063525	3.14016356	5.752478758	4.950105271	3.846399893	3.779963543	4.48529288	5.375511611	5.016195061	5.125540197	4.362392129	5.787442984	1.379541518	7.039588046	6.297639109	4.939861225	5.303288796	3.216952463	5.624859192	4.640667772	6.116843778	5.449307492
FAS L	5.758795243	4.772384059	5.404149416	6.485307569	7.553711306	3.999147511	5.421952105	2.740932016	6.149162129	3.140083271	6.343665304	4.546917578	4.578117841	5.770592286	5.231650781	6.310947899	7.422061311	5.168899078	5.392960632	2.960549938	6.123449457	5.025972493	5.414564206	6.501489171	5.615044713	5.672221012	6.064472128	6.002555093	5.3571913	5.637989979	2.379366583	4.372815395	5.97277902	4.566890997	4.524175413	4.174718311	0	4.95536475	2.244273359	5.986499933	5.425805528	3.812993579	3.777177502	4.199588447	3.331243178	6.210699298	5.440092441	4.191095655	5.195394532	5.48400882	13.07291842	5.297460026	5.329752991	6.033146223	0	0	4.165768701	4.244528361	5.548211458
Fcg RIIBC	6.286236129	3.2747163	4.161203401	6.154836673	6.629063573	8.542244455	4.987516242	5.538781302	3.970971357	5.634189788	5.962168913	5.876239489	7.28654588	5.08124616	4.469324003	6.182843731	8.589492071	6.375468575	5.589172367	2.862365598	10.42205481	7.303597744	9.399686187	7.571270426	3.971865791	9.45881854	6.414514145	10.1423137	4.868104417	7.048280136	7.496990132	3.464890148	5.785465148	5.048707026	5.922855668	10.26654741	7.855615778	3.217338586	4.280399246	11.3299355	10.44422667	4.409387136	5.167684964	3.810599829	7.794086659	9.069549579	4.422947452	6.966508575	8.755644574	8.234206832	7.632989048	8.031709967	6.06353158	7.48077723	0	0	6.820596972	10.6000755	5.647610226
Follistatin	11.34037952	10.42800613	9.937323904	10.53810329	10.45132434	0	10.70573286	0	10.52110159	0	10.44283862	11.89079427	11.1874266	11.0930168	0	10.29438605	0	4.566507127	9.322066295	0	0	0	0	0	6.152186684	3.313669869	0	0	8.368835385	0	10.56850748	3.84665176	0	0	11.77536751	10.74220504	0	8.978155428	0	9.348866055	8.405190073	9.356920697	4.32927553	11.0993046	0	10.95379017	9.915390544	11.19411143	10.94615572	10.64995955	12.17332252	11.59554256	9.201930438	12.56958778	10.15397054	8.907682642	6.69899725	8.131127117	0
Galectin-7	16.00856509	11.35777808	13.31747366	11.43476458	14.58185514	12.68587494	13.41784742	14.80711482	11.53070664	11.62480657	10.75807779	13.43604684	14.18683714	10.88232924	10.43447476	11.94749939	11.52015507	12.92640731	11.49220012	13.92743533	9.76390391	8.005944137	12.55708818	13.46024929	9.581579448	15.04299949	0	13.96748371	11.7602887	13.79705974	14.80158063	14.21851362	13.6424889	14.10488699	14.96303581	10.78512897	0	11.5546319	14.15057277	11.85598142	10.94018932	12.40677569	12.447404	13.80296334	0	13.65681156	14.89272292	13.82005388	8.68437952	12.87292514	18.04817149	15.07366431	15.15331464	15.70380994	15.14051767	15.41784821	13.86530852	14.74355805	13.41953512
ICAM-2	10.64623395	9.035915224	10.2073225	12.55907426	10.66695696	10.26997128	10.1401247	10.5043058	10.45780348	8.747913459	11.31299839	10.35461689	10.41632081	10.9891317	12.29138808	10.77752281	11.26745602	9.61571993	9.663056191	8.810869772	11.38183476	9.370626889	10.78537309	10.09349417	9.029147079	11.86340813	8.48788303	11.85762107	10.34207118	10.08524854	9.857984891	10.44852611	12.45247235	11.75333624	10.22295799	10.85243277	7.642654853	10.86723909	10.13257349	11.72076021	12.27857151	9.940981614	10.32102106	9.473324226	11.41544391	11.67550779	10.78963894	10.72471907	11.10574851	10.73237929	17.13111452	11.16573152	11.17672446	11.74059903	9.2971371	10.51329268	10.39335248	11.97770339	11.315895
IL-13 R1	10.6992286	0	0	0	12.3084825	0	0	0	9.128103178	0	0	11.00543025	0	8.653341935	0	0	0	0	0	0	0	0	0	0	0	0	12.147955	0	0	0	0	0	0	0	0	0	0	6.488102809	0	12.521893	0	0	0	0	0	7.325750404	7.879267959	0	0	0	15.42629164	9.672160841	7.440324088	12.3499312	0	0	0	0	0
IL-13 R2	5.685644327	9.067042691	7.106889166	10.64142043	12.35208938	8.043386409	7.380185658	0	0	0	9.917922936	9.323443347	0	0	0	0	10.77828577	0	0	0	8.439459005	0	0	0	8.493160388	0	5.042894394	0	0	0	0	0	0	0	0	9.535129794	0	0	0	10.91709961	9.536166696	0	0	0	10.12242163	10.35970246	0	8.748671714	7.662795348	0	15.85480887	10.35386212	9.19829839	0	0	0	0	0	0
IL-17B	11.96428408	8.287352417	10.27199522	10.21786493	11.45467656	9.287465864	11.4808749	11.14846231	7.778661954	8.615312708	10.11074635	9.733683982	10.29155856	8.081539093	10.99518525	11.10081638	10.1118845	10.30108859	9.877926349	8.42487565	8.661525304	8.76447946	9.170166525	7.915499474	6.221065882	12.58681827	4.658089121	9.456939435	9.687104073	10.59963531	8.735021476	10.55522336	7.60311651	9.120870505	9.714402918	10.43663141	0	10.99961544	7.748874134	9.55472993	9.994218973	9.747841668	8.40926283	9.358735693	7.415464653	12.15829803	10.63643935	10.16108457	9.205433837	10.8689796	14.59328762	11.00763462	10.28606809	10.74838404	11.31860458	9.576984605	10.02027687	11.79450488	11.31862684
IL-2 Ra	6.604246798	6.267761554	5.774015966	0	0	0	0	0	9.048550947	7.465036019	9.023881286	7.760770223	0	8.277231366	0	6.650469356	0	0	0	0	0	0	0	0	0	6.228251371	8.02774558	4.718711237	0	0	4.656027228	0	0	5.07904369	0	6.483749368	0	0	0	0	7.670887304	0	0	0	7.543815368	0	0	4.161683104	8.216631091	7.735208688	6.268748382	4.164125212	6.358136586	8.222226412	0	6.8405644	0	6.060331166	6.52041862
IL-2 Rb	11.17706816	11.00079332	11.54951705	11.53670394	9.4835713	7.836982994	11.78512629	10.65181624	11.26895806	11.25483708	11.20633152	11.01365066	10.48131501	10.96493079	11.23565651	11.20716821	11.92734365	11.31156434	10.6111161	10.22485024	11.04982483	11.4127377	11.08001262	9.670637889	9.690425747	9.96162504	11.48931297	10.3011772	9.068777268	9.37048688	9.545732998	11.4855908	11.71990933	11.61035304	12.09012649	11.62800925	12.35004511	11.82560648	10.43895495	12.35957865	12.17596507	11.1903432	10.81416563	10.97800355	10.77127743	11.84319521	11.70310224	12.11881457	11.53742912	11.59842477	15.00176556	11.78489742	11.9920207	12.52509707	9.605728738	10.94443477	9.691717287	10.84413737	11.32539908
IL-23	7.539222802	0	10.24935238	10.11882126	0	0	0	0	10.71872099	0	8.349494293	10.5915614	0	9.419006905	0	0	0	0	0	0	0	0	0	0	0	0	6.643978468	0	0	0	6.805736064	0	0	7.534390059	8.020491002	9.02566195	9.399869763	8.589582586	8.764006915	9.889552556	0	7.010313738	8.577206106	0	8.596388779	9.084677045	10.1000971	10.9120981	10.20332545	0	16.33266968	9.945652441	0	0	0	0	0	0	0
LAP(TGFb1)	10.27343234	9.640938114	8.955705096	13.76438973	9.848854983	10.650379	8.7808887	9.731888284	11.87323607	12.17704454	13.18119914	11.53953562	10.80412592	13.55786418	9.073530691	12.26785367	10.73991348	10.47006148	12.32358561	10.23040063	12.21727695	10.59761745	10.89398287	6.927691098	6.952911922	8.89738006	13.42561642	10.40151845	11.21370636	9.057830455	9.948897861	11.7403399	11.75644787	11.00870036	10.0415247	13.21615162	14.19357865	13.62659867	8.366164482	12.20894014	11.85405796	10.38518081	9.624060392	9.452155267	14.22292204	10.02529239	11.20270338	10.50675269	13.65608536	8.781491162	10.37933488	11.77937251	11.10901439	9.683277104	8.810033123	8.666275612	9.897098834	10.29993338	10.97914233
NrCAM	6.804268264	5.436975555	5.514681445	0	8.412639625	0	0	0	8.770001966	8.282818057	2.55901978	0	0	0	0	5.094688209	6.772054186	0	0	0	7.775530507	0	6.012258556	6.891512011	5.088738471	0	8.193015226	7.313618908	5.843302003	0	0	0	0	0	0	4.830344865	8.168835329	6.889972831	0	0	0	0	0	0	0	4.844051796	5.226383099	3.759253569	0	0	13.1201587	5.049337324	3.025348006	6.353256084	0	0	0	0	0
PAI-1	9.618727414	10.11193636	9.565968288	10.57556944	10.27083178	10.23096914	10.20597827	10.62538338	11.01132013	10.65540391	11.88086286	10.42700077	10.86324313	10.03186849	10.41035868	10.79319019	10.57306994	10.43034404	11.316689	10.03027467	10.48731943	10.35280401	10.26278689	8.530766378	10.30760783	9.464570336	8.493210623	11.69761005	11.04305773	10.56298904	9.02976624	10.81792867	11.27410867	11.31178852	10.46953766	11.28246567	8.188025783	9.448822744	9.997613216	10.45258766	9.409162193	9.868901146	10.6846099	10.91417446	10.3150367	9.811603368	10.32526172	10.76570466	10.86164984	9.763743451	10.25394275	10.26608753	11.24528318	8.665443929	9.572602839	9.771982326	9.683822776	10.46117058	10.45761619
PDGF-AB	7.54383178	5.481236282	6.852459539	7.66669147	10.52450075	3.10524186	5.437287319	0	0	0	6.826769664	6.789618787	0	6.243783134	0	6.451341177	9.300411124	0	6.349488826	0	5.745665356	0	3.772915118	9.752002518	2.35717344	7.09940921	10.8257129	7.013035942	5.752963861	5.619430627	6.39807944	2.712943994	0	0	0	7.899668997	7.592304988	0	0	6.70582775	6.791460184	5.494572048	0	0	5.437416431	6.57211142	6.7297915	5.41375855	6.244066049	1.101525705	13.10803297	6.471953979	7.788823261	8.505971773	0	6.71010236	6.312830473	0	0
Resistin	16.03692265	16.25698509	15.61730443	16.99878444	16.32724078	15.93464227	15.50062103	15.86797828	16.64222116	16.46010182	17.03936659	17.0816578	16.81978399	16.87821573	16.3531636	16.75655892	16.60953854	16.4127305	16.69325448	15.83674448	16.42829644	16.04854879	16.49377993	15.41698085	15.72843406	16.42442402	16.47975725	16.34236592	16.44926116	15.91768588	16.26007804	16.62271566	16.63821499	16.77079416	16.73639163	16.89838174	17.14582222	16.990377	16.77695822	16.9058647	17.03577709	16.24386829	16.27593406	15.81962631	17.22857016	16.94318739	16.58560608	16.34422587	16.98295135	15.96306629	17.05239227	17.11629346	17.09121984	17.45095949	15.02218187	15.65813968	15.83097988	16.40572408	16.65604481
SDF-1b	8.441471812	6.395375078	6.597019808	8.113289138	10.22712777	3.342701949	7.685631634	0	8.566725477	6.567205638	9.11216382	7.288971461	4.654231726	8.119735659	6.904265421	7.52943017	9.454427359	5.638548733	6.934103284	0	8.325469483	7.050713563	7.859697783	8.581875149	7.323501266	7.950080363	10.88051978	8.214867735	9.162543515	6.874736012	5.742978145	5.348417804	8.130381782	7.868059097	6.916187993	7.519428303	9.75143057	8.40418086	3.472841351	7.87022532	8.718511176	7.397808595	0	5.877591591	8.69173219	7.185205432	8.213658125	6.33023537	8.671866754	0.937961585	14.17687849	7.94117732	8.208466814	9.254924138	5.569796719	6.055047686	6.389381397	5.269436598	7.57389783
gp130	14.73194741	15.35965154	15.50638245	13.09543382	15.52538635	15.31368597	15.59962765	15.08338351	15.56690781	13.97179449	15.64029842	15.47377637	15.25768314	15.51223835	13.60539146	14.75367211	13.71287791	14.29293363	14.88882663	10.39786905	12.2153221	10.73900017	13.72507462	0	10.4715583	13.35922877	11.89672363	14.03076354	12.76739462	14.25892715	15.05300706	15.78151691	14.71433165	15.66217962	14.62990523	15.68056716	15.12330598	15.14816202	15.29783554	14.67763965	14.51705333	14.62509845	13.77558252	13.84372226	13.33758784	15.4231606	14.72609519	15.96327122	15.5285891	12.0944083	16.25610689	15.70721487	15.38180877	14.19039947	14.06989415	14.38513557	13.73171584	15.55560624	15.42977318
Shh-N	3.472298202	0	4.331251895	0	8.142785382	0	4.074021769	0	3.806230818	0	5.415931947	2.269584036	5.189413663	4.523179185	0	4.648793042	6.635101959	0	0	0	0	0	1.346861171	0	0	5.02763161	7.054576986	0	0	0	3.765796718	0	0	5.41630659	0	2.570554913	7.138011092	0	0	8.111496806	0	0	0	0	0	0	0	1.706459411	0	6.248042138	10.59319725	0	3.54974638	4.106791948	0	0	0	3.997492019	4.446721796
Siglec-5	12.64140821	12.57844989	6.164925849	12.52328459	8.658559881	13.27234801	6.860307629	8.932466004	10.96763111	8.991972256	11.47667999	9.851868275	12.85625327	13.84541976	12.34236182	10.93714965	13.06018575	13.59595645	9.836191186	11.74483712	12.51096108	11.48772508	13.54701134	5.246363135	7.535427401	9.263536146	11.78923389	10.53125315	13.96176887	8.714431614	11.64997576	13.33803415	13.82560507	10.84387839	13.47546637	13.9575332	14.519204	13.43949787	6.910042597	11.98714597	13.22177462	7.67824887	12.70082635	0	11.98365371	9.271563623	10.8815135	13.22697898	12.66907836	12.94465092	9.226593983	13.30432538	13.57025749	12.77297823	11.39906872	11.03800176	12.20212948	13.94426115	14.05942304
IL-1 R4	6.343843783	0	0	0	0	0	6.703832249	0	5.897721522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.360066529	0	0	0	0	0	0	3.449262995	0	0	0	0	0	7.5531554	0	0	0	0	0	0	0	1.028262847	2.012416961	0	10.16565064	0	4.949545525	6.868726688	0	0	0	0	0
TGFb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tie-2	6.105092642	0	0	4.471963271	9.618393476	0	5.707392511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.38928961	0	0	0	0	0	0	0	0	4.918337918	9.277477165	0	0	9.694776983	6.891585669	0	0	0	0	5.564534272	0	0	0	0	12.40885526	6.632785405	9.590657693	0	0	0	0	0	0
TPO	5.962650273	3.7885352	4.783261288	7.413857134	8.515103704	0	5.042734772	0	6.204199512	0	0	3.7061406	0	0	0	0	0	0	0	0	0	0	5.922815701	0	4.286135742	4.998980008	0	0	0	0	0	0	0	0	0	6.075817786	0	0	0	0	0	0	0	0	0	6.451823267	0	5.568041321	0	0	7.314542499	6.485541975	0	7.900087971	0	0	0	0	0
TRAIL R4	0	0	0	6.955847892	0	0	4.493803035	0	0	0	2.416119829	1.176225772	0	0	0	0	0	0	0	0	4.753374442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03169091	0	0	2.698937853	0	0	0	0	5.038887151	2.217524269	0	0	0	0	9.038791546	2.366425769	4.453075197	0	0	0	0	0	0
TREM-1	0	0	7.601421654	0	0	0	0	0	8.983105229	0	0	5.274907626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.77237206	0	0	9.252365042	6.398560931	8.327807714	0	0	0
VEGF-C	7.33611595	5.883060025	6.49026115	6.553711576	6.977465497	6.46844328	6.322866511	6.654048076	6.071185726	5.503609128	6.188814255	6.685140566	6.472064474	5.929309429	6.711711928	7.843422009	6.522627517	6.461060379	7.812274323	4.946234162	7.217703404	6.642482448	6.969414464	6.25828436	5.821338931	7.434352125	5.969868134	7.329021782	7.232596833	6.10957543	6.578116677	6.026970506	6.375422875	6.859664695	6.013560344	6.545140427	0	5.160797918	6.054792351	7.626993592	6.626905785	1.217943243	6.573653729	5.41362799	2.310844177	7.159078571	6.498204657	6.86952067	6.943452369	6.343387786	11.63306381	7.926844271	6.424878193	7.599516325	5.896225603	5.551118005	6.753339255	7.674956825	8.444793057
VEGF R1	10.52240543	9.782999604	10.63733033	12.25814064	10.16846169	10.25540051	9.694431713	10.52959674	10.17699439	9.886992258	12.32146092	9.899904229	11.67195924	11.86996369	11.75131336	12.78206516	11.3520566	10.65726571	12.24957907	10.51534847	12.25513625	11.41379548	12.03292875	8.578206757	9.795515285	11.29124123	11.33228875	12.10704608	10.93434117	10.14042898	9.337681472	9.354765027	11.62486855	10.94064996	10.33424913	10.34214335	9.421793848	10.74813337	10.5517819	12.13970938	11.20572949	8.229293006	9.64961933	8.609438494	11.60595712	11.9289159	10.55047184	10.98114931	12.38427833	9.857411903	12.77199836	12.4587527	11.43199952	10.20595676	9.339529279	8.59636361	11.19918826	11.84263685	12.00726656
Adiponectin	13.39573074	14.00192201	9.3865145	17.5801297	13.93299965	13.16054916	12.00494134	13.94852701	14.73794309	16.04769449	16.43618164	12.83971975	11.81146744	16.86111337	12.65078366	15.60149446	16.69395848	14.46806348	15.59919021	13.33548064	15.61030384	16.9283324	15.34234905	10.78295184	12.92898165	12.60408002	15.25091371	16.48530108	16.87182226	13.93853322	12.47082702	14.97060774	16.48325019	14.94556376	14.22425078	16.90913424	11.54977458	17.47665614	13.07889284	16.67086888	15.33834047	14.40536435	11.64088128	13.27607435	15.70052042	14.30179798	15.03362114	12.37686282	13.66201681	12.66907237	15.80415617	16.39240341	13.58611817	15.74771495	13.34073459	13.96008988	14.33249088	14.72459449	14.2622696
Adipsin	13.60740477	13.08463994	13.31270104	14.85005133	14.50445605	14.48881111	13.51919133	13.9062386	13.93911992	14.27113546	14.01801211	14.22188649	14.06205788	14.00119776	14.145825	14.15311883	14.22465651	14.14953151	14.13689891	14.01326456	14.37048033	14.11420697	14.57820333	14.2795446	14.30001308	13.9737012	14.74158974	14.09668493	14.18175927	14.32807946	14.11883863	13.98419303	14.06592498	14.09950263	14.01588479	14.22231135	15.10943308	14.63607101	14.51188971	14.8559185	14.71083488	14.616891	13.67252469	13.59648909	13.8993051	14.07647915	14.36693335	13.61184587	13.8735785	14.06515764	13.59595695	13.81416708	14.28951296	13.88374551	13.71380024	14.11774535	13.96028757	13.73025124	13.98253381
AFP	0	0	0	0	6.824921333	0	0	0	0	0	0	0	0	0	2.030512607	6.513895179	5.759938184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4619157	0	0	3.961295049	6.413211062	0.02268775	0	0	0	0	0	0	0	0	0	0	0	3.819711789	0	0	0	0	0	4.498890947
ANGPTL4	0	0	0	0	0	0	0	0	0	0	9.147816966	0	0	0	0	0	0	0	9.075542972	0	0	0	0	0	0	0	9.541333274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.24826454	0	0	0	0	0	0	0	0
B2M	13.06717406	12.77135254	12.32699271	13.27608271	13.68446736	13.90367653	12.90440486	12.30130282	13.44148908	13.68798678	14.05869674	13.9689101	14.29452834	13.1201866	13.41875112	12.67187397	13.13627577	12.91017224	12.78472451	13.83985486	13.74035812	13.17573366	14.07764276	13.91775053	14.00527814	13.46043275	11.01012433	13.88229412	13.76754401	13.14588604	13.95340589	13.90487106	14.25255014	14.16771698	13.7514108	13.75847743	11.44212054	14.02358318	14.62812746	14.50887364	14.4293174	14.64531666	12.27550536	11.02495229	9.558309951	12.93439921	13.5159465	13.5458419	12.3732609	13.50657789	14.63362269	12.33088267	13.43274401	12.53660071	12.07130327	12.92351791	12.66683639	13.48588346	13.21476595
BCAM	0	0	0	0	10.69730957	0	0	0	0	0	9.43784647	0	8.717106282	0	0	10.23290549	0	0	10.31556314	0	0	0	0	0	0	9.39461515	0	10.35612348	0	0	0	0	0	0	0	8.256733352	0	12.64436101	0	9.292460434	9.950970107	0	0	0	0	0	0	0	0	0	13.59991709	0	8.88264063	10.62731188	0	0	0	10.44548423	12.23116966
CA125	17.94697175	18.22098171	14.92875619	20.68331834	18.20676814	19.52634708	18.07607058	19.33938791	19.5381838	19.63552894	20.1710567	19.52691002	18.60983597	19.99141228	18.54279011	19.68314724	19.35430869	18.90922273	20.0662919	18.91863643	19.98372903	19.6926415	19.560637	17.96519072	19.95836372	20.48384778	20.99540458	20.0194294	20.40442146	18.72376618	18.78068984	16.63897241	18.47576814	19.09135685	16.99942788	19.56989518	20.79627211	20.32097554	16.25215783	19.9026993	19.38013917	18.9525854	17.82527286	16.50607931	21.20359514	19.60787923	18.90593473	18.06170229	19.35174552	19.12937886	18.49155967	19.60082718	20.30711583	18.1286488	18.46206615	18.49968661	19.31948032	18.73256804	19.50656859
CA15-3	0	0	0	0	0	9.435197398	0	0	0	3.009576081	7.298508073	0	0	0	0	10.45561758	7.948012497	0	0	0	8.112947461	0	0	0	0	12.41748943	9.427221279	12.669832	0	0	0	0	0	0	0	7.680626845	11.24847943	10.02591734	0	9.451662074	0	11.28035637	0	0	9.177680062	11.3931607	11.02998944	0	0	7.749359678	8.902988379	0	7.738794897	8.994762248	0	0	0	9.006167091	10.15971494
CEA	12.37882583	12.13321283	12.00407217	13.72999697	13.28787124	12.75130947	12.25769218	12.57608293	12.34659492	12.99838743	12.44890983	12.26435299	12.16876662	12.68458011	12.78462719	13.31289268	13.14881576	12.70624004	12.89015712	12.43586175	12.69357711	12.53738447	12.79846884	12.36370894	12.60590223	12.73997735	13.8369978	12.91589076	13.34104382	12.57770108	12.54322944	12.26578664	12.30495245	12.46097431	12.17463468	12.85350045	13.79125893	13.25361266	12.51063101	13.18127207	13.27803253	12.70752863	12.06467265	12.39182698	14.02051391	13.0710656	13.16690754	12.39435022	12.66683147	12.50272432	12.4807908	13.02443793	13.16432358	12.86048702	12.69105654	12.63586493	13.03973062	12.18942832	12.84023828
CRP	0	0	0	11.8232009	5.426967979	0	0	0	0	0	9.223931315	0	0	10.14060599	0	7.593380112	9.796923508	0	9.26898101	0	8.010246833	0	0	0	0	0	10.97611098	2.579960635	0	0	0	0	7.953539801	7.127946614	0	0	9.817042702	7.880825203	0	9.579485073	8.04735631	0	0	0	7.657841522	0	0	0	10.95992232	8.079551285	10.65828643	0	0	6.9767074	0	0	0	4.767403944	8.043796074
ErbB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.324399533	0	0	0	0	0	0	0	0
Ferritin	0	0	0	15.16686447	14.30020275	11.816853	0	14.60377693	16.37282409	14.83269933	13.27427138	0	12.27568514	12.57805523	12.22707619	18.12545119	14.61672221	13.1044647	14.98139739	0	13.9903227	16.69363245	18.03561828	0	0	14.50479825	18.79944174	15.71492318	15.71603308	9.470198576	11.13361239	11.22971328	15.78473189	15.32305986	0	16.51089583	19.27735455	16.54542312	0	17.25406879	13.04367968	0	14.85920462	0	18.73824352	16.0061716	11.37837829	12.29465676	16.52972338	6.303001527	15.19138828	9.616625297	15.17436852	11.69967952	13.75666313	13.40745769	14.11761729	15.53801388	17.07434838
FSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GROa	15.43589539	15.29728595	15.32375393	16.63503486	16.24450909	15.95440053	15.66443121	16.30803492	15.93972782	16.18343028	15.94734041	15.95219963	15.83127582	16.02454826	16.21211989	16.35099928	16.34137631	16.26488217	16.19690627	16.10815542	16.07081742	15.92890024	16.32766928	16.11693669	16.03193516	15.80537686	0	16.0496322	16.53549115	15.8803184	16.09308344	15.75947751	15.88738638	15.73169737	16.07258348	16.12096507	0	16.50484258	16.10025089	16.51380263	16.72678327	16.52598159	15.58707618	15.76891693	15.5028175	16.18967825	16.33011026	15.55938237	15.83625159	15.72464893	16.50539907	15.83450329	16.31645247	15.93761808	16.06733902	16.01159185	16.30076233	15.84288069	16.20872023
hCGb	0	0	4.492437535	0	6.26980725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.293786603	0	0	0	0	2.810552309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.828801567	0	0	8.384872509	0	0	7.984958552	0	0	0	4.8208155	0
